,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0.00535543391225037,0,0,0.190389257418043,0.157975081753868,1.38777878078145e-17,0,0,0,0,0,0.0430640208842332,0,0,0,0.0477756747138092,0,0,0,0,0.116886472800329,0,0,0.119357765564393,0,0,0,0.103423192568915,0,0,0,0,-0.0283352737952895,0,0,0,0,0.0644407598237163,0,0.168527260009388,0,-0.113188321732219,0,0,0,0.0273952572982129,0,-0.278664840339498,0,-0.121029962440955
X002142.CH.EQUITY,0.378755325387125,0,0,0,0,0.135353936573913,0,0,0,0,0,0,0,0,0,-0.138370005637006,0,0,-0.00579161755725835,0,0,0,0,0,0,-0.19886158539504,0,0,0,0,0.225650598077384,0,0.315245901382591,0,0,0,0,-0.079520320472207,-0.0474220550506557,-0.0370880819697681,0,0,0.0692389241898302,0,0,0,0,0,0,0.0351043738764058,-0.0861146139317635,-0.0517088832909456
X600000.CH.EQUITY,0.0851525642823497,0,0,0.0778277345370403,-1.38777878078145e-17,0.116658435000896,0,0,0,0.106230852960623,0.355697165883145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817305170269169,0,0,0,0,0.0993508073643936,0,0,0,0,-0.0828809085401665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760230094659014
X600015.CH.EQUITY,0,0,0,0,0.0385785355296491,0,0,0.154652105213508,0.000767392364869279,0,0,0,0.244039685270479,0.0612672317321005,0,0.0944894995347695,0,0,0,0,0,0,0,0,0.124296231293883,0,0.033649541678265,0,0,0,0,0,0.165889757973865,0,0,0,0.0437288827569524,0,0,0,0,-0.0391048755569047,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.168514112732874,0.18524343433299,0,0,0,0,0,0,0.357968100011394,0,0,0,0,0,0.0646461441625625,0,0,0,0,0,0,0,0,0.152103984180189,0,0,0,0,0.00818024546268863,0,0,0,0,0,0,0,0,0,0,0,0,0.0123663636878442,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.26541904779289,0.0757444324620895,0.318234599719104,0,8.67361737988404e-19,0,0.0284186738119874,0,0,0,0,0,0,0,-0.011635625713731,0,-0.0252878877341158,0,0,0.0193296408698942,0,0,0.0634405417642839,0,0.091033181666289,0,0,0,0,0,0,0,0,0,0,0.0960601800222597,0,0.114090246904571,0,0,-0.0531368534096797,0,0.0697929856934888,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.12632779158132,0,0.524272021539863,0,0.0164282638262108,0,0,0,0,0.0222918205010311,0.114906694219089,0,0,0,0,0,0,0,0,0,-0.0522357837632467,0,0,0,0,0,0,0,0,0,0,0,0,0.0139138917672667,0.0819144590725989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.370401300773733,0.243140653102927,0,0,0,0,0,0,0.377541633982597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020861502393428,0,0,0.0884511003666626,0,0,0,0,0,0,0,0,0,-0.0871849213936084,0,0,0,0,0,0,-0.0310140063866981,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0845164590042383,0,0.153287533196069,0,0.339274569474237,0,0,0,0,0,0.0436143542499309,0,0,0.547152422910199,0,0,0,0,0.027246749562991,0,0,0,0,0,0.0607537490310676,0,0,0,-0.0719938766103794,0.0054235489006138,0,-2.16840434497101e-19,0.0287548087215644,-0.137583512121192,0,0,0.0637545335241194,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.12989238473596,0,0,0.193821231315839,0,0.287731352671114,0.308976015206913,0,-0.18450273773732,0,0,0.132331594372929,0,0,0,0,0,0,0,0,0,0.106755215541317,0,0,0,0,0,0,0,0,0,0,0,-0.0297084058343369,0,0,0,0,0,-0.183984053810568,0,0,0,0.0357549482273561
X601328.CH.EQUITY,0,0,0.49733347390312,0,0,0.00945411905577078,0,0.0366159137630657,0.164683297325907,0,0,0,0,0.0031557656247224,0.133395611035649,0.0768397162842273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172989322166041,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.0280337451840108,0,0,0,0,0,0,0,0.0286701748478239,0.390689344093726,0,0,0,0,0,0,0,0,0,0,-0.0173454861516539,0,0,0,-0.0160602059954596,0,0,0,0,0.0281963902981921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115032820487953,0,0,0,0.202118114673549,0,0
X601818.CH.EQUITY,0.33258585201978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281414701312698,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102487508269713,0,0,0.0211054316124095,0,-0.135533452270872,-0.00432931110170208,0,-0.00854035479120948,0,0.112840364931395,0.185967800555859,0,0,0,-0.0620105170593234,-0.0469608697681531,0,0,0,0,0,0.0942862982293556
X601939.CH.EQUITY,0.122399886666869,0,0,0,0,0,0,0,0.369775517854452,0.257895769580974,0,0.3280698489125,0,0,0.134010250868801,0.0772759167529642,0,0,-0.0653027976981602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251937632938322,0,0,0,0,0,0,-0.100003322355714,0,0
X601988.CH.EQUITY,0,0,0,0,0.00248953886534461,0,0,0,0,-1.0842021724855e-19,0.210811767125736,0.227104561903465,0,0.335394169956056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913054603715097,0,0,0,0.139134842888323,0,0,0,-0.158376336029519,0,0,0,0,0,0,0,0.133512874529959,0.11814313933699,-0.085841311640665,0,0,-0.0014765826918086
