,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.133430217903177,0.346570621868644,0,0,0,0.0652189152687633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466796784536872,0.0763560116563197,0,0,0.0728946353319286,0,0,0,0,0,0,0,0,0,0,0,0,0.00511183142631369,0,0.27566702080442,0,0,0,0,0
X002142.CH.EQUITY,0.198205471159412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316654044253581,0,0.0550905921474347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170572441427892,0,0,0,0,0,0,0,0.0874555358339086,-0.0752165477775287,0.0419036065628223,0,0.14531967029903
X600000.CH.EQUITY,0,0,0,0,0.197674226975359,0,0,6.93889390390723e-18,0.118389355934531,0.0185098676365903,0.385238204204782,0,0,0,0,0.152198364740353,0,0,0,0,0,0.118836364322799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.485501497416601,4.46533960550208e-06,0,0,0,0,0,0.183652753915952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311826858179284,0,0,0,0,0,0.0212746966084294,0
X600016.CH.EQUITY,0,0,0.117965951380529,0,0,0,0,0.036119092151768,0.0551604652157909,0,0.230811100989174,0,0.110884316904739,0,0.266803600902156,0.158372278851313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176838170394351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0698606146158,0,0,0,0,0.45050164215601,0,0,0,0,0,0,0,0,0,0,0.0334948841439327,0,0.0242983535114889,0.239935250769546,0,0,0,0.0498767044808358,0,0,0,0.108965769345674,0,0,0,0.0104301279906963,0,0,0,0,0,0,0,0.0257966129503405,0,0,0,0,0,0,0,0,0.0191305839140633,-0.0224310845556312,0
X601166.CH.EQUITY,0.00245574091706395,0,0.0708962922327054,0,0,0.161232719761479,0,0.245790746793918,0,0.0651925435646774,0,0,0.31913472851416,0.00528805626019622,0,0,0,0,0,0,0.0945244181553813,0,0,0,0,-0.0151561948818284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751946230824937,0,0
X601169.CH.EQUITY,0,0.0238233355824583,0.172839346004124,0.358948593918218,0,0,0,0,0,0,0,0,0,0,0,0.105833977336242,0,0,0,0,0,0,0,0,-0.0139653240190466,0,0.101177107178178,0.0287022710839411,0,0,0,0,0,0.0387974449487994,0.130413094624687,0,0,0,0,0,0.0981056869159056,0.0208672785054181,0,0,0,0,0,-0.0346930564402565,0,0,0,0
X601229.CH.EQUITY,0,0.0727222844594439,0.211196806853356,0.126495570476155,0.0178921102856523,0,0,0,0,0,0,0,0,0,0.0326011385124703,0.185148900392065,0.155171354213271,0,0,0,-0.0398387508177137,0.159581943555987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757864954400496,0,0,0,0,0,0,0,0,0,0,0.0972340306101611
X601288.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.108553296606709,0.451816380371442,0.00740155329940479,0,0.364289847029347,0,-0.0347504613624131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296945577231499,0,0,0,0,0,0,0.0646165536943343,0,0,0,0,-0.0652877888659774,0,0,0,0,0,0,0,0.0563080464345956
X601328.CH.EQUITY,0,0,0.231893069132653,0,0.321706917753418,0,0,0,0,0.271524254913015,0,0,0.0221136934663816,0,0,0,-0.0268380088869433,0,0,0,0.00681992772407592,0,0,0,0,0,0.0682144129687134,0,0,0,0,0,0,0,0,0,0,0,0.0568357548883252,0,0.0850511661238231,0,0,0,0,0,0,0,0,0,0,0
