,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.28291728876831,0,0,0,0,0,0,0.135220321435308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757847437799664,0,0,0,0,0,0,0.0465773168852254,0,0,0,0,0,0,0.0413178357538373,0,0.142472243878192,0,-0.0718380434802412,0,0.0946567533018959,0,0,-0.0746312108650584,0.063760935718667,0,0,0,0
X002142.CH.EQUITY,0.340826743181442,0,0,0,0,0,0.123129163054829,0,0.0385560222080077,0,0,0,0,0.310749755640815,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340681415655666,0,0.151188259326949,0,0.10376248838238,0.0711275245720365,0,-0.180367661502665,0,0,0,0,0,-0.00429114420668611,0,0,0,-0.0410966502008886
X600000.CH.EQUITY,-0.00436530263502023,0,0,0.209420194526369,0,0.354109576349551,0.234679479488676,0,-0.00735094276620454,0,0.169423334962197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901851288682532,0,0,0,0,0,-0.270260235580233,0.302075412468098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109234728903283
X600015.CH.EQUITY,0.00440591860172776,0,0.249846834307653,0,0,0,0,0.469752525940456,0,0.0989203908348179,0,0,0,0,0.0406440308619785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138068405680335,0,0.042931665560936,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0190397140446298,0,0,0.207369304230129,0,0,0,0,0,0.0350113724188247,0,0,0.03056751666979,0,0.300776477268409,0,0,0,0,0.111994325405173,0,0,0,0,0,0,0,0,0,0,0.0612175816258619,0,0.0938879726154072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108486086179098,0
X600036.CH.EQUITY,0,-0.0465621729538085,0.255256382673518,0,0,0,0,0,0,0,0.330603750794119,0,0.0950547083360219,-0.00760051321250833,0,0,0,0,0,0.0389477569846431,-0.347726629554235,0,0,0,0,0,0,0,0,0.481632925314918,0,0,0,0,-0.0233760387041342,0,0,-0.160188005090206,-0.0437197213298026,0.260052551246352,0,0,0,0,0,0,0,-0.085956780239346,0,0,0.241315226741842
X601166.CH.EQUITY,0,0.393837218387832,0,0,0,0,0,0,0,0,0,0,0,0,0.168045835719103,0,0,0,0,0,0,0,0,0,0,0.0370808872451857,0,0,0,0,0,0,0.127098580323517,0.146521083955969,0,0,-0.10432306186807,0,0,0,0,0,0,0,-0.0245268976563392,0.192502869701188,0,0,0,0,-0.163340255928955
X601169.CH.EQUITY,-0.02219439782818,0,0,0.860257007984323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967195023396865,0,0,-0.0736042700388044,0,0,0,0,0.0935961870698952,0,0,0,0,0,0,-0.0619805337664683,-0.435168331766579,0,0,0,-0.133118059056672,0.345595732334805,-0.00460730201656991,0,0,0,0,0,0,0.0594796737704007,0,0,0,0.0867342773248336
X601229.CH.EQUITY,0.126225605504763,0.132583632427671,0.074592986528363,0,0,0,0,0,0,0,-0.0642333649364052,0.495178426339761,-0.089909650134091,0,0,0.0709788174264669,0,0,0,-0.0586249465590278,0,0,0,0,0,0.159564652574094,0,0,0,0,0,0,0,0,0,0.159879431917014,0.00591123780829102,0,0,-0.0545748457707989,0,0,0,0,0,0,0,0,0,0,-0.17485754246405
X601288.CH.EQUITY,0,0,0,0.212844096102467,0,0,0,-6.93889390390723e-18,0,0,0.0243765127166588,0,0.0923308044150102,0,0.277579191849666,0,0,0,0,0,0,0.13163638738838,0,0,0,0,0,0,0,0,0.0659324623001808,0.121254063228615,0,0.0614608559378939,0,0,0,0,-0.116335917061423,0,0,0,0,0,0,0,0.17949727884995,-0.0624824626650162,0,-0.00533249663531908,0
