,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.236904075576056,0.122580698829661,0,0,0.0629102056934359,0,0,0,0,0,0,0,0,0,0,0,-0.0491831497912089,0,0,0,0.148460356679644,0,0,0,0,0,0.151341679226284,0,0,0,0.269965844580467,0,0,0,0,0,0,0.0302777539211895,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.274169893616172,0,0,-3.46944695195361e-18,0,0,0,0,0.371715398193968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843395511228067,0,0,0,0,0.0381747212082175,0,0,0,0,0.00235934745894076,0.0970232736648785,0.0327002683563215,0,0,0,0
X600000.CH.EQUITY,0.030471232990716,0,0,0,0.0501484314982298,0,0,0,0.0536817732183858,0,0,0.303238600480977,0,0.0481614258687682,0.126401508678955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023157894270754,0,0,0.0722416640258452,0,0,0.11139256386368,0,0,0,0,0,0,0,0,0,0,0.0253761771088994,0,0,0,0,0
X600015.CH.EQUITY,0,0.170352662399046,0,0,0,0,0.149964649457107,0.202849907797655,0,0,0,0.0423236777087553,0.0966233007324571,0.172495820264543,0,0,0,0,0,-0.140673967650199,0,0,0,-0.0188897762974418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268051505308367,0,0,0,0,0,0,0.113171882860529
X600016.CH.EQUITY,0,0,0,0,0,0,0.102539429996222,0.0696053913062051,0.129272602845214,0.149471653516237,0.309550034659735,0,0,0,0.00832134882626383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170433629804147,0,0,0,0.207628991101707,0,0,0,0,0,0.0620219019054101
X600036.CH.EQUITY,0.00721747963169361,0.282155102552699,0,0,0,0,0.198736645886593,0,0,0,0,0,0,0.0666911518065259,0,0,0,-3.46944695195361e-18,0,0,0.0990921560216138,0,0,0,0,0.0462134737151567,0,0,0,0,0,0,0,0.0708993117063498,0.272625998815199,0,0,0.00598957418041004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0584350940109922,0,0,0.10451000828938,0.00615845910377363,0.415120355804833,0,0,0.0193731671687838,0,0.0535956665930557,0,0.2316935111021,0,0,0,0,0,0,0,0.0553998496481772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330037608780136,0,0,0,0.0104160725078676,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.152169262535175,0,0.469913472227546,0.0424787493495929,0.00994154900320521,0.111407444990497,0,0,0,0,0,0,0.0148862257543669,0,0,0.148200223154832,0,0,0,0.0355997114535085,-0.0585671850985873,0,0,0,0.163828009049202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148763216024036,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.0457833160582176,0.0826824153548684,0,0,0,0,0,0,0,0,-0.0385252826535962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203277425566499,0,0,0.301057443540162,3.46944695195361e-18,0,0,0,0,0,0,0.155348860434638,0,0,0,0,0,0,0.154379728855825,0,0,0,0.141269329103315
X601288.CH.EQUITY,0,0,0.192178847355068,0,0.0480349781869686,0,0,0,0,0,0,0.296144564679321,0,0.0899328771573473,0.18063593453032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123364872505248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
