,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X600606.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0237917768567795,0,0.282969371698421,0,0,0.0480401157185893,0,0,0,0.529688019112325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219327923798843,0,0.15530149398248,0,0,0,0,0,0,0,-0.102560921549543,0.118076246030131,-0.197681864403718,0,0,0,0,0,0,0.00936756933722391,0
X002142.CH.EQUITY,0,0,0,0,0,0,-3.46944695195361e-18,0,0.678385817293409,0,0.0126492504593445,0,0,0,0,0,0,0,0,0.163217718047499,0,0,0,0,0,0,-0.0845423744209528,0,0,0,0,0.00117343196925968,0,0,-0.236642988789641,0,0,0,0.0417924726414903,0,0,0,0,0,0.0874305003543856,0,0.128108763502147,0,0,0,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0938278825491087,0,0,0,0.222297804338553,0,0.0238533716379934,0,0,0,0,0,0,0,0,0,0.0367829266382229,0.13786355723545,-0.199377791407015,0,0,0,0.0297549366412242,0,0,0,-0.090881005203125,0,0,-6.93889390390723e-18,0,0.537845857111204,0,0,0,0.200205134055123,0,0,0,0,0,2.77555756156289e-17,0,0
X600000.CH.EQUITY,0.101193580691303,0.0710133759001468,0,0,0,0,0.153334452511086,0,0,0,0,0,0.134212901047529,0,0,0,0,0,0,0,0,0.396006075674403,0,0,0,-0.0734622429704182,-0.0856940348804918,0.00259840930578279,0,0.0525276190497607,0,-0.154358346227787,0,0,0,0,0.00504495226453909,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838054582827712,0
X600015.CH.EQUITY,0.153375853555444,0,0.0760176999119563,0,0,0,0,0,0,0,0,0.101293083286409,0.1191003845631,0,0.0393774145310315,0,0,0,0.0871827710653636,0,0,0,0.205660066963419,0,0,0.0327132138295268,0,0,0,0,0,0,0,0,-0.140779378334196,0,0,0,0,0,-0.021699865484499,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.113291520885415,0,0,0.0586206030352409,0.0446643400825823,0,0.208070437807917,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101309154299555,0,0,0,0,0.725706659693213,0,0.36882548251029,-0.0693751723006289,0,0,0,0,0,0,0,0.113125862086193,0,0,0,0,0,-0.208648015384121,0,0.0512859985527523,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.18670070009591,0,0,0.00616123056384401,0,0,0.0414463832036181,0,0,0.111003050859426,0.00268615428260368,0,0,0,0.0501172966954514,0,0.124066626709866,0.0446673798772398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216894195144362,0,0,0,0,0,0,0.0276099614064015,0,0,0.373244664088172,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0124807745002214,0,0.0427391179114332,0,0.0355392168475425,0,0,0,0,0,0.0938229998679829,0,0.0896995673834141,0,0,0,0,0,0,0.356209362190466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174573623995349,0,0,0.0527653423336866,0.0617731837540016,0,0.00585602930959762,0,0,0,0,0,0,0
X600926.CH.EQUITY,0.102019530538717,0.441966153493388,0,0,-0.054135875383896,0,0,0,0,0,0,0,0,-0.0106792676029228,0,0,0.355240042843805,0,0.00463445456477355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,8.67361737988404e-19,0,0,0,0,0,0,0,0.125373526153496,0,0,0,0,0,0,0,-0.0164141367851187,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.021647400243047,0,0.149842226954328,0,0.0128705015313949,0,0,0,0,0,0,0.334804266169014,0.0924895725743325,0.0260165123285276,0,0,0,0,0,0.0650684660147995,0,0,0,0,0,0.073909990196935,0,0,0,-0.0220265718907825,0,0,0,0.192224813948316,0,0,0,0,0,0,0,0
