,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.164201522453053,0,0,0.451272978076671,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.303816261358347,0,0,0,0,0,0,0,0,0,0,0.171653599204131,0,0,0,0,0,0,0,0.0405249507733433,0,0,0,0,0,-0.194670347164387,0,0.0340757039995837,0.0276769600755675,0,-0.0265667895900588
X002142.CH.EQUITY,0.0767294542822672,0,0,0.0803346446134418,0.426546858335274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125916546209727,0,0,0,0,0,0,0,0,0.127250940331249,0,0,0,0,0,-0.283912276859861,0.0123096105419858,0,0,0,0.433015316913821,0,0,0,0,0,0,0,0,0.0802403579307288,0
X600000.CH.EQUITY,0.0965678914395318,0,0,0,0.29229196631654,0,0,0,0.11646188209302,0,0,0,0,0,0,0,0,0.0824818565538481,0,0,0,0,0,0,0,0.0132543340688352,0,0,0,0,-0.0373315778008063,0,0.0956591758558777,0,0,0,0,0.176229035141379,0,0,0.635189661253153,0,-0.0538337093956303,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.132348967941385,0,0,0,0.102563224258374,0,0.0415339798804828,1.73472347597681e-18,0.0939594632973503,0,0.147755043500686,0,0,0,0,0,0.105169609523105,-0.0137226863451231,0,0.0974964365491082,0,0,0,0,0.0721321564488141,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226638259532473,0,0,0.000748575995559904,0,0,0,0,0.0670700560765613,0,0,0.0136490566774769,0,-0.0680948179661577
X600036.CH.EQUITY,0.0680484347476945,0.120393255629863,0.110228661491869,0,0,0,0,0.0512037780638954,0.3307032121847,0,0,0,0,0,0,0,0,0.0737393349781527,0.0476154599149596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356097466847274,0,0,0,0.144489056899373,0,0,0,0,0,0.0161562355769112,0,0,0,0
X601166.CH.EQUITY,0.144314179136739,0,0.0183787877776273,0.0618348596442468,0,0,0.210017566578328,0,0,0,0,0,0.02038209168615,0.333769162993812,0.11099796002999,0,0,0,0,0,0.0691043653667151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830098979666953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.0438253361790476,0,0,0,0.0890556178001313,0,0,0,0,0,0,0,0.699196000746013,0.0937459341767266,0,0,0,0,0.00178171954033561,0,0.0527896300690656,0.0161740822640824,0,0,-0.0378985535967754,0,0,0,0,0,0,0,0,0,0,0.0330020823737434,0,0,0.0702911692467066,0,0,0,0,0.0143334666349169,0,0,0,0,0.00347394922822752,0,0
X601229.CH.EQUITY,0,0,0,0,0.0336588441247396,0,0,0,0,0,0.164880315532385,0,0,0,0,0,0,0,0.37252400020719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045011965046748,0,0,0,0,0,0,0,0,-0.014580872572417,0,0,0.0322858896963658,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0592965809213367,0,0.945056770212061,0,0,0,0,0.0525929347783115,0,0,0,0,0,0,0,0,0,0,0,0,0.0200704408168799,0,0,0,0,-0.00474726384406653,-0.057886166979727,0,0,0,-0.0627989851909468,0,0,0.0224792901637473,0,0.00884028970573422,0,0,0,0.0531719615676559,-0.113579919479716,-0.0340437657555897
X601328.CH.EQUITY,0,0,0.0757108140262998,0.321308131917895,0,0,0.0112072387923816,0.102952459076829,0.268500125764363,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.111049956824349,-0.0562532076997375,0.0473218098060131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104448875600641,0,0,0.00696946753758789,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.128512051987124,0,0.443798476881971,0,0,0,0,0,0,0,-0.142344595749976,0,0,0,0,0,0,0,-0.151504971978552,0,0,0,0,0,0,0,0,0,0,-0.0188448215293804,0.0744735850715242,0,0,-0.104341807600925,0,0,0.526271308918804,0,0,0
X601818.CH.EQUITY,0,0,0.0692271223581,0,0,0,0,0,0.145569674955168,0.00320165763425351,0,0,0,0.0759449212223324,0,0,0,0,0,0.104718136227081,0,0,0,0,0,-0.0221153235002513,0,0,0,0,0,0.139284183571844,0.118795085721226,0,0.0654129525965133,0,0,0,0,0,0,0,0,0,0.0573272973348743,0,0,0.0223072596514225,0,0,0,0
X601939.CH.EQUITY,0.0842054469686649,0,0,0.00428791669067306,0,0,0,0,0.787294551441391,0,0,0,0,0.00301595645887618,0,0.054248104620906,0,0.0394182910016568,0,0.00356329037993254,0,0,0,0,0,0,-0.0532833538419244,0,0,0,0.0391221487457254,0.0610152889275513,0,0.078699758427218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0230215180789876,0,0,0,0,1.01470341179508,0,0.102785664285522,0,0,0,0,0,0,0,0,0,0,0,-0.160986436895138,0,0,0,0,-0.0070444922779904,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0280102434079621,0,-0.00917909079686389,0,0,0,0,0,0,0,0,0,0,0.0801281898789748
X601998.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0.52539735778459,0,0,0,0.231360758782106,0,0,0,0,0,0,0,0,0,0.199546785600488,0,0,0,0,0,0,0,0,0,-0.0638740191881948,0,0.0346441761632444,0,0,0,0,0,0,0,0.023214924842344,0,0,0,0,0.0233237410635235,0,0,0,0,-0.0820980206998374,0
X601658.CH.Equity,0.0850882321005943,0,0.0120046588279863,0,0.0614800130325193,0,0,0.0405200151623827,0,0,0,0,0.279190256610075,0,0,0,0,0,0,0.0735095133536618,0.0302680629541772,0,0,0,0,0,0,0,0,0,0,0.0241110357736504,0,0.0242442142338624,0.190566807975052,0,0,0.0307799201609781,0,0,0,0.040065738238255,0,-0.0638228332929112,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151787775897956,0,0,0.176540953516937,0.522055543358146,0,0,0,0,0.103463000232588,0,0,0,0,0,0.102927408460661,0,0,0,0,0,0,0.102809136047513,0,0,0,0,0,0,0,0,0.0686950307526954,0,0,0.0376773314806839,-0.0259371775654066,0,-0.0391427948516292
