,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.131616363377249,0,0.179245032245547,0,0.134593625117603,0,0,0.0683160980535707,0,0,0,0,0,0,0,0,0,0,0.262964972421063,0,0,0.0733673856878459,0.25501438071195,0,0,-0.294913476639425,0,0,0,0,0,0,0,-0.143164956359144,0,0,0.149469689595153,0,0,0,0,0,0,0,0,0,0.0198485886928897,-0.242886973145229,0,0,-0.139101684322493
X002142.CH.EQUITY,0.170373008544039,0,0,0,0,0.0219051165616534,0,0,0,0,0,0,0,0,0.270010170332783,0,0,0,0,0.0334324975959076,0,0,0,0,0,0,0,0,0,0,0.0768300901659494,0,0,0,0,-0.047340462626951,0,-0.0107526795726951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0666772994311518,0,0,0,0.0959974713095529,0.163539468385184,0,0,0,0,0.442806443760009,0,0.0317925413870549,0,0,0,0,0,0,0.00645917666713667,0,0,0,0,0,0,0,0,0.0221450732770803,0,0,0,0,0,0.081665493881982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892460311307618
X600015.CH.EQUITY,0,0,0,0,0.0162327670498736,0,0,0.305010450066843,0.000731800234346449,0,0,0,0.305535818476141,0.0362706833386751,0,0,0,0,0.0640188253882335,0,0,0,0.0607161799337513,0,0,0,0,0,0,0,0.158591035099816,0,0,0,0.0587842340649351,0,0,0,0,0,0,0,0,0,0,-0.0567360575393678,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.198760515337392,0,0,0,0,0,0.0307938652587347,2.71050543121376e-20,0.433517874149808,0,0,0,0,0,0,0,-0.0186097291824677,0,0.0487699417765478,0,0,0.0384112449991173,0.0933438597446976,0,0,0,0,0,0.167115731371319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0657351846640217,0.0459262873686397
X600036.CH.EQUITY,0.17351435637744,0.166327397137209,0.112192155207663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845317260386954,-0.0397082367566888,0,0,0,0.31774939921221,0,0,0.0605947228191977,0,0.0247878772748739,0,0.144010765600003,0,0,0,0,0,0,0,0,0.0593960700744647,0,0,0,0,0,0,-0.0022947270600259
X601166.CH.EQUITY,0.123420700797609,0.412519391101054,0,0,0,0.0693895871205765,0,0,0,0,0,0.217481303702223,0,0,0.0753002384675013,0,0,0,0,0,0,0,0,0,0.20337490440545,0,0,0,0,0,3.46944695195361e-18,0.328901111086932,0.0793555204472573,0,0,0,0,0,0,-0.0742510962291479,0,0,0,0,0,0.0190540020410727,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.241766622416264,0.583245935425221,0,0,0,0,0,0,0,-0.0199572946144254,0,0,0.178386953686806,0,0,0,0,0.0444730410035094,0,0,0.0082107455613642,0,-0.00422227136548221,0,0,0,0.104598642439256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443407138770766,0,0.0093542430952963,0
X601229.CH.EQUITY,0,0,-0.0574108136372869,0.247390016763728,0,0,0,0,0,0.226562464457077,0,0,0,0.256309553841169,0,0,0,0,0.0273867509744146,0,0,0,0,0,0.210365746802956,0.237886766466739,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364686751848435,0,0,0,0,0.137705300062746,-0.0813641002707448,0,0,0,-0.141048978846044,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.0444302711522277,0.175483656622564,0,0,0.367748312326066,0,0.205133589165544,0.0731095045250605,0,0,0,0.158497445171258,0,0,0,0.0306678301627616,0,0.029909717675351,0,0,0,0,0,0,0,0.0434096132209191,0,0,0,0,0,0,0,0,0,0,0,0,0.0853551439498839,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.235432757760553,0.0407383141515498,0.133418482482358,0,0,0.187076330389824,0,0,0,0,0,0,0.126107115435984,0.138723889919646,0,0,0.0672177832530305,0,0.0213573226846356,0,0,0,0,0,0,0,0.00139090419613758,0.0463553656463271,0.049004063662187,0,0,0,-0.0138918687048447,0,0,0,0,0,0,0,0,0,0,0,-0.193255677043453,0.0934221265116519,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0.0996815620713343,0,0,0,0,0.283673305523998,0.106790732740273,0,0.139115370790696,0.296564497731451,0.015591523806479,0,0.0715521273653505,0,0,-0.057955368973132,0,-0.0113443751092689,0,-0.028169991765909,0,0,0,0,0,0,0,-0.0349807353719717,-0.11181692498076,0,0,0,0,0,0,0,-0.113120757061237,0,0,0,0,0,0,0,0,-0.100509634972486,0,0
X601818.CH.EQUITY,0.223450334480809,0,0.0862313094322287,0.0297949896476509,0,0,0,0,0,0,0,0,0,0,0,0.356764673149663,0,0,0,0,0,0,0,0,0,0,0,-0.200277857436982,0,0.0955812298732646,0.0230313502391712,0,-0.161468765723025,0,0.0598265996149514,-0.112559073756874,0,0,0.205902863439885,0,0,0,0,0,0,0,0,0,0,0,0,0.0861950929957262
X601939.CH.EQUITY,0.132710090465627,0,0,0,0.0423850135535464,0,0,0,0.31092390045754,0.0934876200536644,0,0.413557551487816,0,0,0,0.00802869149520863,0,0.0437980475649027,0.101438214291024,0,0,0,0,0,0,0,0,0,0,-0.0360719260286958,0,0,0,0,-0.165716758578211,0,0,0,0,0,0,0,0,0,0,0,0.123841633833133,0,0,0,0,0
X601988.CH.EQUITY,-0.0258478762496916,0,0,0,0,0,0.123673841690128,0,0,0.281097836289664,0.306832212378893,0.038746411199143,-0.0310258640421553,0.134649393883179,0,0,0,0.0335839558113902,0,0,0.0927017940619053,0,0,0,0,0,0,0,0,0,0,0,0.0979709708247793,0,0,0,-0.359037613683009,0,0,0,0,0,0,0,0,0,0,0,0,0.0880535315119048,0,0
X601998.CH.EQUITY,0,0,0,0.234661664615771,0.0265774727816007,0,0,0.104388410028607,0,0,0.0908113060266859,0.155658357953364,0,0,0,0,0,0,0,0,0,0,0,-0.0761311583511568,-0.0815563900152713,0,0,0,0,0,0,0,0,0,0,0.0961205287568687,0.0456706730183678,0,0.115257018729456,0,0,0.0691887012379562,0,0,0,0,0,0,0,0,-0.0394849666430755,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,-0.137879521865665,0,0,0.200200540696026,0,0,0,0,0,0.43264454918733,0.146607989750527,-0.0335169862538569,0,0,0,0.0476583165575833,0,0,0,0,0,0,0,0,0,0.226920893190981,-0.077419846056854,0,0,0,-0.0138451835065247,0,0,0,0,-0.0191539682241239,0,0,0,0,0,-0.0954060083897215,0,-0.101768222152432
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217425654409128,0,0,0,0.295018798306731,0,0.492143202831417,0.00023337627187402,0,0,0,0,0,0,0,0,0,0,0,0,0.000264404805749593,0,0,0,0,0,0,0,0,0,0.129020888020957,0,0,0,-0.0626718418881271,0.349179923220515,0,0,0.0851557537791209,0
X5.HK.EQUITY,0,0,0,0.264435508178983,0,0,0,0,0.0526987377534051,0.0679845628009777,0.0760201510133224,0,0,0,0,0.174924239635862,0.487386232491258,0,0,0,0,0,0,0,0,0,0,0,-0.0704704986234231,-0.142617098441138,0,0,0,-0.30307257098498,0,0,0,-0.0904990170885731,0,0,0,0,0,0,0,-0.00942585210652812,0,0,0,0.301220598894763,0,0
