,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.034599795467563,0,0,0,0.273277241217695,0.059400532217939,0.0962723450566481,6.93889390390723e-18,0,0,0,0.111000264642478,0,0,0.0194720669724272,0,0,0,0,0,0,0,0,0,0.119538482025799,0,0,0,0.308139080015125,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.131288293272502,0,-0.128018418774781,0,0,0,0,0,-0.140878423220662,0,0.105199978920863,-0.0176791886368826
X002142.CH.EQUITY,0.518041658024285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162510629870182,0,0,-0.0134252755080294,0,0,0,8.67361737988404e-19,0,0,-0.239280275519613,0,0,0,0.0701694100707945,0.261833731155982,0,0.394774705750964,0,0,0,0,0,-0.0564814424673,-0.018063926676405,0,-0.0183058801550697,0.00957465729784313,0,0,0,-0.00676007722858762,0,0,0.0733391565649812,-0.0871523454967661,0,-0.063579237976857
X600000.CH.EQUITY,0,0,0,0.15325344244266,0,0.103250933278521,0,0,0,0,0.431768312975988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829202340697032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021062463133994,0,0,0,0.0544158861927262,0.0776672397449882
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.276223695238159,0,0,0,0,0.254529986358948,0.00449519460195416,0,0.0885030812924255,0,0,0,0.00757444019569875,0,0,0.0333008794670814,0,0.0746315670562255,0,0.0237266819532815,0.00448787903731521,0,0,0,0,0.185381970865879,0,0,0,0.0401924037363961,0,0,0,0,-0.0494251669582861,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0555356835391021,0,0.146262060475031,0,0,0.178968927984077,0,0.134479609019743,0,0.183597716400478,0,0,0,0,0,0.0116128927801315,0,0,0,0,0,0,0,0,0.327037906653851,0,0,0,-0.00810641272371611,0.0873507000159903,0,0,0,0,0,0,0,0,0,0,0,0,0.0516754806897746,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.26330674913364,0.0712478924941636,0.325086493204179,0,0,0,0.0291343468729789,0,0,0,0,0,0,0,-0.0118817224633677,0,-0.0264514335796636,0,0,0.0196902630677159,0,0,0.063861804258845,0,0.0907343028195903,0,0,0,0,0,0,0,0,0,0,0.0968299561768676,0,0.118057235344577,0,0,-0.0550680452495568,0,0.0715871140206781,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0119027655463515,0,0,0,0,0.450442521346752,0,0.00965769912429586,0,0,0,0,0.32167735214332,0.0394673627227292,0,0,0,0,0,0,0,0,0,-0.00521304041416109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112313665254387,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.401910279770231,0.149910613697781,0,0,0,0,0,0,0.439558956590898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384090736173765,0,0,0.0797743830757864,0,0,0,0,0,-0.00665164827556887,0,0,0,-0.124683443055141,0,0,0,0,0,0,-0.0322247201367825,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0725941826190524,0,0.17439509500494,0,0.335781060710739,0,0,0,0,0,0.0415177622863468,0,0,0.577164854061559,-0.0206051216663228,0,0,0,0,0,0,0,0,0,0.0963772602439381,0,-0.0362288299654033,0,-0.0539752937055625,0,0,0,0.0319657987005853,-0.155802543463594,0,0,0.0918992874452605,0,0,0,0,0,0.00898934520765178,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.192359329920116,0,0,0.329815761340094,0,0.152021754724686,0.269580688700544,0,-0.0167931998034719,0,0.0462287713550777,0.0706972648335355,0,0,0,0,0,0,0,0,0,0.0577400068990371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.100718555198409,0,0,0,-0.0698721307516001,0.0666027962671806
X601328.CH.EQUITY,0,0,0.482829772323892,0,0,0.0238855993465198,0,0.0535152670992796,0.140401038357812,0,0,0,0,0.00197374036827514,0.0586143975772128,0.156362545869859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032853620603144,0,0,0,0,0,0,0,0,0,0,0.0284194211096988,0,0,0,0,0,0,0.0227158684285691,0.062340819982325,0
