,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0036315670826019,0,0,0,0.146866925847428,0.0790014010539644,0,0,0.449534707107329,0,0,-0.0232723528718567,0,0,-6.93889390390723e-18,0,-0.0743555120233402,0,0,0,0,0,0,0,0.0914352567914005,0,0,0,0,0,0,0,0,-0.0514685233167093,0,0.139029837330475,0,0,0,0,0,0,0.160205603109825,0,0,0,0,0,0,0,0.102010508933124,0.0238497935089276
X002142.CH.EQUITY,0.284715265729393,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.18478434322157,0.258550256341669,0,0,-0.0166457133468753,0,0,0,0,0,0,0,0,0,0.175056648360259,0,0,0,0,-0.0128098892736242,-0.187106827918702,0,0,0,0,0,0,0,0,0,0,0.151205363388266,0,0,0,0,0,0.0640898265136071,-0.111103408845664,0
X600000.CH.EQUITY,0.025418330059366,0.182739038906225,0,0,0,0.148470512144092,0,0.0794361056679707,0.106796971230725,0,0,0.143832821800183,0,0.00187508250771329,0,0,0,0,0,0,0,0.0225715159236793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278751145904719,0,0,0,0,0,0,0,0,0,0,0.0259451677641801
X600015.CH.EQUITY,0,0,0.153573952098283,0,0,0,0.0246296042992102,0,0,0,0,0,0,0.222753170157781,0,0.171598579735629,0,0,0,0,0,0.00696655051416189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156263893252848,0,0,0,0,0,0.00346989613368189,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.197311694046227,0,0,0,0,0,0,0,0.103721376873152,0,0,0,0.279124262971189,0,0,0,0,0.340286887916641,0,-0.135858890216934,0,0,-0.160859045983487,0,0.0672006799394551,0,0,0,0,0,0,0,0,0,-0.0864887085350647,-0.340623081130602,0,0,0.340888033321371,0,-0.127652540070083,0,0,0,-0.0431752668730654,0,-0.0743510391087815
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.384262511781359,-0.0589120661173463,0,0,0,0,0,0,0,0.338125623178546,0,0,0,0,0,0,0,0.18541727460453,0,0,0,0,0,0,0.280939556719553,0,0,0,0,0,0,0,0.094316307938604,0,0,0,0,0,0,0,0.0147686935963632,0,-0.0444770628430685,0
X600919.CH.EQUITY,0.331130976806769,0.0957000098604781,0,0,0,0,0,0.0619033781478661,0,0,0,0,0,0.368814189319883,0,0,0,0,0,0.188118269290533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198205470140235,0,-0.0603748212247808,0,0,0,0,0,0,0,0,0.131650497926728,0
X600926.CH.EQUITY,0,0.220142802340916,0,0,0,0.00908726505983739,0.304432795931117,0,-2.16840434497101e-19,0.0281681403053134,0,0,0,0,0,0,0,0,0,0,0,0,0.248627842979742,0,0,0,0,0,0,0,0.0828378076006593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234136057490848,0,0,0,0,0,0.0191012985149898
X601009.CH.EQUITY,0,0.361087363290256,0,0,-0.245863445931075,-0.424898390315722,0,0.225651948496973,0,0,0,0,0,0.208445753538561,0,0.0176372175505666,0,0,0,0,0,0.10749648750009,0,0.341504878112481,0,0,0,-0.0796782206809019,0,0.30832861721169,0,-0.0472789567119223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161793109821824,0,0,0.157814239044326,0.203332799477589,-0.262161152059224
X601166.CH.EQUITY,0.431243183656186,0,0,0,0,0,0,0,0.364099869284354,0,0,0,-6.93889390390723e-18,0,0,0,0,0.110959973250135,0,0.128201740410608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235521973367332,0,0,0,-0.183554155000595,0,0,0,-0.10527051538869,0,-0.0134770060692601
X601169.CH.EQUITY,0,0.0426540129806215,0,0,0,0,0,0,0,0.00815659619477803,0,0.159094215682972,0,0,0.0256319143199027,0.124972634058127,0,0.0868688793441691,0.0774249052900912,0,0.0663340583264531,0.283431489126951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716666535314457,0,0,0,0,0,0,-4.33680868994202e-19,0.106109958392027,0,0,0,0,0,0,0,-0.0198855154107927
X601229.CH.EQUITY,0.0196001732199525,0,0,0,0,0,0,0,-0.00691911666647854,0,0.36704773507364,0,0,0.0431091737362019,0,0.352735926719784,0,0,0,0,0.0163125068462788,-0.065772739078438,0,0,0,0,0,0,0,0,0,-0.0418232592965889,0,0,0,0,0,0,0,0,0,0,0,0,0.427052477300957,0,0,0,0,0,0,0,-0.00411385515806242
X601288.CH.EQUITY,0,0,0,0,0,0,0.0541491128379128,0.128742499680652,0,0,0,0,0,0,0.471601929620585,0,0,0.0843912670328529,0.105832105076958,0,0,0,3.46944695195361e-18,0,0,0.0619929017120029,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0200696123612955,0,0,0.0245259576375917,0,0
X601328.CH.EQUITY,0,0,0.475288444703129,0,0,0,0,1.73472347597681e-18,0,0,0.352065653332604,0,0.0422134920459419,0,0,0,0,0,0,0.0274121986830751,0,0.0759844523206946,0,0,0,0,0,0,0.1028232196696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,-0.0994787406388042,0.19939233378224,0,0,0,0,0,-0.114519419274035,0,0,0.109090243299073,0,0.469980738447336,0,0,0,0,0,0.246512679169831,0,0,0.224791320666943,0,-0.00179845415226272,0,-0.170001906357769,0,0,0,0,0,0,0,0,-0.318115171649018,0,0,0,-0.0313599783709611,0,0,0,0,0.0518015220584837,0,0,0,0.115302903169427,0,0,0,0,0
X601577.CH.EQUITY,0,0,0,0,0,0,0.113733007504817,0,0,0,-3.46944695195361e-18,0.252778542219056,-0.0464596475624117,0,0,0,0,0,0,0.200579426722168,0.248944135542894,0,0,0.130313247605966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31246517311367,0,0,0,0,0,0,-0.234287942336436,0,0,0.0608500274998566,0,0,0,0
X601818.CH.EQUITY,0.218076133952272,-0.285019038988252,0,0,0,0,0,0,0,0.184510596752665,0,0,0,0,0,0,0,-0.15996708526386,0,0.212863240754823,0,0.0281158917565886,0,0,0.848528682131609,0,0,0,0,0,0.0393572287007479,0,0,0,-0.106752279702216,0,0,0,0,0,0.0266208255696553,0,0,0,0,0,0,0,0,0,-0.0447112816778568,0.0526061261651399,-0.151031181731606
X601838.CH.EQUITY,0,-0.0266543385406904,0,0,0.00902155190064522,0,0.0347586293675655,0.474337292800282,0.0358746069633394,8.67361737988404e-19,0.0545422903318107,0,0,0,0,0,0,0,0.103073868597462,0,0,0,0,0,0.11185309854469,0,0,0,-0.315016862934026,0,0,0,0,0,0.0156471679779658,0,0,0,0,0,0,0,0,0,-0.169787490427294,0,0,0,0,0.340692894091073,0,0,-0.0647528859382107
