,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,-8.67361737988404e-19,0,0,0.118855736867216,0.13518999621301,0,0,0.0143087671136947,0.137758944329661,0,0,0,0,0,0,0,0.0140725499852528,0,0,0.0122039668503412,0,0.191749615822993,0,0,0,0,0,0,0,0.0494716788015628,0,0.040204944118593,0,0,0,0,0,0,0,0,0,0,0.168370740945912,0,0,0,0,0.0381972462231874,0,0,0,0
X002142.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0580371527744557,0,0.0112785890936352,0,0.342611241430796,0,0,0.0180391233334688,0,0,0,0.0266662974551456,0.218065583328476,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00783195041994219,-0.042491148634968,0,0,0,0,0,0,0,0,0,0.156743668505802,0,0.0129788928976121,0.075782798193423,0,0,0.254624207557538,-0.0658907741491936,0,0,0
X600000.CH.EQUITY,0,0,0,0.077185693017541,0,0,0.0689344210095187,0,0,0,0,0.420104892909586,0,0,0.261310709281602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122917795144663,0,0,0,0,0,0,0,0,0,0.0444330392150871,0,0.0231795835583852,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0333172166497498
X600015.CH.EQUITY,0,0,0,0,0,0,0.107808782139192,0,0,0,0.215871829742606,0.309379170312976,0,0,0,0,0,0,0,0.0580114820892292,0,0,0,0,0.239792645733262,0,0.195854021357993,0.00016732988225933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752847600173829,0,0,0.0924488071086849,0,0,0,-0.125400367926263,-0.0358044250006962,0,0,0
X600016.CH.EQUITY,0.0703247681408479,0,0,0,0,0.120347938375128,0,0,0,0,0.0270955295252299,0,0,0,0,0.350263317139723,0.0443978892480071,0,0,0,0,0,0,0.238085642746232,0,0,0,0,0,0,0,0,0,0,0.0964758952950965,0,0,0,0.0533016710063494,0,0.0276779042651117,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.494115867252456,0.0516968739139686,0,0,0,0,0,0,0,0,0,0,0,0,-0.081372822010615,0,0.189600184680392,0,0,0,0,0,0.279256157086561,0,0,0,0.0399767987379179,0,0,0,0.172863940205846,0,0,0,0,0,0,0.00941208008421415,0,-0.055990092291596,0,-0.110196624354997,0,0,0,0,0,0,0,0.0809245689168679,0,-3.46944695195361e-18,0
X600919.CH.EQUITY,0,0,0,0.0233099797169357,0,0,0,0.525172142604322,0.0665589422388529,0,0,0,0,0.0878614824206734,0,0,0,0,0,0.0898221903207145,0,0,0,0,0,0,0,-0.0595654227177929,0.0776125974494419,0,0,0,-0.167690230244459,0,0,0.0854799478883945,0,0,0,0,0,-0.00955049425864567,0,0,0,0,0,0.0583740707621793,0.0286663968156652,0,-0.062804307334503,0,0
X600926.CH.EQUITY,0,0.307878800327171,0,0,0,0,0.429037859184279,0,0,0,0,0,0,0.0674548529823789,0,0,0,0.208229925744123,0,0,0,0,0,0,0,0,0,0,0.123706255359509,0,-0.0150413503557332,0,0,0,0.0120919845114024,0,0,0,0,0,0,0,0,0,0,0.00718643961647341,-0.0586268190386384,-0.133121942585056,0,0,0,0.0296764214533368,0
X601009.CH.EQUITY,0.114289707240277,0,0,0,-0.23343278026443,0,0.0282529594852291,0.239635451478779,0,0,0,0,0.0807559607834252,0,0,0,0,0,0.322463292989233,0,0,0,0,0,0,0,0,0.0467352909495511,0.330013917769709,0,0,0,0,0,0,0,0,0,0,0,0.189599083242485,0.268859128067944,0,0,0,0,0,0,0,0,-0.296416991277318,0.0106898703617444,0
X601166.CH.EQUITY,0,0.284973813720876,0.286443020126456,0,0,0,0,0,0.0110327372088933,0,0,0,0,0,0,0,0,0,0,0,0.217365181344129,0,1.73472347597681e-18,0,0,0,0,0,0,0.0608740092398071,0,0,0,0,0,0.109023076362253,0,0,0,0,0,0,0,0,0.0825825652820699,0.0397827073020043,0,0,0.0326041826017485,0,0,0,0
