,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.121488630632289,0.12737172392099,0,0,0,0.222431851827378,0,0.0564569179274262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.108982651507873,0,0,0,0.0580661989525414,0,0,0,0,0.149627059459139,0,0,0,0.107209529372561,0,0,0,0,0,0
X002142.CH.EQUITY,0.479325387462241,0,0,0,0,0.0291535365011383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148658124686346,0,0,0,0,0.0294430771199046,0,0,0,0,0,0.0324820154411935,0,0,0,0,0,0,0,-0.0694367986100609,0,0.144683988354932
X600000.CH.EQUITY,0,0,0,0,0.237134428625326,0,0,0.271640579404951,0,0,0.235684149774299,0,0,0,0,0,0,0,0.0402779887671509,0,0.008412323639018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092535065642057,0.0252135323945525,-3.46944695195361e-18,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.150184482340356,0.314208584859282,0.0533128727952773,0,0,0.0420748735644812,0,0,0.180882065899172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100718329692145,0.165539585011745,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.334115811260395,0,0,0.230278895611134,0,0,0.17975189300471,0.208970048281752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549885083897206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.566673657539143,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.150829441743813,0,0,0,0,0.0302388965513232,0,0.0564903557709079,0,0.130382305882011,0,0,0,0,0,0,0,0,0.232647368101658,0,0,0.0121253300640351,0,0,0,0,0,0,0,0,0,0.00353973274351554,0,0,0
X601166.CH.EQUITY,0.208850677288901,0,0.113387753758885,0.0901248153240052,0,0.149821925638118,0,0,0,0,0,0,0.333955523860831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876974913345991,0,0,0
X601169.CH.EQUITY,0,0,0,0.160429992875456,0.0344606559662071,0,0,0,0.257968937124378,0,0.0273397236589759,0,0,0,0,0.194748026909366,0,0,0,0,0,0.0386220679404102,0,0,0,0,0,0,0.0817615478021292,0,0,0,0.093223932005688,0.0470932326474716,0,0,0,0,0,0.078637638660533,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0236251772301124,0.182543209142194,0,0,0,0,-6.93889390390723e-18,0,0.0638707249018854,0.148796034435573,0,0.110747249291971,0,0,0.213910842000614,0.0733671572546678,0,0,0,0,0,0,0,0,0,0.158914737537396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196537371263688,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.113404689085087,0.382477759250848,0.0137581431885497,0.00488857915763534,0.374336818855363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792360844144203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02160535215659,0
X601328.CH.EQUITY,0,0,0.0783403977457684,8.67361737988404e-19,0.0757615331150368,0,0,0.0576340381238092,0,0.277538669608129,0,0.156888555858509,0,0,0,0,0,0,0,0,0,0.0983630494836549,0,0,0,0,0,0,0.0502781259617559,0,0,0,0,0,0,0,0,0.111951690783124,0,0.0696386042954165,0,0,0,0,0,0.117050120048976,0,0,0,0,0,0.0129481732902752,0
