,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.158627872195246,0,0,0,0.0225120007603616,0.171315598320769,0,0.143409267437444,0,0,0,0,0.00699392624432426,0,0,0,0,0,3.46944695195361e-18,0.2715305319488,0,0,0,0.298781001760358,0,0,-0.17008960146978,0,0,0,0,0,-0.0929646657098042,0,-0.127871782795779,0,0,0.12477764522836,0,0.0358032548901138,0,0,0,0,0,0,0,-0.220823248333769,0,0,-0.115069954442467
X002142.CH.EQUITY,0.213940993153031,0,0,0,0,0.0474482462479782,0,0,0,0,0,0,0,0,0.214640987970169,0,0,0,0,0,0.0531179389117311,0,0,0,-0.00815832288966771,0,0,0,0,0.12218712609172,0,0.0633002446762848,0,0,0,0,-0.19148821929613,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400972154305701,-0.00583051589240776
X600000.CH.EQUITY,0.0632854793950469,0,0,0,0.0801631686850377,0.157685423239519,0,0,0,0,0.454862650215965,0,0.0422733272617005,0,0,0,0,0,0,0,0.0471625603192347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666542547066876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948447977860788
X600015.CH.EQUITY,0,0,0,0,0.0162725948288224,0,0,0.304332476258,0.000739545296295338,0,0,0,0.306383570444097,0.0359054738349185,0,0,0,0,0.0629709111695684,0,0,0,0,0.0611061285678224,0,0,0,0,0,0,0,0.157328421969231,0,0,0,0.0593269065238734,0,0,0,0,0,0,0,0,0,-0.0565529906980307,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.28062582707813,1.38777878078145e-17,0,0,0,0,0.0564194828315496,0,0.271540349699667,0,0,0,0,0,0,0,0,0,0,0.0781315660402226,0,6.93889390390723e-18,0.033670797413505,0.0963543314426875,0,0,0,0,0,0.167982702017388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495008152603403,0.0538380611583545
X600036.CH.EQUITY,0.254796456719168,0.0829490038274768,0.0402195377460676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956426375107329,0,0,0,0,0,0,0.0281366298093252,-0.0275419930620297,0,0,0.0507217742602693,0.408578425439061,0,0,-3.46944695195361e-18,-0.0327933015883293,0.0104512864132245,0,0.189625729414209,0,0,0,0,0,0,0,0.118816057456627,0,0,0,0,0,0,-0.0235671529799216
X601166.CH.EQUITY,0.0645153770404017,0,0,0,0,0.500937244485267,0,0,0,0,0,0.131429016662061,0.0575302410633924,0,0.0499475734298925,0,0,0,0,0,0,0,0,0,0,0.0894360824026478,0,0,0,0,0,0,0.267764589749883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.235337217683679,0.619580921313663,0,0,0,0,0,0,0.032562706603174,-0.0278772211462045,0,0,0.155755297571638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911591654036343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280789057550502,0.0275425149153015,0,0
X601229.CH.EQUITY,0,0,-0.176469119008399,0.310631647072326,0,0,0,0,0,0.318204135050784,0,0,0,0.166287663091514,0,0,0,0,0.212225887323322,0,-0.0376168614497986,0,0,0,0,0.237807356625678,0.116637225714422,0,0,0,0,0,0.132033754590469,0,0,0,0,0,0,0.0553277955117364,0,0,0,0,0.10411912204185,-0.319120706747349,0,0,0,-0.10265632061844,0,0
X601288.CH.EQUITY,-0.0105473014879604,0,0,0,0,0,0,0,0.166280517619804,0,0,0.491788949317196,0,0.137149457541307,0.0973277883233758,0,0,0,0.151336081123142,0,0,0,0,0.184654175389647,0,0,0,0,0,0,0,0,-0.0116002359453498,0.00269454445694202,0,0,0,0.0419157388664933,0,0,0,0,0,0,0,0.0472125306922902,-0.0522998429004336,0,0,0,0,0.0463692314278154
X601328.CH.EQUITY,0,0,0.178316542208588,0,0.137386744530619,0,0.0180285644360006,0.209253505751466,0,0,0,0.0523017107751549,0,0,0.0235422095122361,0.185412115376067,0,3.46944695195361e-18,0.061214147338702,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0329508683667949,0,0.120494801396676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161580796246622,0.0837836127377191,0,0,0,0
X601398.CH.EQUITY,0,0.122711862922676,0.128969277834934,0,0,0,0,0,0,0.18740835263295,0.165227697794803,0,0.25121941465976,0,0,0,0,0,0,0,-0.0911231633819555,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.210624814886813,0,0,-0.0393764923561422,0,0,0,0.0525873668030296,0,0,0,0,0.096927937382405,0,0.315320510764831,0,0,-0.0106279842472737,0,0
X601818.CH.EQUITY,0.229162966745374,0,0.176926700642021,0.0212461092147157,0,0,0,0,0,0,0,0,0,0,0,0.360444302295841,0,0,0,-0.00123413354759049,-0.00444799659960352,0,0,0,0,0,0,0,-0.229057591246198,0,0,0.0334821050541037,0,-0.169815879113758,0,0.0420862174182639,-0.1148745076129,0,0.0395160653832425,0.178490747421004,0,0,0,0,0,0,0,0,0,0,0,0.0426394688639222
X601939.CH.EQUITY,0.0324202662235077,0,0,0,0,0,0,0.0868817263315661,0.365917835186274,0,0,0.473538443257439,0,0,0.183906630073775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15725098191149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.152540872212331,0,0.110136394994635,0,0,0.195503229617735,0.20596966845171,0.051318505870955,0,0.135840756237031,0,0,0,0,0,0,0,0.0702512632514269,0,0,0,0,0,0,0,0,0,0,0,0.151641213578528,-0.0314938119075834,0,0,-0.33098406078653,0,0,0,0,0,0,0,0.0582281084363886,0,0,0,0.0335045910242152,-0.02126737516765,0
X601998.CH.EQUITY,0,0,0,0.30144016149622,0.0778950886401733,0,0,0.0678681563768565,0,0,0.160873045915743,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534682369133928,-0.0725333969600476,0,0,0,0,0,0,0,0,0,0,0.128265010926459,0,0,0.117215469613156,0,0,0.102487715468368,0,0,0,0,0,0,-0.0218991645242676,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,-0.107302182345718,0,0,0.133635724700701,0,0,0,0,0,0.465486585939203,0.133047605012939,0,0,0,0,0,0,0,0,0.0900603713722019,0,0,0,0,0,0,0.267022382582798,-0.173572229213676,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536719212114409,0,-0.0956788954421453
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381768401680732,0,0.0366590263867367,0,0.290922302664945,0,0.489087874786269,0,0,0,0,0,0,-0.00784765950966253,0,0,0,0,0.0024629456471538,0,0,0,0,0,0,0,0,-0.0189091102364785,0,0,0,0.167778933739081,0,0,-0.0978557067160522,0.382845744415065,0,0,0.0840778270931559,0
