,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.365841006512742,0,0,0,0,0,0,0,0,0,0,0,0,0.025493711791232,0,0,0,0,0,0,0,0.0412765067512354,0,0,0,0,0,0,0.17385812939377,0,0,0,0,0.24963308186928,0,0.0483445993781441,0,0.0319540424439092,0,-0.110401754592701,0,0,0,0,0,0,0,0,0,0.0602917723876381,-0.0711844478724669
X002142.CH.EQUITY,0.344846353113489,0,0,0,0,0,0,0.0244935954781672,0.0399148624872871,-0.0188004514408224,0,0,0,0.270217226526998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581775062205153,0,0.0355503270358434,0,0,0,0.0183032568814527,-0.15042268684857,0.0443394135028494,0.00854267636559704,0,-0.101126896017848,0,0,0,0,0,-0.0308798435615362,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.50412901285358,0,0,0,0,0,0.0352521867092035,0,0,0,0,0,0,0,0,0,-0.0600517852564928,0,0,0,-0.0274440503119952,0,0,0,0,-0.0318562888793764,0,0,0,0,0,-0.36624189291843,0,0,0.0948368645238054,0.328620641746253,0.0497996574922316,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.152515715545536,0,0.212043387091675,0,0.0125720375509075,0.428132622707129,0.00300607009015371,0,0,0,0,0.0181253992374191,0,1.73472347597681e-18,0,0,0,0,0,0.0115916522771326,0.172927861815827,0,0.066581846789307,0,0,0,0,0,0,0,0,0,0,0,0,0.0278433430722963,0.0597028399363286,0.0587330126934773,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.104278390985052,0.501572419974847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.286873483590857,0,0,0,0,0,0,0,0.224896719808093,0,0.0952808773724056,0,0,0,0,0,0,0.015283364299798,-0.051718639185526,0,0,0,0,0,0,0.0866633896141766,0,0.370492340111495,0,0,0,0,0,0,0.0150181631451504,0,-0.105973576862684,0,0,0,0,0,0,0,0.289835765530717,-0.121086672880624,0,0,-0.245545919630401,0.147033650330997
X601166.CH.EQUITY,0,0,0.288286640883933,0,0,0,0,0,0,0.240519829761849,0,0,0,0,0,0,0,0.013091320366981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299522984899163,0,0.0384841515720456,0,0.123301247466216,0,0,0,0,0,0.169991894852475,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.792039390068856,0,0,0,0,0,0,0,0,0,0,0,0.0696816996929472,0,0,0,0,-0.0761117347373359,0,0,0,0,0,0,0,0,0,0,0.148093774959879,0,-0.527697198721561,0,0,0,-0.0372305741545818,0.520291851941927,-0.0106806500697237,0,0,0,0.128420526551619,0.064397857065168,0,0,-0.212665554434265,0,0,0.0534013582159848,0
X601229.CH.EQUITY,0.0329264532593652,0.0106725277567485,0.242502491732915,0,0,0,0,0,0,0,-0.0467587300458517,0.43988653102969,0,0,-0.0903698775493651,-6.7762635780344e-21,0,0,0,0,0,0,0,0.230587766216404,0,0,0,0,0,0,0,0,0.0152449950664131,0,0,0.187731136117455,0,0,0,-0.00747823866890499,-0.0905218663714094,0,0,0,0,0,0,0,0,-0.0605662635157705,-0.0100346784049207,-0.180531036509571
X601288.CH.EQUITY,0,-0.070198935235837,0,0,0,-0.322318094405199,0.940342317722508,0,-0.0229049004123309,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144617639480065,0,0,0,0,0,0,0,0,0,0,0,-0.362952719783993,0,0,0,0.121141478610215,0.466650795363848
X601328.CH.EQUITY,0,0,0,0,0.0167366303846875,0.527329694640958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115754887093632,0,0,0,0.0673794241431685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256780311721098,0.247316436877151,0,0,0,-0.0394558736938414,0.144676095051721
