,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601155.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.224524798386237,-0.314467765316241,0,0.05390364662923,0.430491729207054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188623794634776,0,0,0,0,0,0,-0.00777922836158902,0,0.209938210259397,0,0,0,0,0,0,0,0,0,-0.0350035843600308,0,0,0,0,0,-0.0411043624017786,0,-0.0567778042196034,0,-0.179704773664288,0,0.053385260217728
X002142.CH.EQUITY,0.747192393163276,0,0,0,0,0.0903369485148145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334142195620093,0,0,0,-0.000433447570176849,-0.0053867884374287,0,0,0,0,0,0,-0.0810238304736204
X600000.CH.EQUITY,0,0,0,0.0490252803478601,0,0,0,0.010846323086732,0.329770130048629,0,0,0,0,0,0,0.0844769755528233,0,0,0.0418159431888227,0,0.168982262609438,0,0,0,0,0,0,0,0.0153043162732706,0,0,0,0,0.0246452766932047,0,0,0,0,0,0.100581237326418,0,0,0.0859589612749039,0,0,0,0,0,0,0,-0.061072235134436,0,0
X600016.CH.EQUITY,0,0,0.116004818368069,0,-4.33680868994202e-19,0,0,0,0.366850774327676,0,0,0.0811399277642477,0,0,-0.158828973952547,0,0.170527066146125,0,-0.332833293206042,0,0,0,0,0,0,0,0,0.373053160812728,0,0,0,0.311219240639123,0.107169872657673,0,0,0,-0.148761160841025,0,0,0,0,0,0,0,0,0,0,-0.0941865112061368,0,0,0,0,0
X600036.CH.EQUITY,0.0567586008355576,0,0.06788134788132,0.437842279242484,0,0,0,0,0,0,0.146038004669018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121704887803215,0,0,0.0417080973476786,0,0,0,0,-0.1171786530366,0,0,0,0,0,-0.0227582773755505,-0.0712141851274189,0,0
X601166.CH.EQUITY,0.561907769581724,0,0,0,0,0,0,0,0,0,0.0666546643817165,0.128954587237335,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178510964178993,0,0,0,0,-0.168345639837505,0,0,0,0,0,0,0.0741509954528549,0,0,0.09570122287607,0,0,0,0,-0.0594883467162616,0,0.101340304057548,0,0,0,-0.0295577917280751,0,0
X601229.CH.EQUITY,0,0,0,0,0.0595802330904473,0,0,0,0,0,0.281889641150862,0.1046101359745,0,0,0.00548146277338247,0,0,0,0.0559507769488185,0,0,0,0,0,0,0,0,0,0.180329542483018,0,0,0,0,0.0653928536708839,0,0,0,0,-3.46944695195361e-18,0.193352836535463,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0332004618042819,0.0244927339432923,0,0,0,0.00421286916101508,0,0,0,0,0.0681710541192142,0.119921913823295,0.425991367026444,0.110384004339929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00951813003693783,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.159438745909043,0,0,0,0
X601328.CH.EQUITY,0,0,0.186661979869988,0.107989072760238,0,0,0.0938857686192849,0,0,0.250543143685646,0,0.0472433944066607,0.129669235195271,0.0253253986735052,0.102564455618484,0,0,0,0,0,0,0,0,0,0,0,0.0493952163991985,0,0,0,0,0,0,0,0.0341072833091222,0,0,0,0,0,0,0,0,0,0,0.107287490196625,0,0.0376888484905123,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0768640777319273,0,0,0,0.178998888830075,0.384190894250707,0.207860195983518,0.0317483007970787,0,0,0,0,0,0,0,0,0,0.0603757223502051,0,0,0,0,0,0,0,0,0.0304154146152823,0,0,0,0,0,0,0,0,0,0,0,-0.0843896460676735,0,0.0404300575485827,0.103741865719634,0,0,0,0
X601818.CH.EQUITY,0,0.259977423567083,0,0,0,0.0565872670909477,0,0.0858018248214189,0,0,0,0,0,0.127988926948888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165173106929749,0,0,0.256995247484062,0,0,0,0,0,0,0,0,0,0,0,0.109819630937679,0.130743454856352,0,0,0,0,0.10306664768128,0
X601939.CH.EQUITY,0,0,0,0,0,0.0102941429583997,0,0,0.287946409720557,0.484886562407523,0.0678747123035169,0,0,0,0,0,0,0.145799342863687,0,0,0,0,0,0,0,0,0,0,0,0,0.12196714030423,0,0,0,0,0,0,0,0,0,0,0,0,0.0792288152659973,0,0,0,0,0,0,0,0.119362863785822,0
X601988.CH.EQUITY,-0.114640573509079,0,0,0,0,0,0,0.528334697664756,0.23334269504247,0.0547856041073554,0,0,0,0.0103301070023745,0,0,0,0,0.04394223313555,0,0,0,0,0,0,0.048568489182827,0,0,0.0294950005376804,0,0,0,0,0,0,0,0,0.0610596272590211,0,0,0,0,0,0,0,0,0,0,-0.151912789666768,0,0,0,0
X601998.CH.EQUITY,0,0,0.0139489501123813,0,0.00618655289885412,0,0,0.339534158874974,0,0.274038183598651,0.150254241724961,0,0.14723301747206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591286494093669,0,0,0.0216239653253405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.440549987822496,0,0,0,0,0.0635357688503757,0,0,0,0,0,0,-0.103083565744528,-0.12102057915,0,0,0,0,0,0,0,0.270994335378868,0,0,0.142702088824944,0,0.00708444119264852,0,0,0,0,0,0,0,0,0,0,0,0.123854812413519,0,0.128196992651371
X11.HK.EQUITY,0,0,0,0,-0.0135409000897817,0,0,0,0,0,0,-0.09544916228308,0,0,0,0,0.0935113746785284,0.509034521619282,0,0,0,0,0,0,-0.118651735749896,0,0,0,0,0,0,0,0,0,0.117329248770763,0.0858678656698004,0,0,0,0,0,0,0,0,0,0,0,0.304714938482772,0.104783668974498,0,0,0,-0.0725529295424011
X2388.HK.EQUITY,0,0,0,0.140698806608538,0.0492360122032,0,0,0,0,0,0,0,0,-0.00730564297825623,0,0.524808476094872,0,0.127087744472412,0,0,0,0,0,0,0,-0.172106001419327,0,0.0750017162898863,-0.0742609711847593,0,0,0,-0.0915908395052261,0,0,0,-0.011075471024118,0,0,0,0.0767357031473156,0,0,0.104747476716595,0.0831068693752855,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0564568017994952,0,0,0,0,0,0.109584090708383,0,0,0.00218771653652171,0.308331812008477,0.11347925633498,0,0,0,0,0,0,0,0,0,0,0,0,-0.129887414321598,0.210999542196835,0,0,0,0,0,0.123627627282559,0,0,0,0,0,0,0.202451977401389,0,0,0,0.0390643576072542,0,0.0462318539657748,0.0307642547940452,0,0
X000166.CH.EQUITY,0,0.0186731233573869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255472391448321,0.0640853457688268,0,0,-0.0440625817435553,0.30749844637786,0.120243395512133,0.575503126867398,-0.191298228539935,0,-3.46944695195361e-18,0,0,0,0.0516079454380536,-0.0357230573716549,0,0,0,0,0.00759317820846858,0.0353952887567872,0.0500926877017488,0,0,0,0,0,0,0.0847850344584167,0,0
