,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.115083899690913,0.0310638913079274,0,0,0.020485304267824,0.381487638377253,0,0,0,0,0,0,0,0,0,0,0,0,0.016935901449108,0,0,0,0,0,0.0715591900852568,0,0,0,0.00686896766201629,0,0,0,0,0.0742633645404635,0,0.0113349075513779,0.0556501780303712,0,0,0.0458237497553414,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.122434560223558,0,0,0,0,0.201021792717001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383085727786157,0,0,0,0,-0.0213437431265916,0,-0.0200464563391304,0,0,0,0,0,0,0,0,0,0,0.158242711415552,0,0.0588120322737157,0.227298026481503,0.0975239871467467,0,0.0617398485282632,0,0,0,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0270873143905735,0,0,0,0,0,0,0.443318211231515,0,0,0,0,0,0,0,0.0277937760050319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030658861819047,0,0,0.118552431922679,0,0.203538425125413,0,0.188342913838848,0,0,0,-0.0326763917758981,0.0264262004535668,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0369140042256138,0,0,0,0,0,0.557254920753871,0.088926713162119,0.0963108323243453,0.0507726713595477,0,0.071209038891562,0.0777823252184293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046336802505784,0,0,0,0,0,0,0,0,0.12958344789212
X600015.CH.EQUITY,0,0,0,0.134230035527236,0,0,0,0,0,0,0,0.330843451282189,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0997626946907205,0,0,0,0.301829152433186,0,0.111819478016184,0,-0.116721738455191,0,0,0,0,0,0,0,0,0,0.0850152303815431,0.0330323387366822,0,0.164329473711868,0,0,0,0,0,-0.0178867361058663,-0.0752515137640456,0,0
X600016.CH.EQUITY,0.0761791102982354,0,0,0,0.193218691552687,0,0,0,0,0,0,0,0,0,0,0.0602205919297907,0.358247802276165,0,0,0,0,0,0,0,0.203546800165037,0,0,0,0,0.0486332049112436,0,0,0,0,0,0,0,0,0.0531831911577061,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.40558895831653,0.102678848819309,0,0,0,0.0942268710007785,0,0,0,0,0.19392499957728,-0.00837146763171413,0,0,-0.108172393599574,0,0,0.120629746627272,0,0,0,0,0,0,0,0,0,0.0929119175411212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0270312996406701,0
X600919.CH.EQUITY,0,0,0,0,0.100218104081187,0,0.00228261084145147,0,0.481428287254415,0.0393392862124658,0,0,0,0,0.106330089297265,0,0.0147814573414998,0,0,0.0690225923121337,-2.71050543121376e-20,0,0,0,0,0,0,0,-0.0933979189887336,0,0,0,0,0,0,0,0,0,0,-0.00504611202357932,0,0,0,0,0,0.157073510454935,0,0,0,0,-0.10343633265335,0.0253733038257438
X600926.CH.EQUITY,0,0,0,0,0,0,0,0.3997950021158,0,0.037029043514026,0,0,0,0,0.171163001988511,0.0362560480590339,0,0,0.139467231502122,0,0,0,0,0,0,0,0,0,0.0571424853693656,0,0.0280253958271527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257900728341251,0.0775984157274559,0,0,0
X601009.CH.EQUITY,0.128533920725822,0,0.0893259065274363,0.104066714292877,0,-0.690417614494847,0,0.692937278957866,0.181313199485178,0,0,0,0,0,0,0,0,0,0,0,0.222167416292418,0,0,0,0,0,0,0,0.218848801077814,0,0,0,0,0,0,0,0,0,0.203962102839159,0.118706935024178,0,0,0,0,0,-0.0650294760785781,0,0,0,0,-0.269510881724164,-0.104436832393459
