,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.0763068963415207,0,0,0.361305712295282,0,0,0,0,0,0.0801552041001627,0.104882821388878,0,0,0,0,0,0,0,0,0,0,0,0.131092369391166,0,0,0,0,0,-0.000573798264151929,0,0,0,0,0,0,0.153334983399807,0,0,0.0955318761851595,0,0,0,0,0.034167128496215,0,0
X002142.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0.127520903760738,0.131002950575865,0,0.0868852012039313,0,0,0,0,0,0.306164951196573,0,0,0,0,0,0,0,0.233763066900845,0,0,0,0,0,0,0.115761324301599,0,0,0,0,-0.114962374642608,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0480351526941625,0,0,0,0.386177217836005,0.0130611634281838
X600000.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0.223748094623098,0,0,0,0.117949819423132,0,0,0.104155046399464,0,0,0,0,0.118351705579734,0,0,0,0,0.0580025996286284,0,0,0,0,-0.0998340354818314,0,0,0,0,0.274890380042943,0.0514253824533197,0,0,0,0,0,0,0.0558919214222196,0,0.111511844045889,0,0,0,0,0.0490399304560028,0,0
X600015.CH.EQUITY,0,0,0,0,0.065808310278932,0,0,0,0,0,0.132815577528293,0.118105184198091,0,0.0325795416578934,0,0,0.480943017126402,0,0,0,0,0.0359518020820041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144182725289116,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131961171836976,0,0,0,0,0.262773942798289,0,0,0,0.125828610031618,0.46445341578783,0,0,-0.123653936005004,0,-0.0694301348258877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180310185715212,0,0
X600036.CH.EQUITY,0,0.0231492685225926,0,0,0,0,0,0,0,0.166144924860931,-0.0521131604166732,0,0,0,0,0,0,0,0.382836395662072,0,0,0,0,0.00743288468270389,0,0,0,0,0,0,0.189924820331871,0,0,0,0,0,0,0.148826897153222,0,0.117366012101155,0,0,0.100084669734019,0.13459353030878,0,0.0857325675843491,0,0,0,0,0,0
X600919.CH.EQUITY,0.0213307308468596,0.384466747071351,0,0,0,0,0,0.0342364246358735,0,0,0,0,0,0.121725273984701,0,0,0,0,0,0.357228674867825,0,0,0,0,0,0,0,0.0888507770570896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214201687593235,0.186009588215327,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.177762159085427,0,0,0,0.0476539035202173,0,0,0,0,0.125588601385897,0,0,0,0,0.339625457463572,0,0,0,-0.0390060439255776,0,0,0,0,0,0,0,0.222808012402837,0,0,0,0.11389289854765,0,0,0,0.0961229452048619,0,0,0,0,0,0,0,-0.0264541880193181,0.00957037926979207
X601009.CH.EQUITY,0,0,0,0,-0.111047034519321,0,0.459670697658969,0.282022741451931,0,0.152271792873387,0,0,0,0,0.0816753095919015,0,0,0.0296918650886882,0,0,0,0,0,0,0.0330983962513761,0.0705493785737338,0.0347486694589626,0.0222178452973483,0,0,0,0,-0.0562206384417013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187394661337141,0,0,0,-0.240086085542248,0
X601166.CH.EQUITY,0.325970515063405,0,0.0117820427780655,0,0,0,0,0,0.101741661877578,0,0,0,0,0,0,0,0,0.239390179416657,0,0.0975414795361909,0,0,8.67361737988404e-19,0,0,-0.0574205522912131,0,-0.0826345796750813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980733847416048,0.27840698344685,0,-0.0466437528063215
