,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.254814938165134,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161136102852885,0,0,0,0,0,0,0,0,0,0.337348661129203,0,0,0,0,0,0,0.097311054757516,0.120885520698972,0,0.141557439682478,0,0,0,0,4.33680868994202e-19,0,0,0,0.0231018860613703,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.290252212574931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0999391986289798,0.0463064736585071,0.0954547279340876,0,0.0883468960095745,0.0275760686671588,-1.73472347597681e-18,0,0,0,0.257972644426189,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.252158946887414,0,0.0514302757770388,0.148973872126775,0,0.140107243221194,0,0,0,0.0323965332425084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179928295612666,0,0,0,1.73472347597681e-18,0.0258742835852849,0,0,0,0,0,0,0,0,0.155137071849415,0,0,0,0,0
X600015.CH.EQUITY,0,0.0615174236500197,0,0,0,0,0.218918149021108,0.20414964467653,0,0,0,0,0,0.189660932188169,0,0,0,0,0,-0.0467096846521341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245298203528874,0,0,0,0,0.0512577772540756,0,0.101258192104924
X600016.CH.EQUITY,0,0,0,0,0,0,0.132925286239599,0.045018051354251,0.12310267395343,0.0577870250494144,0.352347051426322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308472292239089,0,0,0,0.214394895497848,0,0,0,0,0,0.0440120732721822
X600036.CH.EQUITY,0.0511927911088606,0.357233844787721,0,0,0.0276896931130135,0,0.146360058184854,0,0,0,0,0,0,0.0258716281722694,0,0,0,0,0,0,0,0,0,0,0,0.0407257699624465,0,0,0,0,0,0,0,0.0581145302662016,0.153396737746535,0.0530467978914619,0,0.18701051201115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0355053949240138,0,0,0.143415750761343,0.0259843251786542,0.292583635741801,0,0,0.0537716048757112,0.0857094360337754,-3.46944695195361e-18,0,0.207654908939433,0,0,0,0.0291498447271473,0,0,-0.00575001814189704,0.0890815193014422,0,0,0,0,0,0,0,0,0,0,0,0,0.0511902966843596,0,0,0,0,0,0.00470451725418262,0,0.0476888797159511,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0965049319796133,0,0.526123930058904,0,0,0,0,0,0,0,0,0,0.0826717070145401,0,0,0.0218109368764577,0,0,0,0.125549791116089,-0.012354910336498,0,0,0,0.269915797112029,0,0,0.0123534998176915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223574078624936,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.00703094539551455,0,0,0.0382673997462912,0,0,0,0,0,-0.0965250873989524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275739160113479,0,0,0.290803456955045,-3.46944695195361e-18,0,0,0,0,0,0,0.199886556248776,0,0,0,0,0,0,0.117860091778724,0,0,0,0.0598188252211048
X601288.CH.EQUITY,0,0,0.189652180428932,0,0.045445615922236,0,0,0,0,0,0,0.2961598824574,0,0.0954219883877074,0.174300057097346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120889483967433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
