,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.15979289839092,0,0,0,0,0.225842148213301,0,0.0885332563638193,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.271742066714733,0,0,0,0.163556104815039,0,0,-0.0456297738189878,0,0,0,0,0,-0.102075546713043,0,-0.109983232462232,0,0,0.153797963406001,0,0.0845363145514091,0,0,0,0,0,0,0,-0.250559993423002,0,-0.108550858332653
X002142.CH.EQUITY,0.237923522891849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107429442223548,0,-0.168230188326409,0,-0.0323616368136787,0,0.0846227609116755,0,0,0,0,0,0,0,0,0.229422445961266,0,0.118181330791777,0,-0.034695496211163,3.46944695195361e-18,0,-0.259404718314813,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114876109979648
X600000.CH.EQUITY,0.0614107347236899,0,0,0,0,0.0803226618198018,0,0,0,0,0.468179973877244,0,0,0,0.00997043144488905,0,0,0,0,0,0.221338467608277,0,0,0,0.0191658889182853,0,0,0,0,0,0,0,-0.0234401300508484,0,0,0.000185440372412376,0,0,0,0.100631375986252,0,0,0,0,0,0,0,0,0,0,0.142195037056094
X600015.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0.354267931996305,0.00460007691905338,0,0,0,0.254620277564291,0.0285661803377633,0,0,0,0,0,0.0355179918786633,0,0,0,0.0413695645522377,0,0,0,0,0,0,0,0.181020072563941,0,0,0,0.0642339645299874,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0614420086733624,0,0,0,0,0.0147001957975095
X600016.CH.EQUITY,0,0.0616698084817699,0.147501640025166,0.137422379288483,0,0,0,0.0500747462049949,0.0402601982469117,0,0.257134323852078,0,0,0,0,0,0,0,0,0,0,0.0926129386003709,0,0,0.166374809026926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.16157560758931,0.0933593015712583,0.183991379948337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389517992326894,0,0.0138902648802175,0,0,0.35977079165202,0,0,0.050785618648973,0,0,0,0.0934151491327253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0113573402370732,0,0,0,0,0.432564877292668,0,0,0,0,0,0.232958592038375,0.0363465752655399,0,0.106727387901133,0,0,0,0,0,0,0,0,0,0,0.0375239647828767,0,0,0,0,-8.67361737988404e-19,0,0.391120962937568,0,0,0,0,0,0,0,-0.131881569648949,0,0,0,0,0.0483800662526288,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.220264640371383,0.607663573049352,0,0,0,0,0,0,0.00849514541290713,0,0,0,0.135789401637151,0,-0.0580671020528506,0,0,0,0,0,0,0,0,0,0,0,0,0.134877394048718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014820988103261,0,0,0,0
X601229.CH.EQUITY,0,0.00581599900128904,-0.180601499038449,0.319452639672547,0,0,0,0,0,0.317829270375741,0,0,0,0.173658007714141,0,0,0,0,0,0.219903906629317,-0.042961956598121,0,0,0,0,0.228544236852328,0.118019045417816,0,0,0,0,0,0.129784069542338,0,0,0,0,0,0,0.0655555267450254,0,0,0,0,0.0966322673241416,-0.334926344417156,0,0,0,-0.0953775216463941,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.202633980828675,0,0,0.435018414943302,0,0.161148772909004,0.11680528075287,0,0,0,0,0.11360285585976,0,0,0,0.0693927395169961,0,0,0,0,0,0,0,0,0,0.0394209111178665,0,0,0,0,0,0,0,0,0,0.0167033511266636,0.0176895285652288,0.0737125833983967,-0.0022888035286592,0,0,0,0.0540824630584174
X601328.CH.EQUITY,0,0,0.236778387798999,0,0.119751611999765,0,0.0225748167203668,0.185353241679766,0,0,0,0,0,0,0.00674347015604958,0.228783982531196,0,0,0,0.094828824706617,0,0.0846740066698134,0,0,0,0,0,0,0,0.0596550541437337,0,0.0239588715414426,0,0,0,0,-0.0331963072875769,0,0,0,0,0,0,0,0,0,-0.118587321498896,0.0651655074680011,0,0,0
X601398.CH.EQUITY,0,0.0545420607699607,0.123279839436779,0,0,0,0,0,0,0.0837040418329048,0.277099795195031,0,0.0487179310776328,0.0139012029156513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167403591397859,0,0,0.0425650118783879,0,0,0,0,0,0,0,0,0.257385059169256,0,0.0843638929054299,0,0.0367350234937718,0,0
X601818.CH.EQUITY,0.280771420682861,0,0.083920750394474,0,0,0,0,0,0,0,0,0,0,0,0,0.320360926488471,-0.00527296506310104,0,0,0,-0.0264629452890721,0,0,0,0,0,0,0,-0.190174339584824,0,0,0.0852477843280437,0,-0.130657476760088,0,0.0203506481174966,-0.0765430404244093,0,0,0.231812188242249,0,0,0,0,0,0,0,0,0,0,0.0828226978781025
X601939.CH.EQUITY,0.0493406025207037,0,0,0,0,0,0,0.0512357036709635,0.37248009187502,0,0,0.468775296103742,0,0,0.189654256014404,0.00907563753517231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03940013946034,-0.125518254655194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.137970427249865,0,0.0968713887647853,0,0,0.203653874474508,0.174166163061201,0.0858157145587408,0,0.143215468729893,0,0,0,0,0,0,0,0.0338654854646792,0,0,0,0,0,0,0,0.0227178419696248,0,0,0,0.144202445034039,-0.0223607526766343,0,0,-0.350612482587389,0,0,0,0,0,0,0,0.0676011218875512,0,0,0,0.0426560330725636,0
X601998.CH.EQUITY,0,0,0,0.156454507262195,0.100382681106665,0,0,0,0,0,0.126734756038622,0,0.212134593232318,0.0246056388301822,0,0,0,0,0,0,-0.00767807822295668,0,0,0,0,0,0,0,-0.0593517552450311,0,0,0,0,0,0,0,0.0303450236007339,0,0,0.188941261737503,0,0,0.157998836528235,0,0,0,0,0,0,-0.110626542159022,0
