,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.121488630632289,0.12737172392099,0,0,0,0.222431851827378,0,0.0564569179274262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.108982651507873,0,0,0,0.0580661989525414,0,0,0,0,0.149627059459139,0,0,0,0.107209529372561,0,0,0,0,0
X002142.CH.EQUITY,0.479325387462241,0,0,0,0,0.0291535365011383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148658124686346,0,0,0,0,0.0294430771199046,0,0,0,0,0,0.0324820154411935,0,0,0,0,0,0,0,-0.0694367986100609,0.144683988354932
X600000.CH.EQUITY,0,0,0,0,0.237134428625326,0,0,0.271640579404951,0,0,0.235684149774299,0,0,0,0,0,0,0,0.0402779887671509,0,0.008412323639018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092535065642057,0.0252135323945525,-3.46944695195361e-18,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.150181972732477,0.314207905021737,0.0533190849334195,0,0,0.0420728276747793,0,0,0.18088136032315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10071609955505,0.165540584335587,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.334110483285145,0,0,0.230286004966417,0,0,0.179749707849695,0.208974098225206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549850051585517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.566673657539143,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.150829441743813,0,0,0,0,0.0302388965513232,0,0.0564903557709079,0,0.130382305882011,0,0,0,0,0,0,0,0,0.232647368101658,0,0,0.0121253300640351,0,0,0,0,0,0,0,0,0,0.00353973274351554,0,0
X601166.CH.EQUITY,0.117544116105681,0,0.0549140291151871,0.154981472580683,0,0.141028444807822,0,0.133623151627971,0,0,0,0,0.308691917088881,0,0,0,0,0.0944239050666513,0,0,0,0,0,0,-0.0570811685753668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413254605318415,0.00372483936836384,0
X601169.CH.EQUITY,0,0,0,0.160408059696091,0.0344766554583107,0,0,0,0.257971788608026,0,0.0273353544158309,0,0,0,0,0.194755690744981,0,0,0,0,0,0.0386424235034515,0,0,0,-1.73472347597681e-18,0,0,0.0817352049844544,0,0,0,0.0932303414516798,0.0470905617426205,0,0,0,0,0,0.0786414062838982,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0236383112069047,0.182532468703223,0,-1.38777878078145e-17,0,0,0,0,0.0638721815081289,0.148814815622184,0,0.110749072401252,0,0,0.213905931915468,0.0733709162057462,0,0,0,0,0,0,0,0,0,0.158902135778987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196463528150967,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0107481581650355,0,0,0,0.107129125245733,0.421481652352156,0,0.0478644061472313,0.332296247153159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353219855079477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
