,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.171802633759456,0,0,0,0,0,0,0,0,0,0,0.0526567621798901,0.0944179048693134,0,0,0,0,0,0,0,0,0,0,0,0.0347436915263775,0,0,0,0.380784897383141,0,0,0,0,0,0,0.160715579758048,0.0866733759872394,0,0,0,0.00250189003359685,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328850664036832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358978813480458,0,0,-0.0979698425344457,0.137498033407127,0.165032497811901,0,0,0,0,0,0,0.147440664643531,0,0.114307973012793,-0.0582609247692225,0.0323454542610388
X600000.CH.EQUITY,0,0,0,0,0.25837532112573,0,0,0.0686024619274761,0,0,0.326700986521255,0,0,0,0,0.185363482380823,0,0,0,0,0,0.0863603623084217,0,0,0,0.00813214228710373,0,0,0,0.0582586923583639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.308275004229374,0.0323339547708698,0,0,-2.77555756156289e-17,0.130826119737198,0,0.166110667096649,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336672644154324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346177826823871,0,0,0,0,0.0150660727419107,0.0524415737020988,0.081986556384458
X600016.CH.EQUITY,0,0,0.130842671692687,0,0,0,0,0.265155170741743,0.12416120255206,0.122951227811048,0.240625230409374,0,0,0.0745547163471013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350635737295963,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0866190380832979,0,0,0,0,0.410445433966577,0,0,0,0,0,0,0,0,0,0,0.0530872460822947,0.0138610994424168,0,0.265551466067633,0,0,0.0584355151425778,0,0,0,0.127675634783219,0,0,6.93889390390723e-18,0.0198381416240746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.101369480661342,0,0,0.110538781954897,0.0389610796351495,0.256412211188338,0,0.129504507675276,0,0,0.0364169950748929,0,0.16519099064529,0.106941115460478,0,0,0,0,0,0,0.0313636063267489,0,0,0.00848997158090247,0,0,0,0,0,0,0,0,0,0.0174170041648849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219469644055286,0,0
X601169.CH.EQUITY,0,0.0464066010475997,0.0467333975437885,0.403105128942769,0.13962409605393,0,0,0,0,0,0,0,0,0,0,0.065656424936861,0.011614763971259,0,0,0,0,0,0,0,0,0.218586282698145,0.0184552060330088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799878522885675,0,0,0,0,0,0,0,0,0,0.0218181244559228,0
X601229.CH.EQUITY,0,1.38777878078145e-17,0.242161348426032,0.211997152657997,0,0,0,0,0,0,0,0,0,0,0,0.0548647530700121,0.201299650045361,0,0,0,-0.0562035633158949,0.195703719984025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108632452025576,0,0,0,0,0,0,0,0,0,0.020412108990076,0.120349469850924
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0609078619966924,0,0,0.40700280527576,0.101321542451313,0.0988002945574045,0.145313447955405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472670020783662,0,0.0744891106926562,0,0,0.0348105941927817,0,0,0.00370451677066303,0,0,0,0,0,0,0,0,0,0,0.00132861164154192,0,0,0
X601328.CH.EQUITY,0,0,0.219632996434703,0,0.225482677407782,0,0,0,0,0.236666333522691,0,0,0.18780614851162,0,0,0,-0.0846246799526411,0,0,0,0,0,0,0,0,0,0,0,0.112042608279763,0,0,0,0,0,0,0,0,0,0.0212393545865183,0,0,0.0562627636184063,0,0,0,0.0258475813410504,0,0,0,0,0,0
X601398.CH.EQUITY,0.09570017926958,0,0,0.0250763327262199,0,0,0.136715214999839,0.0187076516059788,0,0.129613184255606,-1.38777878078145e-17,0,0,0.23432745756846,0,0,0.0622385113687048,-0.0786139784341437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252096955255735,0,0,0,0,0.0739422000274474,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0365117616712676,0,0,0,0,0,0.239216094486461,0,0,0.0891191542286763,0.420746747298248,0,0,0,0.0855476425815693,0.0876047302624452,0,-0.0110223929040099,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300466842197503,0.101967059099498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240988471499033,0,-0.0205579419840772,0,0,-0.0581635389011537,0
X601939.CH.EQUITY,0,0,0.217001812037308,0.122451827517625,0,0,0,0,0,0.170025928769078,0.0806355708793096,0.357040874846562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0820411941810491,-0.00888227559772473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258389411677085
X601988.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.274957357428792,0,0,0,0.150055038374726,0,0,0.262636133968742,0,0,0,0,0,0,0.10570763195131,0.136991088277761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101828599191227,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.113135052102653,0,0,0,0,0.552688334627931,0,0,0,0,0.152428612933377,0.0515409586956858,0.151100373223395,0,0,0,0,0.00848597168448245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383780569251963,0,0.0155153134082796,-0.0260808627552377,0,0,0,0,0,0,0,0,0,0,0,0.0218515681753237
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0.294959700098293,0,0,0,0,0,0,0,0.124588501363425,0,0.0924735276442094,0,0,0,0,0,0,0,0.285498060060982,0,0,-0.280025674860768,0,0,0,0,0,0,0,-0.165696127397577,0,0,0,0,0,0,0,0.627343131826264,0,0,-0.0168156765271832,0,0.224184455784893
X11.HK.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10818153162107,0,0.61937647396314,0.337254695776413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094648323732326,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.198889303355152
X2388.HK.EQUITY,0,0.00157993289972861,0,0,0,0,0,0,0,0,0,0,0,0,0.00594697134093396,0,0,0.347206875922539,0,0.077952345549378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254065826683562,0,0,0,0,0,0,0,0.250981863366941,0,0,0,0,0,0.109259439824739,0
X5.HK.EQUITY,-0.0108944162375907,0,0,0,0,0,0,0,0,-0.154144415568303,0,0,0,-0.139677051149274,0,0,0,1.24129896737293,-0.786440116649714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429855700526861,0,0,0,-0.0407775236975664,0,0,0,0,0.476831436538644,0,0,0.10918943630613,0
