,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0.169047906315659,0,0,0,0,0,0.389393626108962,0,0.0120388959874488,0.0259036807612678,0,0.251031637296248,0,0,0,0,0,0,0.00347274945651807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328725716245741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.215466100752225,0,0,0,0,0,0,0,0,0.00421420061852105,0.0678073979468723,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945269854399153,0,0.0692754507260581,0,0.233433504810339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824514343726713
X600000.CH.EQUITY,0,0,0,0.321000026214021,0.390980952242056,0,0,0,0,0,0.128082861019612,0,0,0,6.93889390390723e-18,0,0,0,0.0739471371971135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.228885483105801,0,0,0,0,0.352115680492417,0,0,0,0,0.0496336470834183,0.0220050014047137,0,0.137014166091604,0,0,0,0,0,0,0,0,0,0,0.0482974823303389,0,0,0,0,0,0,0,0,0.0800039483450863,0,0,0,0,0.0495449226921591,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.286591956821116,0,-4.33680868994202e-19,0.165007039562988,0,0,0.141167634040388,0.178354166915427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103302316395356,0,0,0.0528759378957504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609771990472821,0,0,0,0,0
X600036.CH.EQUITY,0,0,-3.46944695195361e-18,-1.73472347597681e-18,0,0,0.0713624513221965,0,0,0.0407680047472239,0,0.120643167232439,0.08820693737326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908868475417657,0,0,0,0,0.0931302961218201,0,0.00317506656391537,0.0766688693455447,0,0,0,0,0,0.21164836014808,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.231318065273986,0,0,0.0504291419812047,0,0.163795600588437,0,0.040975353545268,0,4.33680868994202e-19,0.368468455558866,0.0668155729937257,0,0,0,0,0,0,0,0,0,0.0948828288313349,-0.0872209197748904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451465097207403,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.191931993375026,0.347146351542722,-4.33680868994202e-19,0,0,0,0.0742830272124097,0,0,0,0,0,0.067013378315094,0.149136791342849,0,0,0,0,0,0,0.0664212195749904,0,0,0.0413480835589806,0,0,0,0,0,0,0.0328226263995464,0,0,0,0,0,0,0,0,0.0157296465460822,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.175644298550983,0.184386034942796,0,0.269712328609334,0,0,0,0,0,0,0,0.0446601555973835,0.0872817732483739,0,0,0.0325907494683011,0,0,0,0,0,0,0,0,0,0.0969429771188425,0,0,0.0829361529023672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399133110683755,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.11148379301905,0.377922804831349,0,0.0839635300245171,0.31324228901626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047837264420389,0,0,0,-1.38777878078145e-17,0,0,1.73472347597681e-18,0.0153505017523796,0,0,0,0,0,0,0,0,0,0,0,0,0
