,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.121521017472726,0.121131170818708,0,0,0.0115956534906119,0.128887031484548,0,0,0,0,0,0,0,0.0195153559081677,0,0,0.0298126638804935,0,0.198349733131794,0,0,0,0,0,0,0,0.0476003208258514,0,0.0411878162308918,0,0,0,0,0,0,0,0,0,0.157139446773177,0,0,0,0,0.0271647395147897,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0851291932657318,0,0,0,0.312680113343942,0,0,0.0215602037553373,0,0,0,0,0.204027833930617,0,0,0,0.0216304200097682,0,0,0,0,0,0,0,0,0,0,-0.0215076991404407,0,0,0,0,0,0,0,0,0.153467000560328,0,0,0.0847462691852227,-0.00738867969324099,0,0.277515874522665,0.00706168969684859,-0.0726964892866562,0,0
X600000.CH.EQUITY,0,0,0,0.185716296455362,0,0.0294951182198021,0,0,0,0,0,0.253053367366521,0,0.0999126575792072,0.292329736537832,0,0.0142745208475555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581303272890907,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0208681971105112,0.0441376989031069,0,0.0776856411593752
X600015.CH.EQUITY,0,0,0.00323304833695786,0,0,0,0.0792766818998849,0,0,0,0.284286393285567,0.259321198149394,0,0,0,0,0,0,0,0.0350502676278473,0,0,0,0,0.241591520748532,0,0.180274764886249,0.00955978858612806,0,0,0,-0.0506961109301335,0,0,0,0,0,0,0,0,0.0873622992778724,0,0,0.1085185734582,0,0,0,-0.130795920059754,0,0,0,0
X600016.CH.EQUITY,0.09561482596396,0,0,0,0,0.0620472570317708,0,0,0,0,-5.42101086242752e-20,0,0,0,-1.73472347597681e-18,0.362349068323572,0.0621248894804145,0,0,0,0,0,0,0.257460977585346,0,0,0,0,0,0,0,0,0.0356901975323821,0.0337763976423702,0,0,0,0.0440460508105165,0,0.0397667844982565,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.486435101475431,0.0348600604406012,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883807073477597,0,0.20090634018139,0,0,0,0,0,0.289599422841896,0,0,0,0.0546926448283037,0,0,0,0.158775382820119,0,0,0,0,0,0.011102647908754,0,-0.0638062341194305,0,-0.111418076881661,0,0,0,0,0,0,0,0,0.0772661945827772,0,0
X600919.CH.EQUITY,0,0,0,0.1183473784373,0,0,0,0.463402223275933,0.137385583785739,0,0,0,0,0.120893238980497,0,0,0,0,0,0.0727131591777322,0,0,0,0,0,0,0,-0.0433670231046561,0.122529284985916,0,0,0,-0.141998597328254,0,0.069865429003747,0,0,0,0,0,-0.0975711622361794,0,0,0,0,0,0.00696577025862106,0.04969701671599,0,0,-0.0099864897771309,0
X600926.CH.EQUITY,0,0.227651552741449,0,0,0,0,0.453041303384048,0,0,0,0,0,0,0.108466515913474,1.73472347597681e-18,0,0,0.198608461774978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424256735760182,0,0,0,-0.00987271175439904,-0.0801810032289372,0.0168813019793512,0,0,0,0
X601009.CH.EQUITY,0.0961463148984616,0,0,0,-0.258022057024765,0,0,0.280481877074101,0,0,0,0,0.100335663706577,0,0,0,0,0,0.315919893629047,0,0,0,0,0,0,0,0,0.0461727325262007,0.321770135913628,0,0,0,0,0,0,0,0,0,0,0.215845203959057,0.263155075915474,0,0,0,0,0,-0.0129170642066987,0,0,0,-0.321867282691461,0
X601166.CH.EQUITY,0.00147874617969902,0.291658366023946,0.207049952966014,0.0590419533597358,0,0,0,0,0.0309939218536091,0,0,0,0,0,0,0,0,0,0,0,0.127935301071433,0,0,0,0,0,0,0,0,0.0675510538906223,0,0,0,0,0.177243524528367,0,0,0,0,2.77555756156289e-17,0,0.0305448397147004,0,0.0782267426764088,0,0,0,0.0573831046819817,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.197552600465304,0,0,0,0,0,0,0,0,0,0.0585625170703321,0,0.289009467725035,0,0,0,0.168301475756825,0,0,0,0.298138598344565,0,0,0,0,0,-0.0988770840004871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607229845677816,-0.0541869754662961
X601229.CH.EQUITY,0,0,0.353006571157929,0.0352929013042947,0,0,0,0,0,0,0.259428759664803,0,0,0,0,0,0.0408249635114226,0,0,0,0.00690778690410664,0,0,0,0,0,0.0737945127848254,0.0537069422257757,0,0,0,0,0,0,3.46944695195361e-18,0.0688241904742346,0,0.103523312570036,0,0,0,0.0587674713558189,0,0,0,0,0,0,0.0268813906923668,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114227940018807,0,-0.0266191545679776,0,0,0.648928927570403,0.176392688320327,0,0,0,0,0,0,0.106426998072293,0,0,0,-0.0890460230823041,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145242819797724,0,0,0,0,6.93889390390723e-18,0,0
X601328.CH.EQUITY,0,0,0.0660351742899023,0,0.0898565633972613,0,0.0732637759494811,0.128401144087277,0,0,0,0.190394238904521,0.523081920119638,0,0,0,0.00095308383998294,0,0,0.022417990917654,0,0,0,0,0,0,0,0,0,0,-0.104156268005765,0.00346036269889567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525006054983792,2.16840434497101e-19,-0.149985163259614
X601398.CH.EQUITY,0,0,0,0,0.028986035503378,0,0,0,0,0,0,0,0.22888484499634,0,0,0,0.0791835134421078,0.159230262271501,0.641396253497773,0,0,0.0740210453215203,0,0,0,0,0.0135575726898755,0,0,0,0,0,0,0,0,0,0.0753083056658751,0,-0.0319914492852511,0,0,-0.0555985329420695,-0.255556378057246,0,0,0,0,0,0,0.0364261721801676,0,-0.0687275350296711
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.126328620296233,0,0,0,0,0,0,0,0,0.254206885812441,0,0.0569365144189426,0,0.254369576331873,0,0,0,0,0,0,0,0.0252298661426836,0,0,0,0,0,0,0,0,0,0.0608001022771277,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0.437255321643443,0,0,0,0,0,0.119928762830338,0.187269659668437,0,0.00159893627880107,0,0,0,0,0.0943644013084409,0,0,0,0,0,0.0785995949236119,0,0,0.0479325083348589,0,0,0,0,0,0,0,0,0,0,0.10939288181208,0,0,0,0,0,0,0,0,0,0,0,0.0555447232076687,0
X601838.CH.EQUITY,0,0.306905211673362,0,0,0,0,0,0.0926227926756275,0.065816955793098,0.0100911309286313,0,0,0,-3.46944695195361e-18,0.24556060219993,0,0,0,0,0,0,0,0,0,0,0,-0.0808142834789949,0,0,0,0,0,0,0,0,0,0,0.0499608378893158,0,0,0,0,0,0.0127742814345216,0,-0.00320274551451469,0,0.0990473157616446,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0.0045879754230438,0,0,0,0.215136716152754,0,0.264369920784268,0,0.236217139160521,0.000312975883954349,0,0.150696554644752,0,0,0.131234029288487,0,0,0,0,0,0,0.0953367252330616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.0104148934106946,0,0,0,0.322489628877543,0,0.273172714763878,0,0,0,0.0885641459959965,0,0.0829493513013473,0,0.247362901213452,0,0,0,0.0186788112785055,0,0,0,0,0,0,0,0,0,0,-0.101510318304268,0,0,0.0415669819132702,0,0,0,0,-0.0176627242439449,0,0,0,0,-0.226329053910553,0.199467573158981
X601997.CH.EQUITY,0,0,0,0.145855172521104,0,0,0,0,0,0,0.023311168365472,0,0,0,0,0.327513543518107,0,0,0,0,0,0,0,0,0,0.0995525379147249,0,0,0.0949150820920329,0,0,0,0.163783206975599,0,-1.73472347597681e-18,-8.67361737988404e-19,0,0.0575160778967587,0,0,0.210049718024549,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158128969989894,0,0,0,0,0.398581925794301,0.0117494460720281,0.1438836821401,0,-0.073914444076646,0,0,0,-0.0465830789983753,0,0,0,0,0,0,-0.0137546860964987,0,0,0,0,0.177149495777512,0,0,-0.00840166840008759,0,0,0,0,0
X601658.CH.Equity,0.377389033880003,0,0,0,0,0.333109399292116,0,0.1674762464176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157362152129231,-0.0209795576588574,0,0,0,0,0,0,0.0432287635097627,0,0,0,0,-0.0240743288748564,0,0,0,0,0,0.0990683108216781,-0.200302396295089,0,0,0,0,0,0,-0.0915178497602388
X601916.CH.Equity,0,0,0,0,0.118277742694077,0,0,0,0,0,0,0.026571020609229,0,0,0,0,0.168768735449904,0.0100327349120603,0,0,0,0.152031631465672,0,0,0,0,0.0722919345579608,0,0,0,0,0,0,0,0,0,0.237646555896683,0.0837972478434337,0,0,0,0,0,0,0,0,0,0,0.238477970005627,-0.0563936735002618,0,-0.18137167208561
X601077.CH.Equity,0,0,0.0672791840900229,0.0257000112002988,0,0,0,0,0.059063394242327,0,0.350425278103933,0,0,0,0,0,0,0,0,0,0,0,-0.0168297338129245,0,0,0,0,0,0,0,0,0,0,0,0.100954033138618,0,0,0,0,0,0.163326364558462,0,0,0,0.0219101028261688,0,0,0,0,0,0,-0.101695291457649
X11.HK.EQUITY,0,0,0,0,0,-0.0091468584529815,0,0,0,-0.16598335964532,0,0,0,0,0.176544228228347,0,0,0,0,0.0693375394213568,0,2.77555756156289e-17,0,0,0,0,0.490792559761788,0.207818483996559,0,0,0,0,0,0,0,0,0,0.00634758442463051,0,0,0,0,0,0,0.292298433213884,0,0,-0.0575998155948958,0,0.183685467786192,0,-0.0182238407443702
X2388.HK.EQUITY,0,0,0,0,0.404384721304707,-0.0456359360179004,0,0.0518376006110372,0,0,-0.31960686158931,0.823170002627186,0.405132997655667,0,0.053388838412632,0,0,-0.65414029994475,0,0,0,0,0,0,0,0,0,0.300054335128086,0,0,0,0.0283819382619979,0,0,0,0,-0.304524317556001,0,0,0,-0.214550603522247,0,0,0,0,0,0,0,0,0,0,-0.0153134813979595
X5.HK.EQUITY,0,0,0,0,0,0.00227318691377858,-0.358500003077828,0,0.356493887838667,0,0,0.0210436128900886,0,0,0,0,0,0,0,0,0,0,0.166856797697675,0,0,0.187282896690089,0.215424666687877,0,0.056040774194327,0,0,0,0,0.220463283109168,0,0,0,-0.127969753098388,0,0,0,0,0,0,0,0,0,0,0,0,0.276143687831777,0
X2880.TT.EQUITY,0,0,0,0,0,0,0.0140023847173096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210977937987609,0,0,0,0,0,0,0,0,0.256374906863307,0,0.431008903098165,0,0,0,0,0,0,0.0791189787841576,0,0,-0.0711321239867004,0,0,0.0169330498429325,0.0839204904931491,0.0787918470301651,0,0,0,0,0
X2884.TT.EQUITY,0,0.230455363193482,0,0,0,0,0,-0.091512807358948,0,0,0,0,-0.111113235945625,-0.0763316822617935,0,0,0,0.207691684350117,0,0,0,0,0,0,0,0,-0.0166346679372327,0,0.400372421547609,0,0.132102173761157,0,0,0,0,-0.0769303505461097,0,0,0.0574160418553291,0,0,0,0,0,0,0,0.115401502173413,0,-0.0198553779725802,0,0,0
X2887.TT.EQUITY,0,0,-8.67361737988404e-19,0,0,0.224496311158719,0,0,0.0193512370585316,0,-0.117571698543987,0,0,-0.0266068595822071,0,0,0,0,0,0,0,0,0,0,0,0,-0.0984954617279575,0,0.18325619298408,0,0,0.180326685206574,0,0.0322699467028249,0,0,0,0,0.220885700058955,0,0,0,0,0,0,0.174533536269643,0,0,0,0.119739721346674,0.116003911757204,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0.00897457942357679,0,0,0,0,0,0,0,-0.00739632541008605,0,0,0,0,0.00828902527363898,-0.211247164248288,0,0,0,0,0,0.511211189967199,0.0161763129377159,0,0,0,0,0,0,0.0206054585991704,0,0.31322647416561,0,0,0,0,0,0,0,0,0,0,0,-0.0894344937918975,0
X000166.CH.EQUITY,0,0,0,0,0.0644170767718094,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0808082166554338,0,0.0616312070004142,0,0,0,0,0,0,0,0,0,0,0.332995851495815,0,0.273132259628749,0,0.0252768708163954,0,0,0,0.190677357509691,0,0,0,0,0,0,0,0,0,-0.0571461587384303
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0534865418948745,0,0,0,0,0,0,0,0,0,0,0.0524137086352264,0,0,0,0,0,0,0,0,0,0.262239260823431,0,0,0.174066874014448,0,0,0,0.0464830320917254,0,0.24171049884251,0,0,0.0899551764387949,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0.0579413088059279,0,0,0,0,0.102806457820882,0,0,0,0,0,0,0,0,0.0420326088748188,0,0,0,0,6.93889390390723e-18,0,0,0,0.0877114849028932,0,0,0,0,0.0139639944239414,0,0,0,0,0,0.669961501193764,0,0,0,0.0161995374543345,0,0,0,0,0.0367654092985449,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.277322846623046,0,0,0,-0.0260404160805566,0,0.125605824187485,0,0,0,0,0,0,0,0,-0.0159705483862559,0,0,0,0,0,0.0832171396353096,0,0.322213198804395,0,0.0195378227996877,0.110826193792314,0,0,0,0,0,0,0,0,0,0,0.0373675824400243,0,0,0.0271326370118342
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138936892154668,0,0,0,-0.0930263591699409,0,0,0,0.150423165609734,0,0,0,0,-0.0521855339692048,0,0,0,0,0,0,0.548846315926986,0,0,0,0,0,0,0,0.132173755759421,0,0,0.0139042630075238,0,-0.0977619501383974,0,0.0602215264906086,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.248413364637722,0,0,0,0,0,0,0,-0.0395107243708308,0.031537579037282,0,0,0.0722021761935294,0,0.14672993952061,0,0,0,0,0,0,0.2330843014873,-3.46944695195361e-18,0,0.119342906047252,0,0,0,0.158208162692012,0,0,0,0,0,0.0235055407941712,0,0,0,0,0,0
X2885.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.378503487700623,0.0453417655496155,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0791976846345517,0,0,0,0.222541987266685,0.166719955538643,0,0.231522912877752,0,0,0,0,0,0,0.0420562430341264,0,0,0,0,0,0.0782054855540015,0,0,0,0,0
X601318.CH.EQUITY,0.160580794396542,0.071334689059445,0,0,0.0763842702324539,0,0,0,0.0335633713922024,0.215970434964328,0,0.0682778993837346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703437994722844,0.139693477412378,0.10204181953233,0,-0.105469748870941,0,0,0,0.257795562009526,0
X601319.CH.EQUITY,0,0,0,0,-0.306361821611928,0,0,0,0.0833648004893578,0.26759138146795,0,0,0,0,0,0,0,0,0,0.0102089254702935,0,0,0,0,0.146861059738249,0,-0.042767506170321,0.144524867543023,0,0,0.0261956002353474,0,0,0,0.130976468015911,0,0,0,0,0,0,0,0.430699188492032,0.0144454847980942,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0.204001470173372,0.195432135436471,0,0,0.0773270571062877,0,0,0,0,0,0,0.124246340822696,0,0,0,0,0,0,0,0.06490264954694,0,0,0,0,0,0,0,0.0446281443097833,0,0,0,-0.0961232243983795,0,0.138339299328637,0,0,0,0,0,0,0,0,0.154754953545849,0,0,0,0,0,0,0,0.139298070023138,0
X601601.CH.EQUITY,0,0,0,0,0.188882362614204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0342438526710661,0,0,0,0,0,0,0,0,-0.0951137008020586,0,0.0366685565393936,0,0,0,0.117086784167596,0,0,0.0232571540093771,0,0.535289086307122,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0849122993577495,0,0,0,0,0,0,0,0,0.154170586006682,0,0,0,0,0,0.074462117911277,0,0,0,0,0.104307527644862,0,0,0,-0.150184699506234,-0.380471600765266,0,0.0932896786844368,0,0,0,0,0,0,0,0.0243903337712011,0,0,0,0.201961040825423,0.404381306791632,0,0,0,0,0,0.0304574405719951,0,0,0
X1299.HK.EQUITY,0,0.0981867049037884,0,0,0,0,0,0.235427780842875,0,0.223758898628658,0,0,0,-0.0189937472324571,-0.130007430116033,0,0,0,0,0,0,0,0,0,0,0.309730879315277,0,0,0,0,0,-0.222779991045168,0,0,0,0,0,0,0,0.236110831282536,0,0,0,0,0,0,0,0,0,0,0,-0.0228753734046229
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792467418895402,0,0,0,-0.24448887052558,0,0,0,0,-0.0319142343767839,0,0,0,-0.0769981751184629,0.0212434358511566,0,0,0,0.151313423291956,0,-0.132251993466682,0,0,0,0,0,0,0.480527964162556,0,0,0,0,0,0,0.687552987557698,0,0,0,0,0
X2883.TT.EQUITY,0,0,0,1.38777878078145e-17,0.355298284596234,0,0.270680772630433,-0.100551548557376,-0.143978159059408,0,0,0,-0.067172704228096,0,-0.101598642047418,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.180139406551584,0,0,0.60074506649148,0,0,0,0,0,0,0,0,-0.192959989493257,0,0,0,0,-0.0573924430165555,0.0971030266650506,0.558339208068332,0,0,0,0,0,0.173820929008092
