,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X601155.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.259455627179179,-0.324631949619052,0,0.119972828464342,0.483373461586397,-0.0257647170208032,0,0,0,0,0,0,0,0,0,0,0.0556206553472215,-0.166834837653774,0,0,0,0.135530612237766,0,0,-3.46944695195361e-18,0,0,0,0,0.231930336147562,0,0,0,0,0,0,0,0,0,-0.0451991390369793,0,0,0,0,0,-0.0898483545550834,0,0,0,-0.092729008040833,0.00449807388183189
X002142.CH.EQUITY,0.171288749156737,0,0,0,0.0843057822408688,0.22642003506851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197283032536766,0,0,0,0,0,0,0,0.123342735627175,0.0544065785840757,0,0,0,0,-0.0232354366848217,0,0,-0.105250070791194,0,0,0,0,0,-0.0282320765928976,0,0,0,0,-0.0975454458249229
X600000.CH.EQUITY,0,0,0,0,0,0,0.224652465311944,0,0,0.16161886841129,0,0,0,0,0.0447918973653888,0,0.0842905320939569,0,0,0,0,0.163830919874405,0,0,0,0,0,0,0,0,0,0,0,0.0472042295821131,0,0.0240146958215344,0,0,0,0.125305879645227,0,0,0.0265995440774009,0,0,0,0,0,0,0,-0.00794655822710652,0
X600016.CH.EQUITY,0,0,0.0535967432482487,0,0,0,0.213585209320327,-0.0464597134414011,0,0.235100418310832,0,0,0.00907587008580201,0,0,0,0,0,0,-0.386451729400927,0,0,0,0,0,0,0,0,0.517012589494643,0,0,0.191925929749016,0.0177667573041332,0,0,0,-0.142771837816353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.152409426506484,0,0,0,0,0,0.37485293018418,0,0,0,0,0.0863686086384126,0,0,0.1143230686844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719601981094347,0,0,0,0,0.114135801633222,0,0,0,0,-0.0707857615018418,0,0,-0.0502958491135242,0,0,0,0,0.135367210959985,-0.0377095601091602,-0.0268447858525502,0
X601166.CH.EQUITY,0.561912157194083,0,0,0,0,0,0,0,0,0,0,0.0586222049313469,0.127358592730723,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184840250520613,0,0,0,-0.170539068528597,0,0,0,0,0,0,0.0745603035395764,0,0,0.100333911665577,0,0,0,0,-0.0557880302607075,0,0.102433101719309,0,0,0,-0.0280531707581671,0
X601169.CH.EQUITY,0,0,0.0639754464112317,0.734325303968605,0.0220623158485494,0,0,0,0,0,0,0.0560175136056361,0.12551068339206,0,-0.0133367623580791,0,0,0.164327848877519,0,0,0,0,0,0,0,0,-0.0195769610422425,0,0,0,0.102821294232442,1.73472347597681e-18,0,0,0,0,-0.260145248610134,0,0,0,0,0.0656405749276897,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0769525709802958,0,0,0,0,0,0,0.271026051516892,0,0,0,0.0974378541386007,0.073711623369065,0,0,0.0835496876116943,0,0.121224908769921,0,0,0,0,0,0,0,0,0,0,0,0.0226602409133306,0,0,0,0,0.00947740120953097,0.243533537918714,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0413822943184499,0,0,0,0,0.00881785882207652,0,0,0,0.0768364376579065,0.0436147347817402,0.587003519643133,0.109205480403045,0,0.0235890130007152,0,0,0,0,0,0,0,-0.0501740798505948,0,0,-0.037786159951013,0,-0.0284553358992589,0.116051982159991,0,0,0,0,0,0,0,0.0313864358394652,0,0,0,0,0,0,0,0,0,0.0865061449450619,0,0,0
X601328.CH.EQUITY,0,0,0.18804677215433,0.106842104684326,0,0,0,0.09109816500114,0,0,0.244942720566647,0,0.0541303470087068,0.119401120305388,0,0.112917143813759,0,0,0,0,0,0,0,0,0,0,0,0.0491448437575493,0,0,0,0,0,0,0.0428292976662589,0,0,0.0162602752984557,0,0,0,0,0,0,0,0.0987923534727542,0,0.037323211496841,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.258837079079679,0.262715573656338,0.170049502386401,0,0,0,0,0,0,0,0,0,0,0.0915994504993322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978491301106423,0,0.0353429337863764,0,0,0,-0.0325292921436938,0,0.0800761097854263,0.0601953627133931,0,0,0
X601818.CH.EQUITY,0,0.246378394191002,0,0,0,0.110371784526788,0,0,0,0,-0.0399209611893204,0,0,0,0.185213723115432,0.0809813832934912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196857004524549,0,0,0.0659309285272913,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0415371968741582,0.278455591401577,0,0,0.0564781779415805,0,0
X601939.CH.EQUITY,0,0,0,0,0,0.09111408145559,0.0946420140704884,0,0,0,0.627223170759724,0.0782197128505186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175493022866708,0,0,0,0,0,0,0,0,0,0,0,0,0.1762441774425,0,0,0,0,0,0,0.01140715289863,0
X601988.CH.EQUITY,-0.0514106906935458,0,0,0,0,0,0,0,0.409098608545392,0.103770854538357,0.204335429664233,0,0,0,0.0333178447143617,0.071523852763222,0,0,0,0.0632724850408126,0,0,0,0,0,0,0.0940025305358355,0,0,0,0,0,0,0,0,0,0,0.0860521636760544,0,0,0,0,0,0,0,0,0,0,-0.178699477808496,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0135681882988583,0,0,0,0.359475954543898,0,0.234076911254702,0.147964530420982,0,0.167207357886255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498777553016516,0,0.00900783073516171,0.0471563633681824,0,0,0,0.0135694495260821,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.266883854901841,0,0,0,0.0152910271513433,0,0.438854044803705,0,0,0,0,0.0305710719196868,0,-0.0787152284353503,-0.152640081612159,0,0,0,-0.219717812914542,0,0,0,-0.031025608046603,0,0,0,0.287819912701805,0,-0.11539345638613,0,0.167630144012546,0,0,0,0,0,0,0,0,0,0,-0.0592728503924458,0,0.20890779278046,0.120585851532738
X11.HK.EQUITY,0,0,0,0,-0.0568689534218409,0,0,0,0,0,0,0,0,0,0,0,0,0.0738998643374285,0.499864585425051,0,0,0,0,0,0,-0.0524565324381893,0,0,0,0,0,0,0,0,0.122006964617025,0,0,0.0334592585322889,0,0,0,0,0,0,0.0372967932491963,0,0,0.175672034536769,0.123700721293823,0,0,0
X2388.HK.EQUITY,1.73472347597681e-18,0,-0.0881541104172183,0,0,0,0.168255057594805,0,0,0,0,0,0,0,0,0,0.370668443142786,0,0.155662417457729,0,0,0,0,0,0,-0.0797463370357336,-0.0908838378587127,0,0,0,0,0,-0.056292205075269,0,0,0,0,0,0,0.128339449614251,0.015988806877809,0.107411520324385,0,0,0.170996669756845,0,0,0,-0.0385114121834079,0.0717436249684147,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0388795198191879,0,0,0,0,0,0,0.0337145774622308,0,0,0.0825192974262188,0.293101637823357,0.146709543058996,0,0,0,0,0,0,0,0,0,0,0,-0.122166122267966,0.237709175753467,0,0,0,0,0,0.0438624351554401,0,0,0,0,0,0,0.225421591878401,0,0,0,0.0590218279027565,0.0477680985053594,0,0.0620371388728839,0
X000166.CH.EQUITY,-0.134812137499525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367261736238355,0.41314085935961,0.223836451024958,0,0,0.292651928946119,0,-0.136100349432972,-0.0999212277189327,0.0817351460313215,0,0,-0.0734430552692837,0,0,0,0,0.14755645981254,0,0,0,0,0,0.0524010346944707,0,0,0,0,0,0
