,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.0419872423163519,0,0.325100188086193,0,0,0,0,0,0.175982887112567,0,0,0,0,0,0.0230989287054692,0,0,0,-0.131531157307856,0,0.106706345185598,0,0,0.16615933238183,0,0,0,0.198920216366184,-0.118158290521441,0,0,0,0,-0.0883997075137993,0,0,-0.00730753815961194,0,0,0.0881884991195391,0.00374549590340563,-0.150642508492325,0,0,0,0,-0.187092726535772,0
X002142.CH.EQUITY,0.426589634500508,0,0,0,0.0250298058899007,0.160327858842808,0.107354999373022,0,0,0,0,0,0,0,0,0.103149388097181,0,0,0,0,0,0,0.0310686315093039,0,0,0.0392250335692469,0,0,0,0,0,0,0.063474145146072,0,0,0,0,0,0,0,0,0,-0.143703414148943,0,0,-0.0163797623284598,0,0,0,0,0,0
X600000.CH.EQUITY,0.138685210001838,0,0,0.0734977721199706,0,0,0,0.184004446221826,0.0506479848511463,0,0,0,0,0,0,0,0.104449831018874,0,0,0,0,0,0,0,0,0,0,0,0.212436608566868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147095143675428,-0.0270340752595434
X600016.CH.EQUITY,0,0,0.0178903172021147,0,0.0158322820006651,0,0.141586693131213,0.41296075707936,8.67361737988404e-19,0,0.206174504653498,0,0.0559647203612398,0.068666242691582,0.0488564157118356,0,0,0,0.0951579297845292,0,0,0,0,0,0,0,0,0,0,0,0,0.0988269842360977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.167326742482034,0,0,0.20449558978637,0,0.0153423673339297,0,0.264146290256105,0,0,0,0,0,0,0,0.0598531145582974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310569005895318,0,0,0.173117912383705,0,0.085597732592789,0.0859108840822416,0,0,0,-0.13415154414932,0,0,0,0,0,-0.0652808072748211,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.563197744710429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242249884787785,0,0,0,0,-0.0890553256938788,0,0,0,0,-0.149387010813073,0,0
X601166.CH.EQUITY,0.220231191035187,0,0,0,0,0.239546762947277,0,0,0,0,0,0,0.309197368716625,0,0,0,0,0,0,0.0128141472861775,0,0,0,0,0,0.0879560254037014,-0.0796730476563407,0,0,0,-0.0687998590523442,0,0,0,0,0,0,0.0193792656691681,0,0,0.0264764390157153,0,0,0,-0.0733654854746122,0,0.0717538121089569,0,0.0717493352655608,0,-0.0187041284982814,0
X601169.CH.EQUITY,0,0,0,0.727520515333599,0.0797195023788517,0,0,0,0,0,0,0,0,0.106077502508129,0,0,-0.0193488762039406,0,0.0288610700272816,0.0764042897682522,0,0,0,0,0,0,0,-0.0626220471730594,0,0,0,0.0389325491010837,0.101163619458527,0,0,0,0,-0.162885701538923,0,0,0,0,0,0,0,0,0,-0.0654054524939821,0,0,0,-0.0201113219147814
X601229.CH.EQUITY,0,0,0,0.162962587523537,0.0717249187675052,0,0,0,0,0,0,0,0.0494938962571563,0.0819788425637402,0,0,0.0458213642597565,0,0,0,0.0510535698000628,0,0.0262531465617885,0,0,0,0,0,0,0,0,0,0,0,0.104646788857429,0,0,0,0,0.0524386260330558,0.0101481058229561,0,0.196131572859272,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0167723757074486,0,0,0,0.00290077618075331,0.101751411186279,0,0.0778437040306755,0,0,0,0.0400107816268673,0.171508157064318,0.428058107810249,0.0443078137693785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112955806619757,0,0,0
X601328.CH.EQUITY,0,0,0.158142321330633,0.131112233572695,0,0,0,0,0.164616593582669,0,0,0.158819707952452,0,0.0440651422121172,0.199766437832151,0.0768051721957377,0,0.0197588690303498,0,0,0,0,0,0,0,0,0,0,0.0136858268333288,0,0,0,0,0,-6.93889390390723e-18,0.0689822300218961,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.108260477858313,0,0,0,0,0,0
X601398.CH.EQUITY,-0.0201537171806956,0,0,0,0,0,0,0,0,0.0560431316516828,0,0,0,0.335549215990039,0.127275767009429,0.269410666189195,0,0,0,0,0,0,0,0,0,0,0.121571329840679,0,0,0,0,0.022370290172424,0,0,0,0,0,0,0,0,0,0,0.0498309028893964,0,0,-0.0427799831902926,0,0.0297527890111639,0,-0.0494801439095673,0,0
X601818.CH.EQUITY,0.179199035586672,0.161104065671073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167401862332821,0.135709735752968,0,-0.0306162882481355,0.00258701335254837,0,0,0,0,0,0,0,-0.0899122238285421,0,0,0,0.0384557125468662,0,0.0212797134285107,0,0.216273249682497,0,0,0,0,0,0,0,0,0,0.138451820792027,0,0,0,0.0600934392274187,0,0
X601939.CH.EQUITY,0,0,0,0,0,0.0476299767926351,0.0980942650892751,0.219127684442451,0,0,0,0.583803352016053,0,0,0,0,0,0,0,0.228287722772802,0,0,0,0,0,0.102480646317877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499553284287019,0
X601988.CH.EQUITY,0,-0.0523333147037793,0,0,0,0,0,0,0,0.33788792186046,0.227079896381863,0.0948889139061364,0,0,0,0.219529743336178,0.0248599889288316,0,0,-0.0292434962778326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204572184235376,0,0,0,0,0,0,0,0,0,0,0,0.0443756093795347,-0.258408619697226,0,0,-0.00787648418342839
X601998.CH.EQUITY,0,0,0.218207331387799,0,0.179914207149089,0,-0.0452346189717385,0,0,0,0.0383405667162278,0,0.256385897091945,0,0.465665843592312,0,0,0,-0.00176456448376972,0,0,0,0,0,-0.0207865284182844,0,0,0,0,0,0,-0.0358996771362801,0,0,0,0,0,0.147338379670753,0,0,0,0,0.0575060546348566,-0.102818391348721,0,0.200865812684649,0,0,0,0,-0.0156893717342988,0
X601658.CH.Equity,0,0,0.0106190910599939,0,0,1.73472347597681e-18,0,0,0.191971847398429,0.132384566325686,0,0,0.084398392162834,0,0.323313707165209,0,0,0,0.0607903367337229,0.0736864621524079,0,0,-0.331853818785004,0,0,-0.127394006230603,0,0,0,0,0,0,0,0,0,0.113534762872186,0,0,0.116445745796717,0,0,0,0,0,0,0,0,0,0,0,0.218712474217512,0.200089806660589
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1042820945616,0,0,0,0,0.0575613803398154,0.592526708321903,0,0,0,0,0,0,-0.0384948245442152,0,0,0,0,0,0,0,0.0479801876577989,0,0.0582915448815902,0,0,0,0,0,0,0.0318479555498748,3.46944695195361e-18,0,0,0.245594858922821,0.108852316924592,0,0,-0.0826837307063642
X2388.HK.EQUITY,0,0,0,0,0,0.0602057163010832,0,0.123571475943299,0,0,0,0,0,0,0,-0.00857721543688646,0,0.571311765115091,0,0.0655979116025875,0,0,0,0,0,0,0,-0.226101260240781,0,0.0928108833220765,0,0,0,0,0,0,0,-0.0191470771027001,0,0,0,0.192546706995914,0,0.0971871570601408,0.0924689947553109,0,-0.0412258318506526,0,-0.140036292422911,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.0826295367109004,0,0,0,-0.0566631912044002,0,0,0.170929682813459,0,0,0.113834019311745,0.285659810947957,0.146176724703429,0,0,0,0,0,0,0,0,0,0,0,-0.11946868946944,0.137788680344495,0,0,0,0,0,0.105055164812978,-0.0305154876124404,0,0,0,0,0.210735488885506,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,-0.10185328898238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263155816934663,0,0,0,0,0.143705333936262,0.158503108413867,0,0,-0.00197510795177723,0.808128622198311,0.00344768625046444,-0.28595316218085,-0.0670179877244197,0,0,0,-0.101440304916715,0,0,0,0,0.157548813788444,0.0335108723051941,0.0409212336918573,0,0,0,0,-0.0894921171887578,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131266036454007,0,0,0.098873072605815,0,0,0,0.0816345010740534,0.297805601515909,0.168804498592949,0.0596060225018093,0,0.0305559885279998,0,0.0808448662637505,0,0,0,0,0,0,0,-0.00904339371378523,0,0,0,0,0,0,-0.049931462787464,0,0
X002736.CH.EQUITY,-0.237099422711392,0.158970670945616,-0.496870337673283,0.112492784615906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292980815323452,0.191639522825569,0,0,0,0.133174377503591,0,0.56220451194983,0,0,0,0,-0.0600012327405113,0,0,0,0,0,0,0,0,0,-0.0147416520330488,0,0,0,0.0510119761737496
X300059.CH.EQUITY,0,0,0,0,-0.0350106590439999,0,0,-0.0139988081651963,0,0,0,0,0,0,0,0,-0.0463707811960869,0,0,-0.0556619812046014,0,0,0,0,0.252176355176622,0,0.215823290095374,0.163330968264239,0.105667743752269,-6.93889390390723e-18,0.0554913302513312,0.231821316132189,0.127008879718376,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447976538247548,0,0,0,0,0,0
X600030.CH.EQUITY,0.0574654676698037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129432485464612,0,0.064948616881478,0.069825205358512,0,0.0157667680472684,0,0.260281286762421,0.0551783040636127,0.430502033328921,0,0,0,0,0,0,0,0,0,0,0,0,-0.107925522478468,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0.240780930457512,0,0.157731399684095,0,-0.38363333863894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133029630838693,0,0,0,0,0,0,0,0,0.0834872927719739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357508075577809,0,0,0,0.0395465990674102
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626909062623431,0,0,0,0.266970838955149,0.333688270668694,0.166152501627506,0,0,0.071771173436823,0,0,0,0.16717634372141,-0.0391600279456279,0,0,0,0,0,-0.202038093584678,-0.393544218597968,0,0,0,0,0,0,0,0.113492490112755,0,0,0,-0.0753478516752045
