,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.133321284717754,0.262827776989226,1.73472347597681e-18,0,0,0.221630492493595,0,0,0,0,0,0,0,0,0,0.0212916055180571,0,0,-0.0166623225584064,0,0,0,0,0,0,0,0.129952035777744,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.085637532981184,0,0,0,0,0.0201684762779133,0.0862680577407635,0,0.125808465486572,0,0,0,0,0
X002142.CH.EQUITY,0.436129178433485,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014062471408676,0,0,0.0795782085160339,0.11207691508947,0.0747891643581248,0,0,0.0371394372416445,0,0,0,0,0,0,0,0,0,0,-0.112555108217733,0.224643987076634
X600000.CH.EQUITY,0,0,0,0,0.0503754572036182,0,0,0,0.23327953285535,0.00488814203148639,0.469896920154946,0,0,0,0,0.0989387171387768,0,0,0.0383226960873666,0,0.0904640702493474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0254450273110373,0,0,0.0716034462502427,0.398652844759367,0.0309291250191406,0,0,0,0,0,0.193643974720376,0,0,0,0,0,-0.056803857120283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311770120227845,0,0,0,0,0,0.00439636310855791,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0936585825993754,0.0261311803717458,0,0.30670167340536,0,0.0782498072007295,0.0273359755607623,0.294745454747507,0.142513727205666,0,0,0,0,0,0,0,0,0,0,0,0,0.0386668877192459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.285428882501942,0,0,0,0,0,0,0,0,0,0.033590290115474,0,0,0.00526058821316338,0,0,0,0.011406765367982,0,0,0,0.139911896483789,0,0,0,0,0,0,0,0,0.217005711200765,0.285297777832769,0,0,0.149191050359341,0,0,0,0,0,0,0,0,0,-0.0122626944827127,0
X601166.CH.EQUITY,0.13888182628312,0,0,0.135412898356665,0,0.162520074982309,0,0.133660626480307,0,0,0,0,0.286010682640031,0,0,0.0703838405569213,0,0.0763564587647616,0,0,0,0,0,0,-0.0609701001257045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065394730655515,0,0
X601169.CH.EQUITY,0,0.0508258007417102,0.222153599052173,0.334964740094318,0,0,0,0,0.0219048277425908,0,2.77555756156289e-17,0,0,3.46944695195361e-18,0.00787072895501025,0.0935371689932934,0,0,0,0,0,0,0,0,0,0.0637813691322844,0.0305165560912178,0,0,0,0,0,0.0201800088921546,0.127393822084065,0,0,0,0,0,0,0.0503285853788603,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.171585953337608,0,0,0,0,0,0,0.0224597004946553,0.169481663600703,0,0.111589820243013,0,0,0.205439043236809,0.0716204991093005,0,0,0,0,0,0,0,0,0,0.10122678840404,0,0.100386074066217,0.0112390952895405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300072831281534,0,0,0,0,0
X601288.CH.EQUITY,0.0538115192963077,0,0,0,0,0,0,0,0.0126392573391598,0,0.104790277617575,0.429774996462947,0,0,0.341544661253622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973751008442698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.197855693616302,0,0.191313842684704,0,0,0.0305947018402285,0,0.311108858261392,0,0.0600490290944016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796578868787708,0,0,0,0,0,0,0,0,0,0.0981308443011691,0,0.098887420348059,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0.076064637575446,0,0,0,0,0.11312206243804,0.0680549112671379,0,0,0.354696084958192,0,0,0,0.0962581408750326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.265615355652803,0,0,0,0,0.0830348798246914,0,0,0,0,0,0,0,-0.0304949475513665,0,0,0
X601818.CH.EQUITY,0,0.0430235164814277,0,-3.46944695195361e-18,0,0,0.409103085147726,0,0,0,0,0,0,0,0,0.549712424088687,0,0,0,0,0,0,0,0,-0.0491248324115382,0,0,0,0,0,0.00404492437547997,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155694045425317,0,0,0,0,0,-0.0215287418985505,0,0
X601939.CH.EQUITY,0,0.0724776362345567,0.482950544112341,-2.16840434497101e-19,0,0.000630013038171759,0,0,0,0,0,0.370175318025759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375220557359413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372842009991063,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.137326358008283,0,0,0.148287001600821,0.133520133169507,0,0,0,0,0.271406283279097,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165892111932756,0,0.0157660183539719,0,0,0,0,0,0,0,0,0,0,0,0,0.000208646984802387,0,0,0.045833462389251,0,0.0661377701556972,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.285456647465194,0,0,0,0.249711768719012,0,0,0,0,0.375441119937358,0,0,0,0,0,-0.00530151260680242,0,0,0,0,0,0,0,0,0.0118009916545687,0.0512179710772041,0,-0.0318495697428024,0,0,0.146470123316089,0,0,0,0,0,-0.0586956347076866,0,0,0,0,0,0,0,0,0,-0.0444784341066564,0.0441268742356864,0
X601658.CH.Equity,0,0,0,0.584565260378335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423358327895957,0,0,0,0,0,0,0,0,0,0,0,0,-0.167883784877958,0,0,0,0,0,0,0,-0.203862416108236,0,0,0,0,0,0,0,0.536373289965084,0,0,0,-0.148982729225006,0.168442295800502
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777874531572427,0.358868285134908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768919958958576,0,0,-0.00917188746525582,-0.105060651698266,0,0,0,0,0,0,0,0,0,-0.0564412684122952,-0.270969401745774
X2388.HK.EQUITY,0,0.0416029225136263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3993749827035,0,0.109249393811457,0,0,0,-0.0175887551635907,0,0,0,-0.0738733007657292,0,0,0.0607121799194799,0,0,0,0,0,0,0.133814206290444,0,0,0,0,0,0,0.379687848170892,0,0,0,-0.0159353093946411,0,0.0343397882210316,0
