,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0355591367929327,0,0,0,0.17373963829841,0,0,0.049522867414546,0,0,0,0,0,0,0.110505583414456,0,0.0407226861401166,0,0,0,0,0,0,0,0.154335449659242,0,0,0,0,0,0,0,0.227062563682736,-0.0111116429073863,0,0,0,0,0,0,0.0733931612848358,0,0,0,0,0,0,0.0712267484858145,-0.247010917934823,0,-0.123425765890338
X002142.CH.EQUITY,0.468068686819011,0,0,-0.229012472780707,0,0.165656158292203,0,0,-0.0739411954469443,0,0,0,0,0,0,0,0,0,0,0,0.0924440169580333,0,0,0,0,0,0,0,0.0473805709708984,0.0719536315965071,0.0352254768233185,0,0.286772573712503,0,0,0,0,-0.0501852257976189,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544704011278887,-0.24214473593574
X600000.CH.EQUITY,0.0758252130561822,0.013317647883526,0,0,0.0201790040002926,0.072800637324158,0,0,0,0.0122988326362277,0.41809958403148,0,0,0,0.02441843692916,0,0,0,0,0,0.213571977036313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090342459830605,0,-0.0100027109400005,0,0,0,0,0,0,0,0,0.139146915132283
X600015.CH.EQUITY,0,0,0,0,0.00909280669474597,0,0,0.135328501507239,0.0354411579561859,0,0,0,0.0222664157578088,0.169442318903781,0,0.0214465295727572,0,0,0,0,0,0,0,0,0,0,0.0100807983764224,0,0,0,0,0,0.333081857357649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.133908346640677,0,0.146531905253161,0,0.321520344194179,0,0,0,0,0,0,0,0,0,0.00837907484241426,0.0115475285959137,0,0,0,0.347685642396475,0,0,0,-0.00935630523149778,0,0,0.215931561606102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.275621541733849,0.118442477419656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076406371023077,0,0,0,0,0,0,0,0.127049955071976,-0.00264672634207641,0,0,0,0.0104489861502133,0,0,0.185297942942657,-0.00306501934527165,0.104754864783601,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0739996837995493,0,0,0,0,0.019101580406826,0
X601166.CH.EQUITY,0,0,0,0.169404606053489,0,0.50344566168316,0,0.00884563671152066,0,0,0,0,0.0301583938701407,0.099100970083991,0,0,0,0,0,0,0,0,0,0,0.0504509697652371,0,0,0,0,0,0,0,0,0.116096790654873,0,0,0,0.0387436276688251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.059359330039037,0.318594422304849,0.310915662797929,0,0,0.0625698898726776,0,0,0,0.265304644745389,0,0,0,0.11832054319658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237730854405234,0,0.0512507490635977,0,0,0,0,0,0,0,0,-0.0713805394463447,0,0,0,-0.0793284600530041,0,0,0,0.0126508156045486,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0600933698927971,0,0,0,0,0,0.137783628985328,0,0,0,0.240512419341073,0,0,0,0,0,0.101137541313802,-0.0889982745369365,0,0.458955214635587,0,0,0,0.0736706049388151,0,0,0,0,0,0,0.103059690294987,0,0,0,-0.10685034859616,0,0,0.0362412467686006,0,-0.076416955504187,0,0,0,0,0,0,0,-0.118393919595724,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.138762194610682,0,0,0.269739715837029,0,0.255118779757628,0.180985079568806,0,0,0,0,0,0,0,0.199064703305786,0,0,0,0,0,0,0,0,0,0,-0.10176394080557,0.0861883001943245,0,0,0,0.0267963956289359,0,0,0,0,0,0.0406383127633364,0,0,0,0.0230256120295917,0.080928112001568,0,0.0794949063672154
X601328.CH.EQUITY,0,0,0.277867098105294,0.0764011856519637,0.0668736460460636,0,0,0.1549661998895,0,0,0,0.0500120444985264,0,0,0.0908505222056786,0.139655148225005,0,0,0.117899574310591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649421486853471,0,0,0,0,0,0,0,0,0,0,0.0132629910918946,0,0,0,-0.154497292949335,0.0222877188522698,0,0.0430406390779794,0
X601398.CH.EQUITY,0,0,0.0607072401619157,0,0,0,0,0,0,0.131109059791934,0.379825297003964,0,0.0518179904841848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210435033027782,0,0,-0.10262394482595,0,-0.0651880571707381,0.0912597650033534,0,0,-0.0705536905083031,0,0,0,0,0,0.0792600530664779,0,0,0,0.15951527004022,0,-0.0191805766477699
X601818.CH.EQUITY,0.236689030103032,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.162349230242261,0,0,0,0,-0.011481483162757,0,0,0,0,0,0,0,0,-0.0982154092164279,0,0,0.217831057078149,0,0,0,0,-0.052630658393555,0,0.0683411599749614,0.21771690836521,0,0,0,0,0,0,0,0,0,0,0.137238723424788
X601939.CH.EQUITY,0.116287863335782,0,0,0,0,0,0,0.0175067171078639,0.442470679183829,0.259952977691089,0,0.254793762739008,0,0,0.129671755052714,0.0352481430939424,0,0,0,0,0.000274586598494854,0,0,0,0,0,0,0,0,0,0,-0.027579209926164,0,0,0,-0.0662632342742417,0,0,0,0,0,0,0,0,-0.0668846751393737,0,0,0,0,0,0,0.0403393847150043
