,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.154125031516944,0,0,0,0,0,0,0.0802198349111361,0,0,0,0,0,0,0,0,0,0,0.317612373708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195916789606548,-0.0831636596312766,0,0.252276792956866,0,0.120770633603346,0,0,0,0,0,0,0,-0.263401815037949,0,-0.00019546279843998
X002142.CH.EQUITY,0.238482330116838,0,0,0,0,0.0142155348376832,0.0737543788204612,0,0,0,0,0.01876253357609,0,0.0411843654588269,0.100998816880778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11089878847705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102163319021116,0
X600000.CH.EQUITY,0.120523819805916,0,0,0,0.0864885279799236,0.287347774202713,0,0.0701468676749021,0,0,0.30715690664546,0,0.128001480300306,0,0,0,0,0,0,0.0235376526776827,0,0,0,0,0,0,0,0,-0.0787888755793319,0.0773948842421999,0,0,-0.0948840545590261,0,0,0.0438961657440119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.322082282353137,0,0,0,0,0.257438272028706,0.0347758274821661,0,0,0,0,0.0174811263716101,0,0,0,0.0121976263874226,0.0608928437685276,0,0,0,0,0,0,0,0.162326138850831,0.0133208091726821,0,0,0.0634186961141545,0,0,0,0,0,0,0,0,0,-0.0555321993038621,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.384475566242472,0,0,0,0.12140605589887,0,0,0.114097377019672,0,0,0,0.101844645026038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139864884855394,0.139732243796266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.185810109771384,0.218936942885084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267697827892951,0,0,0,0,0,0,0.0191560477376094,0,0,0,0.0607074223860386,0.350677792074596,0,0,0,-0.0267611155084241,0,0,0.0623681688047444,0,0,-0.00111750625071848,0,0,0,0,0,-0.0051649070454763,0.0224373349089139,0,0,0,0
X601166.CH.EQUITY,0,0.507026165220258,0,0,0,0,0,-0.131026868169068,0,0,0,0,0,0,0.153015874049479,0,0,0,0,0,0,0,0,0,-0.0154152460708872,0.183869437329625,0,0,0,0,0,0.193812465870666,0.265111466936125,0,0,0,0,0,-0.067172579419378,0,0,0,0,0,0,0.0346792267466046,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0842945137770443,0.273971772284913,0,0,0,0,0,0,0.456092525800066,0,0.0891419273969286,0,-2.77555756156289e-17,0,0,0,0,0.102615828694701,0,0,0,0,0,0,0,0,0.0950821077822427,0,0,0.0199548849232499,0,0,0,0,0,-0.0706076020634477,0,0,0,0,0,0,0,0,0.103228771112396,0,0,0.0949379461384664,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.298156853388835,0,-1.73472347597681e-18,0,0.499670497145286,0,0,0,0,0,0,0,0.396285768760214,0,0,0,0,0,0,0,0,0,0,0.0325904305458368,0,0,0,0,0,0,0,-0.0145192936767608,0,0,0,0.0027515968483144,0,0,0,0,-0.0828259503177609,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.23466430753572,0.0753502785646425,0,0,0.441094781317134,0,0.127061615611172,0,0,0,0,0.0356360286796534,0,0,0.106807263923461,0,0.0418648963949625,0,0.13761216564303,0,0,0,0.0348053789926694,0,0,0,0,0,0,0,0,-0.0367468692114385,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.182894271475708,0,0.18748982048707,0,0.0187301408429583,0.237534466218591,0,0,0,0,0,0.0288726601531688,0.101657667624597,0.184067527577482,0,0,0.0583227370730552,0,0,0,0,0,0,0,0,0,0,0.0149338892745838,0.064243723100259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180290751926871,0.0242052823366123,0,0,0
X601398.CH.EQUITY,0,0,0,0,0.130586850669067,0,0,0,0,0.240914334509065,0.0713803857264362,0,0.0473718344921844,0.31327399405112,0.16840961382965,0,0.0262663476496971,0,0,-0.0155260853178016,0,0,0,0,0,0,0,0,-0.155834850698044,0,0,0,0,-0.121981364630357,0,-0.00901955824729199,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834189064956851,0
X601818.CH.EQUITY,0.092654601066332,0,0,0.293051629443047,0,0,0,0,0,0,0,0,0,0,0,0.185518683785542,0,0,0,0,0,0,0,0,0,0,0,-0.121353318516114,-0.151573292710983,0,0.244094899260119,0.00214975604604375,0,-0.15205937865466,0,0.0187026585674376,-0.101646102174777,0,0,0.154979081768798,0,0,0,0,0,0,0,0,0,0,0.0713251288574683
X601939.CH.EQUITY,0.141615551273657,0,0,0,0.0123023428307019,0,0,0,0.321648341377944,0.0869101631936789,0,0.425901213917948,0,0,0,0.0136983308320702,0,0.0302690349438618,0.107530423848831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170912593586597,0,0,0,0,0,0,0,0,0,0,0.12814688861158,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0267440369186619,0,0.112134275775409,0,0,0.22996363615659,0.226922707267199,0,0,0.206407206445529,0,0,0,0,0,0,0.119823581519426,0,0,0,0,0,0,0,0,0,0,0,0,0.0451833441570663,0,0,0,-0.285330972484719,0,0,0,0,0,0,0,0,0,0,0,0.161831746116795,0
X601998.CH.EQUITY,0,0,0,0.170940509138593,0,0,0,0.13980419791288,0,0,0.117966914955527,0.0991306668905778,0,0,0,0,0,0,0.0331580475296681,0,0,0,0,0,0,0,0,0,0,0,0,0.0392277979763293,0,-0.120649661786798,0,0.0260603431587242,0.0334617909670778,0,0.0110729995371852,0.0681128539076499,0,0,0.149130443104436,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,-0.148960181655596,0,0,0.0894660129056603,-0.0580545311204149,0,0,0,0,0.289699404046366,0.118089500359628,0,0,0,0,0,0.0901947069916812,0,0,0,0,0,0,0,0,0,0.255259670251674,-0.133886075774882,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.109892114556739
