,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.115236609093175,0.0217455721336636,0,0,0.0170871574662894,0.40231844005551,0,0,0,0,0,0,0,0,0,0,0,0,0.00806142315199104,0,0,0,0,0,0,0,0,0,0.0731747299939894,0,0,0,0,0,0,0,0.0799091294212237,0,0,0.0547109267683353,0,0,0,0,0.0562513562627898,0,0,0
X002142.CH.EQUITY,0,0,0.141436569926662,0,0,0.217406248412878,0,0.201068035295811,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0098179854234338,0,0,0,0.0751392263685219,0,0,0,0,0,0,0,0,0,-0.0031923778506334,-0.0773146774955494,0,0,0,0,0.00307417521965729,0,0,0,0,0.195066459648071,0,0,0.112324452074263,0,0,0.0759408412385841,0,0,0
X600000.CH.EQUITY,0,0.0117034702163721,0,0,0,0.0309022721331733,0,0,0,0,0,0.318834956631295,0.140982487379601,0,0.0379055812786112,0,0,0,0,0.262333907182001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601671782981678,0,0
X600015.CH.EQUITY,0,0,0.187342636602497,0,0.0881670423820643,0,0,0,0,0,0.126836868437792,0.0495459854063907,0,0,0,0,0,0,0,0,0.0783463194197634,0,0,0,0.473675293625453,0,0.095374741363217,0,0,0.0765044742549823,0,0,-0.097190969870768,0,0,0,0,0,0,0,0,0,0,0,0.107682096665533,0,0,0,0,-0.100057225761958,0,0
X600016.CH.EQUITY,0,0,0.0428998625117991,0.232720011219856,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0620021244755719,0.265201877581226,0,0.190753558888811,0,0,0,0,0,0.168258704312962,0,0,0,0,0.031660434609587,0,0.0128455667903481,0,0.043794984956909,0,0,0,0,0,0.0675347006106344,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.322900506650154,0.107585656058648,0,0,0.161320538180786,0,0,0,0,0.0696522221620142,0,0,0,0,0,0,0.00939969484968961,0.0667744722245371,0,0,0,0,0,0,0,0,0.227374085394008,0,0,0,0.135537842039144,0,0,-0.0651541167212834,0,0,0,0,0,0,0,0,0,0,0,0.0629315396789613,0,0,0,0,0,0
X600919.CH.EQUITY,0,0.0916202108651524,-1.73472347597681e-18,0.240838430398045,0,0,0,0.504509161555654,0,0,0,0,0,0.00990674675767198,0.125382239644191,0,0,0.0285534808932438,0,0.00533892161339941,0,0,0,0,0,0,0,-0.0726467916935119,0,0,-0.0262509780858109,-0.0222200523891593,0,0,0,0,0,0,0.00794272897353794,0,0,-0.0913707555429664,0,0,0,0,0,0,0,0,-0.112107433939801,0
X600926.CH.EQUITY,0,0.0660327363696103,0,0,0,0.128656429342259,0.40589067341163,0,0,0,0,0,0.133791871877377,0.108252602441285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720871567498983,0,0,0.145328036822326,0.0871759549878364,0,0,0,0,0,0,0,0,0,0,0.00438330800743468,-0.193545461049688,-0.0314114981057746,-4.33680868994202e-19,0,0,0.0428036930414954
X601009.CH.EQUITY,0,0,0,0,-0.124618806754084,0,0.518431685800126,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.249662138193261,0,0,0.0955887937749704,0.156053882114505,0,0,0,0,0,0,0,0,0,0,0,0,0.253826463368011,0,0,0,0,-0.115558052464082,0,0,0,-0.0495341901477095,0
X601166.CH.EQUITY,0,0.116818837239361,0,0,0,0.354613226150185,0.230628463526598,0,0,0,0,0,0,0.0109156441110944,0,0,0,0,0,0.0291778918762551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533877867681255,0,0,0,0,0,0.214580717694597,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
