,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.221274599936598,0,0,0.104652987946728,0,0,0,0,0,0,0,0.116712500665384,0,0,0,0,0.0248046961047191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120585860091293,0,0.0811985585184702,0.0918365408699424,0,0,0,0,0,0,0,0.0810345904317664,0,0.0443184863851719,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.236585539738143,0.643079424500005,0,-0.182882353384196,0,0,0,0,0,0,0,0,0.0811793587471902,0,0,0,0,0,0,0,0,0,0.0255614155992503,0,0,0,0,0,0.0137396801420078,0,0,0.0897062769179445,0,0,0,0,0.152218029751125,0,0,0,0,0,0,-0.06946682854451,0,0,-0.101044587558099,0,0
X600000.CH.EQUITY,0,0,0,0,0.0856887860331507,0.484436957109499,0,0.0179311659920467,0.170680057842462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415389839871536,0,0,0,0,0.0451912520636872,0,0,0,0,0.0236702838569269,0,0.0189299913270591,-0.0153616427126,0
X600016.CH.EQUITY,0,0.0555381967624166,0,0,0,0.196356867267709,0,0.0102134573246428,0.160830720287375,0,0.0573224412575001,0,0,0,0,0,0,-0.16785522106314,0,0,0.17645585235348,-0.419257747648677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168235972179886,0.0789756597475499,0,0,0.00725445877036925,0.217903393812642,0,0,0,0,0
X600036.CH.EQUITY,0,0.43858460086398,0,0,0,0,0.0590282572225404,0.0739312412851572,0,0,0,0.300551414843342,0,0,0,0,0.021362698156081,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661070644585642,0,0,0.0658707991935042,0.0344745047749546,0
X601166.CH.EQUITY,0,0.0444478865652776,0.12250055304693,0.0475747513621634,0,0,0,0,0,0,0,3.46944695195361e-18,0.520582301360546,0.082883559990556,0.0560101374175583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389277973840697,-0.0297947577150083,0,0.0122831284724214,0,0.0127327849343139,0,0,0,0,0.0263074617133011,0,0,0.0684038403679023,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.907949607928064,0,0,0,0,0,0,0,0.257070323509781,0,0,0,0,0,0,0,0.00694054645500262,0,0,0.305781237814621,-0.343626732425238,0,0,0,0,0,0,0,0,-0.0939861093453636,0,0,0,-0.167429348925244,0,0,0,0,-0.153098132255819,0,0,0.127117482069117,0.125789996795395
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.910331127390496,0,0,0,0,0.0590606394786353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117242535059858,0,0,-0.0668947083959037,0,0,0,-0.0933745677758178,0,-0.0180038060136007,0,0,0,0,0,0,0,-0.04774005180021,-0.00178813639531113
X601328.CH.EQUITY,0,0,0.0859508226817455,0.33006126592422,0,0,0.145245668061483,0.108679648002281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489763993538378,0,0,0,0,0,0,0,0,0,0,0,0.0129442434244387,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.00431994254939486,0,0,0,0,0,0,0,0,0,0,0,0.843909853897332,0,0,0,0,0,-0.0628305273123113,0,0,-0.113664930371229,0,0,-0.345138956190349,0,0,0,0,0,-0.130598612997383,0,0,0,0,0,0,0,0,-0.0864994800001575,-0.129935247316963,0.055011176274935,0,0,-0.121318856906428,0,0,0.586988116396671,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.113069313537065,0.0323639293248834,0,0,0.171413664439123,0.0506767535175972,0,0,0,0,0,0,0.119292702059566,0,0.0531804577453058,0,0,0,0,0,0,0,0.0557190616755206,0.0262564208398478,-0.0125935393393029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934649008334546,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.00385171887768605,0.0588617954780041,0.0298461280778068,0,0.787639849167405,0,0,0.0753552785301718,0,0,0.00692554042321895,0,0,0,0,0.0341051685346644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354941079245656,0,0.069809454895029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-0.0528971028866467,0,0,0,1.21493986457494,0.0393649109856318,0,0,0,0,0,0,0,0,0,0.0198134363599465,0,0,0,0,0,0,0,0,0,0,0,0,0.00877222957816927,0,0,0,0,0,-0.243506481505722,0,0,0,0,0,0,0,0,0,-0.212277939498144,-0.091726420644975,8.67361737988404e-19,0,0,0,0
X601998.CH.EQUITY,0,3.46944695195361e-18,0,0,-0.0359535157938679,0.166532620235365,0,0,0,0.231916543795132,0,0,0.366759783272831,0,0,0,0,0,0,0,0.390153217192499,0,0,0,0,0,-0.152951306654865,0,0,0,0,-0.0568960387361819,0,0,0,0,0,0,-0.047549830831294,0,0,0,0,0,0.101069424134194,0,0,0,0,0,-0.132473874716839,0
X601658.CH.Equity,0.0693719604090751,0,0.0861153043563837,0,0,0,0,0.202443509033066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348580335579175,0,0,0,0.199584985806074,0,-3.46944695195361e-18,0,0,0,0,0,0.0594404729940819,-0.0999558078909023,0,0.463241161482475,-0.26070002616651,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.117715114503489,0,0,0,0,0,0,0.215467436798777,0.384565617881258,0.00627700543991596,0,0,0,0,0,0.0545215199274495,0,0,0,0,0,0,-0.172313487212863,0,0,0.0818899013109051,0.0554180243298312,0.00376551936570259,0,0,0,0,0,0,0,0,0.201852473662865,0,0,0,0,0.103874097899927,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0189200620878669,0,0.076328335490871,0,0,0,0,0,0.193465333297092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935763467695527,0,0,0,0,0,0,-0.0472288445461509,0,0,0,-0.0198395165439283,0,0,0.116410534310728,0,0.151331946496401,0,0,0,0.448432038427462,-0.0114496235044894,0
X5.HK.EQUITY,0,0,0,0,0,0,0.100284576038123,0,0,0,0,0,0,0,0,0.399390969865487,0.0762643323143257,0,0,0,0,0,0,0,-0.0834858650021754,0,0,0,0,0,-0.187391946074028,0,0,0,0,0,0,0,0.0125011236553539,0.145215053437289,0,0,0.00210605348454442,0,0,0,0,0,0.298066676455406,0,0.152809186019497,0.201618354162241
X2886.TT.EQUITY,-0.177846325011375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271409013548127,0,0,0,0.12187394616973,0,0,0,0.093356765490007,0,0,0.00470577077200724,0.429033013979983,0,0.0304256182379688,0,0,-0.106830362975201,0,0,0.295252602958091,0.236963434476098,0,0.0610763699665264,0,-0.0603083014613174
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00302750083911695,0,0,0,0,0,-0.0359410032139208,0,0,0,0,0.112015938965333,2.77555756156289e-17,0.365220046893301,0,0,0.055784114920349,0.103874906220415,0.102585778729514,0.0547123094808356,0,0,0,0.187361057450749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432953042464219,0,0
X000776.CH.EQUITY,0,-0.131739607825791,0,0.282607281577401,0,0,0,0,0.0252024288519672,0,0,0,0,0,0,0,0,0,0,0.115109668666605,0,0,0.0340412058619664,0,0,0.0303971762668871,0,0.0283549168954408,0.324279410841491,0,0,0,0,0.387774851945282,0,0,0,0,0,0,0,0,0,0,0.0453460189497773,0,0,0,0,0,-0.03677186865947,-0.00269710325016283
X002736.CH.EQUITY,-0.0439916318886375,0,0,0,0,0,0,0,0.194361376722722,0,0,0,0.180479416187016,0,0,0,0,0,-0.0292750295201867,0,0,0,0,0,0,0,0.17894194232499,0.0414156807762102,0.394260475996777,0,-0.0168204628569399,0,0,0,0,0,0,0,-0.0615531955278554,0,0,0,0.0110623847513343,0,0,0.0707963619062578,0,0,0,0,0,0.0148658652181755
X300059.CH.EQUITY,0,0,0,0,-0.0275999623844748,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.146817733645264,0,0,0,0,0.0467340438987488,0.109538107254683,0,0.161556769971643,0,0.25455643076203,0,0.0368444850461362,0.131870212001628,0,0,0,0,0,0,0,0,0,0,0,-0.162325522619276,0.0384418769927817,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0387384463842332,0,0,0,0,0,0,-0.0290468689750512,0,0,-0.0511521487946475,0,0,0,0.0189838670094698,0,0,-0.0704833644866675,0.160026075290877,0.0956774556167272,0.484083977884151,0.0520133720628023,0.0277364441726255,0,0,0,0,0,0.152700739257871,0,0,0,0,0,0,0,0,0,0.124052768767873,0,0,-5.42101086242752e-20,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373597339644975,0,0,0,0,0,0,0,0.0982643284982839,0,0,0,0,0.50985181915957,0.127355217673413,0,-0.023365689127087,0,0,0,0,0.0707154670476799,0,0,0,0,0,0,0.0904223395278025,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0.177706728766533,0,0,0,0,0.21137817293637,0,-0.049378856705818,0,0,0,0,0,0,0,0,0,0,0.400104507597166,0,0,0.154900383430895,0,-0.0273932496094588,0,0,0,0,-0.0169545899202576,0,-0.0135053229139266,0,-0.825431079071554,0,0,0,0,0,0,0.11843392680003,0,0,-0.0487055722219793,0.0933735770279387
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024169756638239,0.0850078234889996,0,0.204719025717735,0.292063181861061,0.361762640743985,0.00281670968635426,0,0,0,0,0.0369407705300158,-0.00458417364423598,0,0,0,0,0,0,0.0763363272180522,0,-0.0523946977914559,0,0,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107400602386959,0,0,0,0,0,0.105526546364293,0.108159053456518,0.0385369045937704,0,0,0,0,0,0,0.432717493412163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798812604816,0,0,0.0846156738778119,0,0,0
X601688.CH.EQUITY,0,0,0,-0.0703102118627367,0,0,0.0954367305921071,0,0,0.0312940844239301,0,0,0,0,0,0,0,0,0,0,0.223071862697945,0,0,0,0.57560962138274,-0.038118182686235,0,0.141072424022888,0,0,0,0,0,0,0,0,0.0491322098583386,0.0139695461441669,0,0.0225383101579226,0,0,0,0,0,0,0,0,0.0142853968825988,0,0,0.0317233025998575
X601881.CH.EQUITY,0,0,0,0,0,0.065974881246374,0,0.0335657472341598,0,0.022817919726545,0,0,0.119954471446746,0,0,0,0,0,0,0.461221570164989,0,0,0,0,0.11108659564269,0,0,0,0.0472355842659839,0,-0.0169061426804579,0,0.018444664360898,0,0,0.0240589215306414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,-0.284323893188171,0,0,0,0,0,0,0,0,0.0512621958399471,0,0,-0.0501930345296092,0,0,0,0,0,0.0365391195432886,0.0897737437044378,0,0,0,0.279874617393834,0,0,0,0,0,0,-0.0505277124229274,0,0,0.211341526182203,0,0.0438942066381545,0,-0.0171506915541395,0,0,0,0.104510682431234,0,-0.0394327242426855,-0.0125554206392267,0,0.0664946827886057,0,0,0,0
X388.HK.EQUITY,-0.37493499660039,0,0,0,0,0,-0.0257592217325245,0,0,0,0,0,0,0,-0.222758959542416,0,0,0,0,0,-0.0370950266382492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555331504677695,0,-0.173195951183099,0,0,0,0.316514402928747,0.20891856084549,0,0,0,0,0.0543260198287253,0,-0.110454535094183,-0.0875489417874868
X601318.CH.EQUITY,0,0,0,0,0.0430921118792294,0,-0.0209317002118542,0,0.0635341507126967,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0261942333954008,0,0,0,0,0,0,0,0,0,-0.0172395192669449,0,0,0.655606168091799,0.295088908948698,0,0,0,0,0,0,0,0,0,0.024996829903981,0,0.106297998385671,0,0,-0.0470490775899627,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.2063855189326,0.00432701876055718,0,0,0,0,0,0,0,0,0,0,0.24825839139394,0.242621250226353,0,0,0,0,0,0,0,0,0,-0.0382397235901898,-0.0324634220929867,0,0,0,0.129440450109405,0,0,0,0.112472180145458,0,0,0,0,0,0,0,0,0,0,-0.0749759796598854,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382920638783889,0,0,0,0,0.151822294095185,0,0,0,0,0,0,0,0,0,0.099641143885747,0,0,0.405628258216024,0,0.0269500495685618,0.0930964905859487,0,0,0,0,0,0,0.040520917604645,0,0,0,0,0.0617953468426918,0,0,0
