,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.190618814010877,0.150736831328199,0,0,0,0.0822553379018985,0,0,0,0,0,0,0.191390603083848,0,0,0,0.0413034060111649,0,0,0,0,0,0,0,0,0,0.0788622527980054,0,0,0,0,0,0,0,0.0914602925430903,0,0.219898819070623,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0125452657545459,-0.0076693907226643
X002142.CH.EQUITY,0.119658406136057,0,0,0,0,0,0,0,0,0,0,0.041702789417938,0.0856740991403363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408071459938014,6.93889390390723e-18,0,0,0,0.0045154424330364,0,0,0,0,0,0,0,0.0922825937351665,0,-0.126925358541059,0.0572596544714927,-0.0423438064786343,0.220464069563993
X600000.CH.EQUITY,0,0,0,0.338911584989169,0.389097571286914,0,0,0.0619211957888335,0,0,0.0577877964522068,0,0,0,0,0,0,0,0.0737046813568125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0253484593368949,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.342619487481648,0,0,0.346446861862988,0.0065343960265646,0.107544629520034,0,0,0.0996124123290711,0,0,0,0,0.0197472907344353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135226848700646,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.247505127482464,0,0,0.324519700950209,0,0,0.120202373240845,0.289571797545377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0192687499514702,0,0,0,0,0,0.368941273375272,0,0,0,0,0,0,0,0,0,0,0,0,0.154238181342776,0,0,0,0.0167055009994735,0,0,0,0.108438069008166,0,0,0,0.164654521051429,0,0,0,0,0.0704094274056058,0,0,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.113985866947516,0,0,0,0,0.110755154432101,0,0.319650473852944,0,0.0445518537277301,0,0,0.349929067023342,0,0,0,0,0.0158129899958315,0,0,0,0,0,0.0523639896138945,-0.0731658701510894,0,0,0,0,0,0,0,0,0,0,0,0,0.0197942960647452,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0365761594079107,0,0
X601169.CH.EQUITY,0,0,0.0036111722183305,0.198975402131094,0.095565536321117,0,0,0,0.223977352735243,0,0,0,0,0,0,0.167159139906325,0,0,0,0,0,0,0.0840615666564733,0,0,0.00699303625779899,0,0,0.0296547683568194,0,0,0,0.0793597405509235,0.0439784429874004,0,0,0,0,0,0.0702579066451391,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.150983729672365,0.232272272909575,0.128296491327238,0.131129241026803,0,0.055802981486027,0,0,0,0.0419848532618945,0,0.0432069899024689,0,0.139738454678679,0,0.0423663690336855,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226768395228444,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0449455870863136,0.395781028429495,0.00839779170511742,0,0.441050076237743,0,-0.0468944444517389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839211565701703,0,0,0,0,0,0,0.0297727536453881,0,0,0,0,0,0,0,0,0,0,0,-0.0182443849111511,0,0.0828054665578845
