,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X600606.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.178803849559233,0.136367642757576,0,0.0253700749954084,0.0851318942861398,0,0,0,0,0,0.117034957016466,0,0,0,0,0,0,0,0,0,0.0255565343122175,0,0,0,0,0,0,0,0,-0.00869293532613389,0.12023249694938,0,0,0.152789648474931,0,0,0.050884855744169,0,0.0336747646976008,0,0,0,0,0,0.00528325339708991,0,-0.0150869379975174,0,0.0930873510412477,0,0
X002142.CH.EQUITY,0.0890489199034467,0,0,0.122598301643557,0.398924844352288,0,0,0,0,0,0,0,0,0,0,0,0.0373757277947037,0,0,-0.120053997518204,0,0,0,0,0,0,0,0,0,0.0450462062397687,0.188562511222903,0,0,0.412652884142398,0,0,0,0,0,0,0.0307693487041583,0,0,0,0,0,0,-0.0809276179340863,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.110027342599591,0,0,0,0,0,0,0,0.428975724022606,0,0,0,0,0,0,0,0,0,0,0,0,0.254762645737216,0,0,-0.00834694012525332,0,-0.0448980481325453,0,0,0,0,0,0,0,0,0.692759393272334,0,-0.130184027153972,0,0,0,0,-0.0330206792694842,0,0,0,0,0
X600016.CH.EQUITY,0,0.274322899760883,0,0,0,0.149207844111721,0,0,0,0.120849114448582,0,0.0291723700332876,0,0,0,0,0,0.0808085675295113,-0.000233115532054302,0,0.289699437217761,-0.264976712873434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074002786647764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.123094184835063,0.106788623665462,0,0,0,0,0,0,0,0,0,0.408792768371138,0,0,0,0,0.191709763980057,0.0248230589317195,0,0,0,0,0,0,0,0,0,0,0,-0.00639779235403669,0,0,0,0.00488779333019886,0,0,0,0,0,0,0,0,0,0,0.012687406228952,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0561511017941158,0.073762323131322,0.0701382209188476,0,0.137080228427575,0,0,0,0,0.0887137030898296,-6.93889390390723e-18,0.479256816664907,0,0.0534377258507626,0,0,0,0,0,0,0,0,0,0.0158263833198826,0,0,0,-0.0384588392845575,0,0,0,0.0405854224552325,0,0,0,0,0,0,0,0,0,0.0290064116097307,0,0,0,0.00939485528131281,0,0,0,0
X601169.CH.EQUITY,-0.0623283350280981,-0.0514129476182097,0,0,0,0,0,0,0,0,0,0,0,0.784117522812722,0.0966837605007977,0,0,0,0,0,0.0533357209278328,0.0329691813453242,0.0210717248908363,0,0,-0.00738545466852597,0,0,0,0.013461213786034,0,0,0,0,0,0,0,0,0.0799142557789485,0,0,0,0.0205748915621647,0,0,0,0,0,0,0,0,-0.0433316103496934
X601229.CH.EQUITY,0,0,0.00990329441740688,0,0,0,0,0,0,0,0.70662247132632,0,0,0,0,0,0,0,0.547256871984525,0,0,0,0,0,0,0,0,0,0.167185192605498,0,0,0,0,0,0,0,0,-0.0765625659738097,0,0,0,0,-0.290915082528031,0,0,0,0,-0.0963426662590852,0,0,0.0724217205591941,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00689913474695285,0,0.923907499112443,0,0,0,0,0.0435552777549946,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.146982895214002,0,0,-0.0998556194353879,0,0,0.0190577333008947,-0.0345000018598887,0,-0.0228148718944814,0,0,0,0,0,0,0,0,-0.0565839605594258,-0.00568517109308684
X601328.CH.EQUITY,0,0,0.0289200719887706,0.37359753274734,0.112903183558896,0,0,0.242405035697994,0.0463230154819217,0,0,0,0,0.0204767559866891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.234246440034816,0,0,0,0,0,0,0,0,0,0,0.142242804656498,0,0.2950841728997,0,0,0,0,0,0,0,-0.0775368361517936,0,0,-0.272279854320839,0,0,0,0,0,0,0,0,0,0,0,0.0472055579955384,0,0,0,-0.29351472678551,0.0146023447691841,0,0,-0.0365217487910839,0,0,0.426340532001899,0,0,0
