,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.0643403637051096,0,0,0,0,0.275466716944567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158137402381093,0,0,0,0,0,0.136300045237882,0,0,0,0.177475550979042,0,0,0,0,0,0,0.00918437787759931,0.09815908981871,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.275387508077624,0,0,0,0,0,0,0,0.438394832925801,0,0,0,0,0,0,0,0.085454656208052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112272120505751,0,0.0463115568208463,0,0,-0.0607383684914924,0.0596977424079479,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0293577107973578,0,0,0,0.0509594844855514,0,0,0,0.0535047777854824,6.93889390390723e-18,0,0.285338798675017,0,0.0487242198146651,0.122052382573127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267211917277996,0,0,0.0762577628088887,0,0,0.104507844908125,0,0,0,0,0,0,0,0,0,0,0.0261393749693133,0,0,0,0,0
X600015.CH.EQUITY,0,0.163173444010603,0,0,0,0,0.226300542594092,0.164871001569143,0,0,0,0,0.0233165166032985,0.209839378577754,0,0,0,0,0,-0.116184148870381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255841507119339,0,0,0,0,0,0,0.102377104009508
X600016.CH.EQUITY,0,0,0.0783368608236736,0,0,0,0.306032193487251,0.0851484269956297,0.00746368577486292,0.0897271352241505,0.157250231071867,0,0,0,0.136488116207363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140993038265734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409617478398937
X600036.CH.EQUITY,0.135395448543559,0.251511061537808,0,0,0,0,0.215434875736808,0,0,0,0,0,0,0.0234318652698129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285482912788243,0,0,0.122467072505014,0.134693481021828,0,0,0.0955981165638315,0,0,0,0,0,0,0,0,0,0,0,0.135405623831617,-0.0215040249397853,0
X601166.CH.EQUITY,0.0993114599719657,0,0,0.105944737425813,0.0278175761422543,0.368868414651992,0,0,0.0255191677118853,0,0.0687875051912854,0.0158186279530584,0.201556725281947,0,0,0,0,0,0,0,0.03986152103508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287210351600772,0,0,0,0.00128509426833353,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.14071877984031,0,0.394952126614362,0.0772047675122169,0,0.0617241057130643,0,0,0,0,0,0,0.0425370889939474,0,0.056561151624454,0.151517675470292,0,0,0,0,-0.0326294916180838,0,-0.071061716264796,0,0.0902207042906376,0,0,0,0.131661094500302,0,0,0,0,0,0,0,0,0,0,0.0524210484562094,0,0,-0.0237279677180858,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.102381712150909,0,0,0,0,0,0,0,0,0,-0.033763057530934,0,0,0,0,0,0,0,0,0,0,0,0.0626050079610412,0,0,0,0,0,0,0.359850152549373,0,0,0.137535781793128,0,0,0,0,0,0,0,0.210984565320472,0,0,0,0,0.0617517524541294,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.147141032555191,0,0.0913405819852073,0,0,0,0,0,0,0.376582127830999,0,0,0.215489595416257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843282284868168,0,0,0.0341436482038341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
