,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.118539366508522,0,0,0.526894214555802,0,0,0.052997414007554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309538564947685,0,0,0,0,0,0,0,0,0,0,0.129267108923948,0,0,0,0,0,-0.0213095774251161,0,0.00683032615729401,0,0,0,0,0,-0.222607167081516,0,0.101706336791409,0,0,-0.0228550208168244
X002142.CH.EQUITY,0.0510973768013494,0,0,0.176107567257161,0.762357980822324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.292316325841583,0,0.282195930804487,0,0,0,0,0,0,0,0,0.0977516006762946,0,0,0,0,0,-0.251632998831134,0.0106816733304282,0,0,0,0.108107811669498,0,0,0,0,0,-0.0314831070741734,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.389096267832576,0,0,0,0.0580843953717457,0,0,0,0,0,0,0.0795168743803545,0,0.141535899690973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189326111470773,0,0,0.581665148325707,0,-0.0201237538280751,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.149122655664281,0,0,0,0.0777333378759438,0,0,0,0.0920660074499334,0,0.149322092521028,0,0,0,0,0,0.112165219270171,0,0,0.0992484596903891,0,0,0,0,0.0659067575563997,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554339200144458,0,0,0,0,0,0,0,0,0,0,0.0249081391939819,0,-0.0894824051319921
X600036.CH.EQUITY,0,0.198004376937457,0.17810221874929,0,0,0,0,0.0805026490731323,0.343013782545298,0,0,0,0,0,0,0,0,0.044535117735891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206125942935646,0,0,0,0,0,0,0,0,0,0.0699758699913262,0,0,0,0
X601166.CH.EQUITY,0.0474883657105081,0,0.0239302413904854,0.0657419349059418,0.0543370413162354,0,0.246396683220193,0,0,0,0,0.0202468245341472,0.0375189133020068,0.210803282751084,0.216071015867424,0,0,0,0,0,0,0,0,0,0,0,0,0.115375772837595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063421823285718,0.0686756027969257,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.00524411535821063,0,0,0,0.0693252081349312,0,0,0,0,0,0,0,0.726496368550011,0.0633450810843524,0,0,0,0,0.0265268751893071,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00779061016498074,0,0,0,0,0,0,0.00285381657672236,0,0,0.0956349550881164,0,0,0,0,-1.0842021724855e-19,0.022676924856061,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.417882849505982,0,0,0,0,0,0.07076341934113,0,0,0,0,0,-0.0155815549648684,0,0.276631246871849,0,0,0,0,0,0,0,0,0,0,0,-0.00745956795444526,0,0,0,0,0,0,0,0,0.0645831857886848,0,0,0,0,0,0,0,0,0.225321962205815,0,0.0267117548161345,0
X601288.CH.EQUITY,0,0,0,0,0.0308491690167041,0,0,0,0,0.00814951267963025,0,0.0371542070397377,0.962055331874262,0,0,0,0,0,0,0,0,-0.0331874677275827,0,0,0,0,-0.00829393607672378,0,0,0,0,0,0,0,0,0,-0.0511684258159965,0,0,0,-0.066524196547674,0,0,0.0140111567342972,0,0,0,0,0,0.0757950850585446,-0.110278847288113,0
X601328.CH.EQUITY,0,0,0.0611970918864155,0.374595290447662,0,0,0,0.0811194478236463,0.227283310061146,0,0.0326188486171092,0.0376393803896817,6.93889390390723e-18,0.000855193073420396,0,0,0,0,0,0,0,0.0487631785465405,0,0.0386919946082608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
