,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.121393613536815,0.249052428616362,0.0884609369788577,0,0,0.104787276420358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943512345512535,0,0,0.00419661515055107,0.0621038220711321,0,0,0.0167585693701815,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0.0255696940048731,0,0,0.263589537340744,0,0,0,0,0
X002142.CH.EQUITY,0.422930247713087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138340024047501,0,0,0.0807753965121749,0.113265803018658,0.0763501612982749,0,0.0370595785207969,0,0,0,0,0,0,0,0,0,0,-0.109143256715074,0.216205418495792
X600000.CH.EQUITY,0,0,0,0,0.224254904291052,0,0,6.93889390390723e-18,0.1391719609475,0.0185401724796548,0.323586024944915,0,0,0,0,0.151298156022119,0,0,0,0,0,0.111981988775673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0370384757526086,0,0,0,0,0.523204458849508,0.0201289090649501,0,0,0,0,0.192228047241323,0.024446145927455,0,0,0,0,0,-0.0696188349571272,0,0,0,0,-0.0471303745810766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256727890264631,0,0,0,0,0.007884773438379,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.088194278508801,0.10236045040154,0,0.362623017572953,0,0,0.112166526904231,0.141100901536859,0.0684236801924819,0.038998343590474,0,0,0,0,0,0,0,0,0,0,0.0827774906612719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112215550603895,0,0,0,0,0,0,0.0399054353955726,0,0,0
X600036.CH.EQUITY,0,0.133287053993959,0,0,0,0,0.327444915344159,0,0,0,0,0,0,0,0,0,0,0.0249804758592352,0,0.0498615264469764,0.27147264515909,0,0,0,0.0719549359809768,0,0,0,0.0919991419142122,0,0,0,0.0286161970884589,0,0,0,0,0,0,0,0,0.00154400285886917,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0250699256503948,0,0.0374798149427579,0,0,0.16221088633563,0,0.232101738729668,0,0.0161841393881416,0,0,0.315605203563691,0.0912904290943932,0,0,0,0,0,0,0.0834806029666996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690555118301357,0,0
X601169.CH.EQUITY,0,0.059067088523531,0.229234291521138,0.33213714662247,5.42101086242752e-20,0,0,0,0.00939286145008475,0,0,0,0,0,9.42166047146562e-05,0.103407725225254,0,0,0,0,0,0,0,0,0,0,0.0671872279421558,0.0370163722895,0,0,0,0,0,0.0250423877568053,0.120507591534037,0,0,0,0,0,0.044761611826649,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.133472683225046,0,0,0,0,0,0,0.0537674691656395,0.207642541777379,0,0.123044245195796,0,0.0564345697668669,0.146583885805093,0.112692831023258,0,0,0,0,0,0,0,0,0,0,0.107959361557444,0,0.0382657560559103,0.0196461178831356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.065143937290403,0.415005318105937,0.0340455063374917,0,0.399346391394438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696597956669255,0,0,0,0,0,0,0,0,0,0,0,-0.0144922119706621,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.22280232142427,0.00376194718463752,0.320947848551233,0,0,0,0,0.274897745544625,0,0,0.0392053317897809,0,0,0,-0.0225075331696695,0,0,0,0,0,0,0,0,0,0.0635958452152017,0,0,0,0,0,0,0,0,0,0,0,0.048470833573103,0,0.0889468196587085,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0.0891906724310818,0,0,0.0069641897186078,0,0.0995115928072225,0.0923725429183318,0,0,0.370150968250159,-5.55111512312578e-17,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319702027424366,0,0,0,0.0162665607125509,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0555611188560424,0,0,-2.77555756156289e-17,0.00388784936257061,0.37601443063031,0,0,0,0,0,0,0,0,0.59093840669046,0,0,0,0,0.018462656705917,0,0,0,0,-0.0577207539279552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032761555234617,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.464494914842251,0.00541221995443764,0,0,0,0,0,0.120437723416313,0,0.298657891650831,0,0,0,0,0.0695087373849658,0,0,0,0,0,0,0,0,0,0,0,-0.0844023791056079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118460738536394,0,0,0,-0.0195841998448811,0,0,0,0.0508711428469376
X601988.CH.EQUITY,0.137529399969498,0,0,0.13946225125969,0.135406991588115,0,0,0,0,0.280726144329478,0,0,0,0,0,0,0.00353113898819752,0,0,0,0,0,0,0,0,0,0,0.172229438142251,0,0.00946105646241522,0,0,0,0,0,0,0,0,0,0.00643155659309639,0,0,0,0,0.0419700236657066,0,0.0682859675662611,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.329914759852925,0.25057395504458,0,0,0.0936602055322676,0,0,0,0,0.261843636106001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338757802914436,-0.0234358681471207,0,0.119169348871666,0,0,0,0,0,-0.029622444055042,0,0,0,0,0,0,0,0,0,-0.0593943026005134,0.025744070162513,0
X601658.CH.Equity,0,0,0,0.875908148722409,0,0,0,0,0.0842462490947405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.317805580946748,0.00439714790624433,0,0,0,0,0,0,0.395847023823536,0,0,0,-0.0477476548483969,0.115362355453863
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764070816891305,0.350443531000368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00884150851910345,0,0,-0.103093060248252,0,0,0,0,0,0,0,0,0,-0.0385116970896687,-0.257599839682894
X2388.HK.EQUITY,0,0.083022030589762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390722638780113,0,0.141654214245804,0.101374776194952,0,0,0,0,0,0,0,-0.0641714105344928,0,0,0.0247375206733022,0,0,0,0,0,0,0,0,0,0,0,0,0.37435822461472,0,0,0,0,0,0.0436265639448733,0
