,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.13798931796634,0,0,0,0,0,0.0243057599125943,0,0,0,0.129326286886236,0,0,0,0.448334887941784,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135657275718228,0.462782497169792,0,0,0,0,0,0,0,0,0,0.0879271118500982
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410117548877,0.0170719635402644,0.0860989219939333,0,0.0467052677173501,0,0,0,0,0.116175778221511,0,0,0,0,0,0,0,0,0,0.253836378462894,0,0,0,0.19923160415886,0,0.0208045999775447,0.0680855726591617,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.398159818390171,0,0,0,0,0,0,0,0,0.0457171541035492,0,0,0,0,0,0,-0.0771907505469377,0,0,0.28969859186372,0,0,0.12981978628687,0,0,0,-0.453999146027427,0.05363602422274,0,0,0,0,0,0,-0.166621966681009,0,0,0,0,0.0205584720122757,0.470443651672447,0,-0.0223609734103606,0,0,0.125360713860962,0,0,0,0.132831437860359
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0516380106759059,0,0.153106068360166,0,0.258874104948831,0,0.021787652408073,0,0.350902958002119,-0.103168824880495,0,0,0,0,-0.0746953986267231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0592251852469861,0,0,0,0.172357845848117,0.368901484950608,0,0,0,0,0,0,0,0,0.0168119830709847,0,0,0,0,0,0,0,0,0,0,0,-0.208012430067642,0,0,0,0,0,0,0,0,0.120806281671667,0,0,0.298648691205634,0,0,0,0,0,-0.0881795961270998,0,0,0.0487522895088997,0
X601988.CH.EQUITY,0,0,0,0,0.330059032515397,0,0,0,0,0,0.161818568041494,0,0,0,0.194241625224332,0,0,0,0,-0.0957270562145255,-0.124747257547471,0,0,0,0.243699224464715,0,0,0,0,0,-0.23320270536992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00234997260937348,0
X1299.HK.EQUITY,0,0,0,0,0.169308738248773,0,0,0,0,0,0,0,0,0,0,0.0355619394271608,0,0.173252987144954,0,0,0,0,0,0,0,0.0646094547670331,0,0,0,0.121720378122769,-6.93889390390723e-18,0,0.101289641267994,0,0,0,0.438736608686591,0,0,0,0,0,0,-0.183724021109003,0,0,0,0,0,-0.0299515928514022
X600036.CH.EQUITY,0,0.0292048212259295,0,0,0,0,-0.0373679046125664,0,0,0.518878745433096,0,0,0,0,0,0,0.114252902199709,0,0,0,0.289336487898805,0,0,0,0,0,0,0,0.154263563821961,0,0,0,-0.150425741419431,0,0,0,0,-0.153399818536984,-0.01518099699093,-0.0419027737644829,0,0,0,0.176957517006196,0,-0.0732888841606236,0,0,0,0
X601628.CH.EQUITY,0,0.0925850019189414,0,0.0507451979836566,0,0,0,0,0,0,0,0,0,0,0,-0.0211993424746786,0.14103984175741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.112383696176638,0.286910820807151,0,0,0,0,0,0.231098340076363,0.0833408811031474,0.13648631993574,0,0,0,0,0,-0.047716030057842
X601328.CH.EQUITY,0,0,0.0703700853271483,0,0,0,0,0.705512367170723,0,0,0,0,0,0,0,0,0,0,0,0,0.0921420382258646,0,0,0.0167162300912287,0,0,0,0,0,0,0,0,0.0263053666571597,0,0,0,0,0,0,0,0,0,0,0.00914703871294674,0,-0.143016147267641,0,-0.0387587522043848,0,0
