,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.232889208194622,0.182888414044427,0.0520006944219968,0,0,0,0,0,0,0,0.133337397047823,0,0,0,0,-0.0829815101991183,0,0,0,0,0,0,-0.307991883558719,0,0,0.886687799885262,0,0,-0.173614477667953,-0.057065110039463,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246722142984716,0,0,0,0,0,0,0.123900016044653,0.106302149050344,0,0,0,0,0.102140612308852,0.0387297752731739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115250785336122,0.0750938043801567,0,0.267780993689841,0,0,0,0,0,0,0,0,0,0,-0.114899174766288
X601939.CH.EQUITY,0.133445699341124,-0.145940171941031,0,0,0,0,0,0,0,0,0.203890976149811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144136907288627,0,0,0.0524497657199947,0,0,0,0,-0.203239238345006,0,0,0.122437148609638,0,0.591622523435825,0.158255110960899,0,0,0,0,0,0.0938169264891009,0,0,0,0.0828716852135387
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.547908325979932,0.0868774097264757,0.48424487309169,0,0,0,0,0.433736226504473,-0.418546661315611,0.357136850407862,0,0,0,0,-0.297146210456069,0,0,0.0535787453942879,0,0,0,0,0,0,0,-0.394569471181178,0,0,0,0,0,0,0,0,0,0,0,0.1029184787177,0,0.344740340662485,0,0,0
X5.HK.EQUITY,-0.0213811904050796,-0.411931886806286,0,0,0,0.0875225140522237,0,0,0,0,0,0,0,0,0,0.195528549991245,0,0.317037293960341,0,0.212198408505973,0,-0.0785074056722023,0,0,0,0.049562762547472,0,0.00960410983377734,0,0,0,0,0,0.0826635119853575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224077195344143,0,0.0431510982022822
X601988.CH.EQUITY,0,0,0,0,0.384802203094129,0,0,0.0427374144585615,0,0,0,0,0,0,0.177666258673237,0,0,0,0.208518106115523,0,0,-0.0798947650935257,0,0,0,0,0,0,0,-0.315194101727675,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0135835733722534,0,0.0198956774326944,0,0,0,0
X600036.CH.EQUITY,0,0.434320933651771,-0.038838020793213,0,0,0.0019632119726819,0,0,-0.0357937056904527,0,0.511893480190437,0.178314212345607,0,0,0,0.122507569477117,0,0,0,-0.165939949019584,-0.0663322394426529,0.287432482345745,0,0,0,0,0.110789634944714,0,0,0,0,0,0,-0.227719082238204,0,0,0,0,0,0,0,0,-0.148653559945109,0,0,-0.0716430196093178,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.277612007937058,0,0,0,0,0,0,-0.0856246744029682,0,0,0,0,0.0233370563768103,0,0,0,0,0,0,0,0,0.131325861815665,0,0,0.118375723424312,0,0,0.102079738268302,0,0,0,0,0,0,0,0,0,0,0,-0.0958717028824197,0,0,0,-0.027880681041954,0,-0.0102492112398308
X601628.CH.EQUITY,0,0.106929901244811,0,0.0093452081075474,0,0,0,0,0,0.172265852892404,0,0,0,0.338754749726271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05595141861697,0,0,0,0,0.0721559718080028,0,0.185290986436126,0.0392454368608555,0,0,0,0,0,0,0,0,0,0,-0.0365175328890097
X601166.CH.EQUITY,0.0826962805046836,0,0,0.214430282261849,0,0,0,0,0.234461169619643,0,0,0.272173254387967,-0.167866484031166,-8.67361737988404e-19,0.0185645724210229,0,0,0,0,0,0.13453125159084,-0.0289078224162524,0,0,0,0,0,0,0,0,0.219072909295937,0,0,0,0,0,0,0,0,0,-0.2152530164593,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0359225301924345,0.032443395278305,0,0,0.553643798798496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233778524032609,0,0.0321984454294289,0,0.207697094150724,0,0,0,-0.0172155132997362,0,0,0,0,-0.103065241689366,0,0,0,0,0,-0.0255163570206456,0.0925256275216079,0,0,0,-0.182586652045928,0,0,0,-0.159966023135206
