,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.544427338986965,0,0,0,0,0,-3.46944695195361e-18,0,0.0980972281990345,0,0,0,0.151465151591649,0,0,0.138127786167954,0,0,0,0,0,0,0.000992246096249471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473830764277547,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.156742797795577,0.262838177511578,0,0,0,0,0,0,0,0,0.279600350080512,0,0.0778444008241678,0.037782519766214,0,0,0,0,0.109182167748246,0,0,0,0,0,-0.0106916653055519,0,0,0,0.0688340991962301,0,0,0,0.0204988804154779,0,0,0,0,0,0,0,0.0295787364025252,0.0242828828821292,0
X601939.CH.EQUITY,0,0,0,0.656836168676396,0.0433272925041286,0.0414883142901495,0,0,0,0.242490468005658,0,0,0,0,0,0,0,0,0,0,0.0929529864008155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00199291697002917,0,0.0151865590695476,0,0,0,0,0,0,0,0,0.0783691199524074
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.385775898389374,0.0508575729064877,0,0.921504227841337,0,0,0,0,0,0,0,-0.138330399129558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131424724440366,0,0,0,0,0,0,0,0,0,0,0.0338964198608018,0,0.0318820794280048
X5.HK.EQUITY,0,0.0503102896955099,0,0,0,0.147550849771578,0,0.336053780897478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00608239862168422,0.029579871601707,-0.166783106358492,0,0,0,0,0,0,0,0,0.105438947002128,0,0,0.262953147053594,0,0,0,0,0,0,-0.111955006861353,0,0.0669148153752455,0
X601988.CH.EQUITY,0,0,0.063157121803972,0,0.204733443888571,0,0,0.109619337659226,0,0.0730002565862266,0.170159390153215,0,0,0,0,0.18017340561932,0.0494310327653242,0,0,0,-0.100155322358612,0,0,0,0.108664418763443,0,0,0,0,0,0,-0.203488630535342,0,0,0,0,0,0,0,0,0.058830511266098,0,0,0,0,0,0,0,-0.0209892220166291,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.411016517398719,0,0,0,0,0.0381822570357821,0,0.00940056481292852,0.102877793340155,0,-0.109025263814368,0,0,0,0,0.168802261536197,0,0,0,0,0,0.244373114974605,0,0,0,0,0.123357399308948,0,-0.0383080844233471,0,-0.168707802947286,0.0806150192503394,0,0,0,0.133250996605442,0,0,0,0,0.0122410067885925
X1299.HK.EQUITY,0,0,0,0,0.228016096247667,0,0,0,0,0,0,0,0.0241292833823451,0,0,0,0.197501557366674,0,0,0,0,0,0,0,0,0.0613093457843758,0,0.112430325222776,-0.140447562692704,0,0.0935847159905126,0,0.0101986078166694,0,0,0,0.397564380214027,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411183141641641
X601628.CH.EQUITY,0,0.0828985015576909,0,0.00158305111482752,-0.087018694025164,0,0,0,0,0,0,0.0531688521152706,0,0,0,0,0,0.208824064951679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407932252895487,0,0,0,0,0,0.220329010528803,0.0663063538387009,0,0.0903785506348625,0,-0.0113120123189253,0,0,-0.0184885464089576
X601328.CH.EQUITY,0,0,0.217539494640198,0,0,0,0.429160675544699,0,0,0,0,0,0.489916231131324,0,0,0,0,0,0,0,0.110510142327331,0,0.077354763553457,0,0,0,0,0,0,0,0,0,-0.17297682567403,0,0,0,0,0,-0.0927569833655917,0,0,0,0,0,0,-0.208211942171411,0,0,0.00203267343005307,0
X601166.CH.EQUITY,0.161264572192545,0,0.0274183570927619,0.272679160612886,0,0,0,0,0,0.12363015220796,0,0,0.157896895581237,0,-0.00254996243455814,0,0,0,0,0.0862474482654879,0,0,0,0,0.0663742803140166,-0.0624843785939783,0,0,0,0,0,0,0,0,0.114751183835672,0,0,0,0,0,0.071290080564992,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.109436712482914,0,0,-0.291551631087103,0,0,0,0,0,0,0,0,0,0,0,0,0.0642823612949635,0,0,0.0115385020559718,0,0,0,0,0,-0.121157207032852,0,0,0,0,-0.0509325851977824,0,0,0,0,0,-0.0416349343247459,0.187162292103616,0,0,0,0,0.271183201451844,0,0.102247253398272,0.121372432264091,0,0,0.0722762768431383
X600000.CH.EQUITY,0,0,0.178242379184794,0,0,0,0,0,0,0.165875430202286,0.291320303098425,0,0,0,0,0,0,0.0923213579613246,0.0974371618071898,0,0.0423424303436246,0,0,0,0,0,0.296003383662505,0.00932799834368827,0,-0.0751144382007712,0,0,-0.0584165417045871,-0.181755221998866,0,0,0,-0.171473928317475,0,0.0470644591428014,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0.0407045984164316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879363243333976,0,0,-0.276246243515736,0,0,0,0,0,0,0,0,0.0250824287353148,0,0,0,0.107132544494187,0.135330490590053,-0.140927514262551,0,0.140015665433982,0,0.419684995795927,0,0,0,0,0,0,0,0,0.443534102950729,0,0,-0.13039403678137,-0.0123095590106411
X11.HK.EQUITY,0,0,0.0865662342639819,0,0.0774522307663362,0.392857320605416,-6.93889390390723e-18,0,0,0,0,0.131181563781989,0,0,0,0,0,0,0,0.0865687224675833,0,0,0,0,0,0,0,0,0,0,0,0.559412698940553,-0.0601312731653446,0,0,0,0,0,-0.199511251484853,0,0,0,0,0.242717712086796,0,0.0293623640913846,0,0,0,0.0639388077425
