,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.18683680129358,0,0,0.255162435787159,0,1.73472347597681e-18,-0.0681280814045324,0,0.257125751655,0,0,0,0,-0.0653206641440517,0,0,-0.0352863221736921,0,0,0,0,0,0,0,0,0.0787811243202461,-0.0885762378627869,0,0,0,0,0,0,0,0,0,0.0464829952328595,0,0,0,0,0,0,-0.0615511870122091,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.179235200858514,0,0.0816709680442923,0,0.313235398774025,0,0,0,-0.0427978175832356,0.00208210513263505,0,0,0,0,0,0,0,0,0,0,0.0826866807145023,0,0,0,0,0,0,-0.274303720803591,0.260872551624656,0,0,0.20875880199669,0,0,0,0,0,-0.00959671161281477,0
X601939.CH.EQUITY,0.154947191599671,0,0,0,0,0,0,0,0,0,0,0,0,0.0295666879018485,0,0,0,0,0,0.320367877583205,0.138157281806652,0,0,0,0,0,0,0.103572618257368,0,0,0,0,0,0,0,0,0,0,0.174998452609399,0,0,0,0,0.0434591954593936,0,0,0,0,0,0
X601288.CH.EQUITY,0.33743816978169,0.0388694704905701,0.00441660482015582,0,0.0728297371306776,0,0,0,0.113293232793194,0,0,0,0,0,0,0,0,0,0,0,0.0666768189366947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752110258374776,0,0,0.174830459201381,0.0687360956376646,0,0,0.168403272467793,0,0,0,0,0.147184198527497,0,0
X5.HK.EQUITY,0,-0.180240940909452,0,0.422739091989839,0,0,0,-0.182976728555421,0,0,0,0,0,0,0,0,0,0,0,0.112605613755616,0,0,0.506722731984347,0,0,0,-0.0743775736820434,0,0,0,0,0,0,0,0,-0.154643177966959,0,0,0,0,0,0.125674008086496,0,0,0,0,-0.0431021358086947,-0.150514357780376,0,0
X601988.CH.EQUITY,0,0,0.0118316082441445,0.287007818612166,0,0,0,0,0.0574809408820786,0.128125665913758,0.403677535355311,0,0,0,0,0,0,0,0,0,0,0,0,0.0159969039786754,0,0,0.0643078718942605,-0.0803889318620605,0,0,0,0,-0.149656947518416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026355505110364,0,0,0.174489010304261
X600036.CH.EQUITY,0,0.346052062113035,0,0,0,0,0,0,-0.0409767804981745,0,0,0.000212714261539846,0,0.150007907832456,0,0,0,0,0.16128447795063,0,0,0,0.125461618303736,0,0,0,-0.0152107478129173,0,0,-0.0155332499859444,0,0.249902957522947,0,0,0,0,0.0551109199653369,0,0,-6.93889390390723e-18,0.137152216957545,0.135268054579469,0,0,0,0,0.00248632504251611,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0696601227677125,0,0,0,0,0,0,-0.0826155526305069,0,0,0,0,0.154829484821546,0,0.12315908166772,0.108393059296822,0.124097155952875,0,0,0,0,0,0.230935612938992,0,0,0,0.0666472955575053,0,0,0,0,0,0,0,0,0,0,0,0,0.0908476763651231,0,0,0,0
X601628.CH.EQUITY,0,0.0832037695945358,0,0.502628132078198,0,0,0,0,0,0,0,0,0.0208026362465495,0,0,0,0,0,0,0,0,0.0538029571935465,0,0,0,0,0,0,0,0,0,-0.0380972813256931,0,0,0.144702484815813,0,0,0,0,0,0,0.0220350786443881,0,0,0,0,0,0,0,0.0836060834646227
X601166.CH.EQUITY,0,0,0,0,0,0.211754344963801,0.0457696380703871,0,0,0,0,0,0,0,0,0.25452305360101,0,0,0,0,0,0,0,0,0,0,0.187959111418565,0,0,0,0,0.387361848636014,0,0,0.107986616676947,-0.0290069340782734,0,0,0,0,0,0,-0.0882977529834709,0,0,0,0,0,0,-0.1667104549042
