,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.11454682981214,0,0,0,0,0,0,-0.00695967314741647,0,0,0,0,0,0,0,0,0,0,-0.16908188770864,0,0.0500647583461677,0.695089704585718,-0.24328785329931,0,0.501445920694452,0,0,-0.155077321888238,0,0,0,0,-0.0394511748130165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112645284216303
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.324772469976502,0,0,0,-0.062606572519634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839150851311384,0.0953570334023918,0,0,0,-1.73472347597681e-18,0.222246609742082,0,0,0,0,0,0,0,0,0,0,0,0,0.0563306030961659,0,0.0523163395883143
X601939.CH.EQUITY,0,0.0819490005659391,0,0.801939066144768,0,0,0,0.00154225353987181,0,0.0440709004823638,0,0,0.0144649458199045,-0.0105003759686566,0,0,0.080562827487874,0,0,0,0,0,0,0,0,0.0255489164654147,0,0,0,0,0,0,0,0,0,0,0,0.0707076705674875,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.877620946447449,0,-0.0344134612841203,0,-0.0804269940295818,0,0,0.00244117051402599,0,0,0,0,0,0.0212172590597532,0,0,0.0487805194796458,0,-1.73472347597681e-18,0,0,0.160440446476228,0,0.0677992788008187,0,0,0.0373180805424308,0,-0.0382971059429989,0,0,0,0,0,0,0,0,-0.0419863732676215,-0.142181542138569,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0106786785095921,0,0,-3.46944695195361e-18,0,0,0,0,0,0.248721409914943,0,0.179973120293498,0,0,0,0,0,0,0,0.203317848178609,0,2.16840434497101e-19,0,0,0,-0.0924755779669727,0,0,0,0,0,0,0,0,0,0,0,0.356465144924252,0,0,0,0,0,0,0,0.0237802237193392,0,0.253074539440112,0,0,0
X600036.CH.EQUITY,0,0,0.0439241228688901,0.279062989446906,0,0,0,0.00493100897313505,0.0288348449121485,-0.00473868464876689,0,0,0,0,0,0,0,0.178267126958934,0,0.0323478062995857,0,0,0,0,0,0.0437764447565105,0,0,0.18372320603896,0,0.129554348568322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518295726114543,0,0,0,0,0.0342078287851034,0
X1299.HK.EQUITY,0,0,0,0,0.0725504029930617,0,0,0,0,0.143979467098591,0,0,0,0,0,0,0,0,0,0,0,0,0.296069092082625,0,0,0,0,0.0366597713694633,0,0,0,0,0.133354590539715,0,0,0,0.0657519780004952,0,0.0805215603799489,0,0,0,0.0958670086744751,0.0140266197170471,0,0,0,0.142478653778211,0,0,0.0339737396628887
X601988.CH.EQUITY,0,0,0,0.0872018932567563,-0.0455147158839864,0,0,0,-0.0202812767952482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175563249564433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125546902183348,0,1.00116619764218,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139336482039259,0.0102586340430104,0,0,0,0,0.0783693942222869,0.147464748136536,0.280775565917762,0,0,0.0145429517394438,0,0,0,0,-0.216064477467921,0,0,0,0,0,0,0,0.149613820947298,0.0871134076187633,0,0,-0.107686529184696,0,0.116781502272567,0
X388.HK.EQUITY,0,0,0,0,0.195895247043206,0,0,0,0,0,0,0,0,0,0,0,0,-0.0071435022941429,0,0,0.126398931709477,0,0.243398917313016,0,0.145539090254259,-0.0159516659540869,0,0,0,0,0,0,0.156471597802891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182461154713391,0.283010762916341
