,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.101269901646249,0.309042777852657,0.124749197823376,0.049258213631966,0,0,-0.0460942901276682,0,0,0,0,0,0,-1.0842021724855e-19,0,0.121179361059563,0,-0.0489532124874445,0,0,0,0,0.141809019171257,0,0,0,0,0,0.140819193531419,0,0,0,0,0.0324012672771639,0,0,0,0,0.035252889524481,0,0,0.326401745149406,0,0,-0.02933779530937,0,0,-0.0982490780322268
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964639,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0.15736136847365
X601939.CH.EQUITY,0,0,0,0,0.66586378564802,0,0,0,0,0.00634298273772866,0,0.306122408747362,0,-0.0368091109353944,0.0442019315912934,0.0245221396468422,0,0,0.0232550606502816,0,0,0,0,0.0277976322773634,0,0.0460501128127292,0.0209423275692095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592040686184189,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.16924230067765,0.176521076213029,0,0,0,0,0,0,0.345774481078386,0,0,0,0,0.114375370553493,0.0775661950327433,0,0,-0.0543378441185975,0,0,0,0.0295527572920478,0,0.0504337196740155,0,0,0.176497091737805,0,0,0,0,0,0,0,0,0,0,0,0.130427213473835,0,0,0
X601288.CH.EQUITY,0.16088403718433,0,0.79367217068194,0,0,0,0,-0.079579295298057,0,0,0,0.0517024203335918,0,0,0,0,0.0397375293863517,0.0228226519258678,0,0,0.00867451214698839,0,0,0,0,0,0,0,0,0.0219528146361189,0,0,0,0,0,0.0280825689331898,0,0,-0.0851191079706007,0,-0.184123344499934,0,-0.0142509198141599,0,0,0,0,0,0,0.0671308380372652,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0
X601988.CH.EQUITY,0.0740663433135796,0,0,-0.0270016869293859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602524583660345,0,-0.00740869210955603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282844706603814,0,0,0,0,0,0,0,0.930137631319503,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.270309909922572,0,0,0,0.10070859450243,0,0,0,0,0,0,0,0.216119557486344,0,0,0,0,0,0,0,-0.0781197715571305,0.0562856951640852,0,0,0,0,0,0.0462105425319924,0.059012877303002,0,0,0,0,0,0.167080019623316,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759393764988612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295680389930412,0.0648258450459143,0,0,0,0,0,-0.252990818319645,0,0,0,0,0,0,0.0697308228792604,0.341178530214846,0.10419524118505,0,0,0.0589342477833986,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0.068144133255612
