,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0871307940174526,0,0.394159053115225,0,0,0.102005825216157,0,0.109067004902942,0,0,0,0,-2.77555756156289e-17,0,0.189512830698479,0,0,0,-0.071871836021957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872256952364047,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0661829440775883,0,0
X601939.CH.EQUITY,0.223579692378006,0,0,0.0349839158158047,0.0743462531728499,0,0,0,0,0,0,0.06952873742075,0,0.334371489914829,0,0.206711203421098,0,0,0,0,0,0,0,-0.0514903294287226,0,-0.0868020468641974,0,0,0,0,0,0.0636829990193267,0,0.0262621274287849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.38853110530661,0.0308261113665764,0,0,0.354815807869076,0,0,0,0,0,0.0990664372280853,0,0,0,0,0,0,0.051584979302073,0,0,0,0,0,0,0,0,0,0,0,0.0195624152225714,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0322503080387562,0
X601988.CH.EQUITY,0,0,0,0.271865196890107,0,0,0,0,0,0,0,0,0,0.0883221733392491,0,0.100860353092702,0,0,0,0,0.268016469999801,0,0,0,0.00323474760602133,0,0,0,0,0,0.0383828926882985,0.0509573368970432,0,0,0.122850264840366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0553866557579676,0,0,0,0,0.040951297505392,0,0.232452893314354,0,0,0,0,0.409259062669903,0,0,-0.281764280587101,0,0,0,0.0868410188391311,0,0,0,0.0508750289202489,0,0,0,0,0,0.381914071784889,0,0,0,0,0,0,0,0,-0.0726647867018252
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0
X1299.HK.EQUITY,0,0,0,0,0,0.18495160275864,0,0,0,0,0,0,0,0,0,0,0,0.207078401978858,0,0.13095645101023,0,0,0,0.0961284135189301,0,0,0,0.0762446451768325,0,0,0,0,0.147012146624303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531801319902512,0,0,-0.100058809995769,0,0,0,0,0,0,0,0,0,-0.0122289504266536,-0.0750706298988239,0,0,0,0,0,0,0,0,0,0,0.217926579832456,0,0,0,0,0,0,-0.510149743598097,0,0,0,0.529245309946432,0,0,-0.10922177032954,1.01892645529683,0,0,0,0,0,0,-0.0855804812604576
X601328.CH.EQUITY,0,0,0,0.271842367886264,0,0,0,0,0,0,0,0,0,0.31493271839487,0,0,0,0.0654275025596477,0,0,0.0942636553713986,0,0,0,0,0,0.10088658081322,0,0,0,0,0,0,0,0.0917089524814174,0,0.103698738161902,0,0,0,0,0,0,0,0.0256858544265478,0,0,0,0,0,-0.0184087761025138
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385221298566346,0.563206102610243,0,0.0936256676577122,0,0,0,0,0,0.128147010722078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0
