,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.127342997629341,0.012307796344708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947381903557063,0,0.481659841390911,0.326614477533761,0.0403810488439929,0,0.164896707034924,0,-0.252714445603432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363270377030465,0,0.00342383223015406,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.112465561169049,0,0,0,-0.0129400080776954,0,0,0.0666368944264156,0.144649207346766,0,0,0,0,0.142755607853516,0,0,0,0,0,0,0,0,0,0,0.0513885761596887,0.00501167846657156,0.0507395183020863,0,0,0,0,0.223388795333934,0,0,0,0,0,0,0,0,0,0,0,0.0724844796155025,0,0.142302935326586
X601939.CH.EQUITY,0,0.0642868390980788,0,0.814591483430657,0,0,0,0,0,0,0,0,-0.0308736016492672,0.0140217924776627,0,0,0.0778855361316654,0.0430688773209711,0.0213888240101228,0,0,0,0,0,0,0.0177639307096659,0.0271218817950321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240623446893526,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.86787828864414,0,-0.0896758875668966,0,0,0,0,0,0,0,0,0,0,0.0273256785752801,0,0,0.153270544924135,0,0,0,0,0,-0.0278681380253094,0.0537568423758205,0,0,0,0,0,0,0.0433278644837953,0,0,0,0,0,-0.0320012197159771,0,0,-0.116124651329521,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.105510288816201,-0.0968768029879372,0.39958243524858,0,0,0,0,0,0,0,0,0,0.00275329004631141,0,0,0,0,0,0,0.00441772128047863,0,0,0,0,0,0,0,0.590167538074999,0,0,0,0,0,0,0,0,0.271380248111527,0,0,0,-0.0474545415160041,0.066734340350618
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.148233495496343,0.0923514702244822,0,0.0431095759732696,0,0,0,-0.012867416970688,0,1.0842021724855e-19,0,0,0,0,0,0,-0.0745524968472026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107545409814939,0,0.0076352169977503,0,0,0,0,1.04722034052142,0,0
X1299.HK.EQUITY,0,0,0,0,0.163060456281084,0,0,0,0,0.0821627532111309,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.212425936941114,0,0.366213126323331,0,0,0.0606605553345097,0.394958216621005,0.183517153899618,0.0926737429201838,0,0,0,0,0,0,0,0,0,0,0,0,-0.165453666945207,0,0.0796225271271105,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150452729240531,0,0,0,0,0,0,0.231105700065925,0,0.480463318603591,-0.129691645114505,0,0,0,0,0,0,-0.0314603082331203,0,0,0,0.00465297412474659,0,0,0,0.0108862559854329,0.0672257110583983,0,0,0,0,0.128907621094231,0
X388.HK.EQUITY,0,0,0,0,0.2363785663897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33007303370069,0,0,0,0.180370470401132,0,-5.42101086242752e-20,-2.77555756156289e-17,0,0,0,0,0,0,0,0,-0.154572747101251,0,0,0,-0.00605414598041552,0.110577103718297,0.15214025932812,0,0,-0.213008440864749,0.0560133691929987
X601658.CH.Equity,0,0,0,0.229909527548282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297347753613425,0,-0.0691106259977713,0,0,0,-0.0614517309704714,0,0,0,0,0,0.0726730388055688,0,0,0,0,0,0,0,0,-0.0332140884321659,0,0,0.306300867967132,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.104258112024725,0,0,0,-0.145624552618682,0,0,0,0.33638654523067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168917941452218,0,0,0,0.0144813214350192,0,0,0,0.189495032450369,0.109658814917135,0.0207748067923513,0,0.158566439583033,0,0.0418314971509089,0,0,0,0,0.0048125904800739,0,0,0,0.186397804578929,0.110281371442614
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.472840633695487,0,0,0,0.105732038460996,0,0,0,0,0,0.0288667065963786,-0.0142604788352615,0,-0.0863238844168543,0,0,0,0.326878944059336,0,0,0,0,0,0,0,0,-0.0326684482959858,0,0.0502618806773226,0,0,0,0.0964292911639795,0,0.0188639975499303,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.132126195784075,0.215783577788909,0,0,0,0.0500654361007124,0,0,0,0,0,0.0262799948113099,0,0,0,0,0.0710731472719524,0,0,0,0,0,0,0,0,0,0.0311199394517844,0.0999000567567416,0.00762463550983417,0,0,0.0472722398110134,0,0,0.00153284104942677,0,0,0,0,0,-0.0192518962776062,0,0,0.415936755189325,0,0
X601328.CH.EQUITY,0,0,0,0.0462889554923915,0,0.113100386567955,0.0205442504827858,0,0,0,0,0,0,0,0,0,0.0291175980885947,0,0,0,0,0.373416316419943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248224681292105,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.174343816980201,0.0910414872202519,-0.129633946979577,0,0,0,0.0960192615731034,0,0,0,0.200105389693094,0.00119785195005561,0,0,0,0,0,0,0,0,0,0,0.155056034191449,0,-0.0497617947365748,-0.160654465562509,0.0776422850102817,0,0.111974010695386,0,0,0,0,0.040612700140795,0,0,0,0,0,0,0,0.0293194339568942,0,0,0,0,3.46944695195361e-18,0,0
X600000.CH.EQUITY,0,0,0.0860124821577208,0.263427636728996,0,0.154056500176677,0,0,0,-0.047011009568294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337714702978364,0,0,0,0,-0.0983678446167496,0,0,0,0.309110092853835,-8.67361737988404e-19,0,0,0,0,0,0,0.691624309186183,0,0,0,0,0,0,0,0.0784853978568412,0.0407438443588552
X000001.CH.EQUITY,0,0.158279794813482,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.111751452473093,0,0,0.145693955056641,0,0,0.147336528328909,0.0223557718309446,0,0,0,0,0,0.173061900491936,0,0,0,0.00146526026790215,-0.0173775807690237,0.0917694991557488,0,0,0,0,0,0,0,0,0.0222335146025398,0,0.0241472168939725,0,0,0.0620789349567806,0,0,0.0342425026646352,0
X601319.CH.EQUITY,0,1.73472347597681e-18,0,0.197198963789334,0,0,0,0,0,-0.0128878451142771,0,0,0,0,0,0.0514579914693434,0,0,0,0.0744996438056994,0,0,0,0.154959651663909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372019864705833,0,0,0
X601601.CH.EQUITY,0,0.365680085081208,0,0,0.262502304147944,0,0,0,3.46944695195361e-18,0,0,0.0866946764724228,0,0,0,0,0,0.0762577079535653,0.0724175843224786,0,0,0,0.0625863279751537,0,0,0,0,0.0213065084745416,0.00316369406008895,0,0,-0.0353018871398091,0,0.10760036611132,0,0,0,0,0,0,0,0,0,0.350149875913405,0,-0.185464838633206,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.214828167326532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048045061056246,0,0,0,0,0.0933176062327096,0,0,0.0883467254946513,0,0,0,0,0,0,0,0,0.105574669245742,0,0.0108270854402898,0.369921411688988,0,0,-0.0292922279288291,0.0705984547487708,0,0,0,0
X600016.CH.EQUITY,0.0236293030265726,0,0,0.0232975515809593,0,0,0,0,0,0,0,0,0,0.118035290974578,0.120235816216421,0,0.0089065517219201,0,0,0,0,0,0,0,0,0.17298853167785,0.183192167122032,0,0,0,0.02430641799035,0,0,0.0296111425864007,0,0,0,0,-0.101102006522418,0,0,0,0,-0.0134353772062315,0,0,0,0.240434375327561,0,-0.0809618559652875,-0.04412449194024
X688.HK.EQUITY,0.285263180272899,0,0,0,0,-0.0343793361014854,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0668030217403845,0.494915374368684,0,0,0.0604556090650326,0.294492506883995,0,0,0,0,0,0,0,0,0,0,0,-0.0999242194629761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014557552170352
X601998.CH.EQUITY,0.246476171151539,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.304011312103494,0.00372628163245479,0,-0.0202492732045401,0.013370254148791,0,0,0,0,0,0,0,0,0,0,0,0.0125022801161101,0,0,0,0,0,0,0,0,0,0,-0.0168235847879354,0,0,0.570336046578956,0,-0.0615419171446131
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0.195047481722915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492654715700882,0,0,0,0.201838873723737,0,-0.068308587255946,0,0,0.165969466291218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068708630587599,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.096278364222719,0,0,0,0,0,0,0,0,0,0,0,0.0116347458947633,0,0,0,0,0,0,0.257415011258534,0,0,0,0.0707772176756264,0,0,0,0,0,0,0,0.00583806158422365,0,-0.0729626420045018,0,0,0,0,0.431721291959846,0,0,0.0797789788023446,0
