,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.191137840287749,0,0.204918041360244,0,0,0,0,0,0,0,0,0,0,0.100711213739397,0,0,-0.150118451677837,0,0,0,0,0,-0.27946207363963,0,0,0,-0.0775015719824901,-0.160095643990946,0.880296717383025,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.183026154798524,0,0,0,0,0,0.163691881811322,0,0.100087970684876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469565898764138,0,0,0,0,0.251485975465417,0,0,0,0,0.149902986766533,0,0,0,0,0,0,0,0,-0.11735439614042
X601939.CH.EQUITY,0.131570431712473,0,0,0,0.175341962831207,0,0,0,0,0.185038853727404,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.00457126842874024,0,0,0,-0.23324669162599,0,0,0,0,0,0,0.379698701068856,0,0,0.109467964785756,0,0,0,0,0,0.0881696944795944
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.594441499790167,0.336962577087363,0.0926648329720469,0.534506310498631,0,0,0,0.167853192134559,0.264994447885651,0,0,0,0,0,0,0,0,-0.350314329127392,0,0,0,0,0,0.0297400729535596,0,-0.710471741976484,0,0,0,0,0,0,0,-0.402585228870021,0.242146465841558,0,0,0,0,0.40329115686266,0,0,0
X5.HK.EQUITY,-0.0641063808579823,-0.0737138362310587,0,0,0,0,0,0,0,0,0,0,0,0,0.528365790041694,0,0,0.00873359639186118,0.406506707400174,0,0,0,0,0.0645768049220181,0.175592990103385,0,0,0,-0.0796426913584625,-0.112575730071951,-0.088895445349428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238006885615664,0,0,-0.105821369723171,0,0
X601988.CH.EQUITY,-0.371788386662827,0,0,-0.0244154871017619,0.484796650930066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768451015579804,0,0,-0.071889132343752,0,0,0,0,-0.555326489052178,0,0,0,0,0,0,0,0,0.117551806734885,-0.0489834730487769,0,0,0.138365995939054,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207047,0,0,0,0,0.284314167902445,0,0,0.0822510139752803,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.109133742233606,0.0143824023147608,0,0,0.134742570368297,0,0,-0.0735788425005334,0,0,0.0271071529042515,0.138929002220446,0,0,0.0607001890672817,0,0,0,0,0,0,0.165565254041257,0,0,0,0,0,0.145099040178037,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.019163611463619,0,0,0,0,0,0,0,0.0385431141414517,0,0.340494229937601,0,0,0,0,0,0,0.0351048717077001,0,0,0,0,0,0,0,0,0,0,-0.00208931089464959,0,0,0,0,0.242905196989286,0.0612723090726036,0,0,0,0,0,0.078204704216191,0,0,0,0,0,0,-0.130289807348172
X601328.CH.EQUITY,0,0,0,0,0,0,0.4438032525346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596494708880567,0,0.218136217231479,0.189024989813564,0,0.145668342105566,0,0,0,0,0,0,-0.201130257221852,0,0,-0.0769396629973238,0,0,0,0,0,0.115170759886287,-0.0186006480275475,-8.67361737988404e-19,0,0,0,-0.267234530115775
