,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0.141561953240968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139429771350887,0,0.017758488510257,0.417771621787247,0,0.454664240600899,-0.220365495008612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060379947674375
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0629878793729548,0,0.787626280152746,0,0,0,0.00773032585552658,0,0.0471041020787167,0.0514295855240361,0,-0.0553883008541448,0.0122313635892259,0,0,0.0772930567468449,0,0,0,0,0.000929045781873216,0,0,0.0343962209812352,0,0,0,0,0,0,0,0,0,0,0,0,0.0831007589790135,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545940861360583
X601288.CH.EQUITY,0,0,0.895979160769726,0,-0.025999084321914,0,0,-0.0856667901293831,0,0.0139270432436557,0,0,0,0,0,0.0144721040952025,0,0,0,0,0,0,0,0.123613587775087,0.0988785530891096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185091693137273,-0.133735071614296,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0280766366177142,0.304540422952406,0,0.268612383408703,0,0,0,0,0,0,0.438043533819488,0,0,-1.73472347597681e-18,0,0,-0.0748042574550909,0,0,0,0,0,0,0,0,0,0,0,0,0.035637965678654,0,0,0,0,0,0,0,0.129146357583576,0,0,0,0,1.73472347597681e-18
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0
X601988.CH.EQUITY,0,0,0,0.0683072658480432,0,0,0,0,-0.0528397062838399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710597450935369,0,0,0,0,0.0018487108887743,0,0,0,0,-0.0219994917453257,0,0,0,0,0,0,0,0,0,0,0,-0.13360767378681,0,0.998797185389105,-1.73472347597681e-18,0.000579942628275103
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0595304655782456,0.270393882520208,0,0,0,0,0,0.0182744459862637,0,0,0,0,0,0,0.30671082928882,-0.0254295981960778,0,0,0,0.0662229394434426,0,0,0,0,0.0943110120224985,0,0,0,0,0,0,0.0107468463026789,0,0.0757603503530152,0,0.0811764805950836,0,-0.0181506746078475,0,0,0,0.258996560557188,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162895768176764,0,0,0,0,0,0,0.175604132670885,0,0.353629245170398,0,0,0,0,0,0,0,0,0,0,0.0100746696380264,-0.0116689009907281,0,0,0,0.293672157660945,0.132030110619721,0,0,0,0,-0.319018773429441,0
X388.HK.EQUITY,0,0,0,0,0.220903020264458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126841100784244,0,0.254837659621185,0,0,0,0.114415199723932,-0.00871838759701485,0,0,0,0,0.129487353922921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181362474199438,0,0,0.283912882184727
