,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.360911222369821,0,0.310467493003213,0,0,0,0,0,0.0477132369755308,0,0,0,0,0.0513351605204848,0,0,0,0,-0.0444486491599242,0,0,0,0,0,0,0,0.0441612550170117,0,0,0,0,0,0,0,0,0,0,0,0,0.0902116980157635,0,0,0,0.0582131517079044,0,0,0,0,3.46944695195361e-18,0
X601318.CH.EQUITY,0.108477184662594,0,0,0,0,0,0,0,0.179219686503108,0,0,0,0,0,0,0,0.179214359280894,0,3.46944695195361e-18,0,0,0,0,0,0.0678332563546176,0,0,0,0,0,-0.0561989189866793,0.136484523925629,0,0,0.0316612855973008,0.156517709349751,0,0,0,0,0.0391610318547184,0,0.0204911489709345,0,0,0,0.0582829309025366,0,0,0.136092258888883,0
X601939.CH.EQUITY,0,0,0,0.340428152099658,0,0.0711628647486097,0,0,0,0,0,0,0.434313856194144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544538967917012,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.40565725657361,0,0,0,0,0.274329998792183,0,0,0,0,0,0,0,0,0.0312203374980405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176947434883789,0,0,0.0280818872262553,0,0,0,0.0397984365194356,0.0590678632642686,-0.0366121705846936
X5.HK.EQUITY,0,0,0,0.00856732530247852,0,0,0,0.00853448691106851,0.203429218088097,0,0,0,0,0,0.048354411484237,0,0,0,0.467547242568504,0.0659135724411156,0,0,0.0182717780133739,0,0,0,0,0.111528814894938,0.115936743929209,0,0,0,0,0,0,-0.144613706670155,0,0,0,0,0,0,0,0,0,0,0,0,0.0739359572750277,0,-0.0406384399932637
X601988.CH.EQUITY,0.386305834657811,0,0,0.00305978833732502,0,0,0,0,0,0,0.0657754041422818,0,0,0,0,0,0,0,0.0148149075650896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162126655302528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330871186186188,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.337453009813103,-0.0214371801652351,0,0,0,0,0,0,0,0.474570239447009,0,0,0,0,0,0,0,0,0,0,0.0482522312500569,0,0,0,0.077204974316153,0,0,0,0,0,0.017677165724211,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0750610096030125,0,0,0,0.428390308532471,0,0,0,0.120450893657829,0.0536326427297768,0,0,0,0,0,0,0,-0.0349406062248609,0.406739726445972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.257051984410818,0,0,0,0,0.0609400907998239,0,0,0,0,0.0128899281809575,0,0,0,0,0,0,0,-0.0798844139090015,0.0981812791294269,0,0,0,0.156856657792676,0,0,0,0,0.151980503733248,0,0,0,0,0,0,0.0712079592706034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663695162857201,0
X601658.CH.Equity,0,0,0,0,0,0,-0.109714487432133,0,0,0,0.264396056042548,-0.176446215593259,0,0.184346540666499,-0.225263620341701,0,0,0,0,0,0,0,0,0.626453981840397,0,0,0,0,0,0,0.11887754425666,0,0,0,-0.0075403626179118,0,0,0,-3.46944695195361e-18,0,-1.16854687131366,0,0,0,-0.255733096708799,1.16831784774226,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.262974789298256,0,0,0,0,0,0,0,0,0,0.202570115464722,0,0,0,0,0,0,0.0966508110422476,0.015472163875608,0.111101393769867,0,0,0,0.269643603861068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236168204495691,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.441947410247078,0,0,0,0,0,0,0,0,0,0,0.157072569718093,0.145580847791759,0,0,0,0,0,0,0,0,0.115735364244381,0,0,0,0,0,0,0,0.00708758695708367,0.122404512755318,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0514994639487789,0,0,0,0,0.171397503057917,0,0,0,0,0.215450819465261,0,0,0,0,0,0,0,0.0712305218244961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361985314505137,0,0,0.135309446750556,0.00434781285327727,0.0479792357099815,0,0
X000002.CH.EQUITY,0.195533950021201,0,0,0,0,0,0,0,0,0,0.0159220440318177,0,0,0,0,0,0,0.0497713154918168,0,0.018997300417463,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.51316427229287,0,0,0,0,0,0,0,0.20860830561226,0,0,0,0,0,0,0,-0.166722849945547,0,0.00387184979037822,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0208873350628868,0.0816313151899194,0.0670789007047784,0,0,0,0,0,0.0237873759189839,0,0.000431455594471669,0,0,0,0,0.636797826123761,0,0,0,0.0545894707077281,0,0,0,0.0678738090953034,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193170337792556,-0.0811739386215656
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.117214676942387,-0.00146607106642637,0,0,0,0.178178857551958,0,0,0,0,0,0,0,0.261061878044851,0,0,0,0.0393317984872798,0,0,0,0,0,0.220726968645327,0,0.100456879380787,-0.0694329096045588,0,0,0,0,0,0,0.07547766397795,0,0,0,0,0,0.0158280086816896,0.211688684532906,0
