,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.222836823583231,0,0,0,0,0.372390919013243,0,0,0,0,0,0.0285725967428791,0,0,0,0,0,0,0,0,0,0,0,0.254573805691765,0,0,0,0.0173589232181742,0.0257083646792646,0,0,0.0729546332474181,0,0.0608094504827986,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898760377450691,0,0
X601318.CH.EQUITY,0,0,0.10882302717457,0,0,0,0,0.0164710422902752,0.280247403920439,0,0,0,0,0.139086309805573,0.264661370861462,0,0,0,0,0.0495588495027465,0,0.039396399683873,0,0,0,0,0,0.19067728624771,0,0,0,0.0626662885770881,0,0,0,0,0,0,0.0256593941470643,0,0,0,0,0,-0.101430871367277,0.0484599008375683,0,0,0,0,0
X601939.CH.EQUITY,0.334757611636769,0.0400448647354766,0,0,0,0,0,0.262051579083108,0.273144533126826,0,0,0,0,0,0,0.208549037882595,0.00364713138920915,0,-0.00412136915079639,0,0,0,0,0,0,0,0.141249381163159,0.229547333589783,0,-0.0422497545377426,0,0,0,0.0791581663826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.155474888212489,0,0,0.0624003976931162,-0.103508359160553,0,-0.0999545329427611,0.145698806948493,0,0,0.154765984998929,0,0,0,0.16188588380736,0,0,0,0,0,0,0.399811678659715,0.0316951964902431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716314802934497,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.102014018349864,0,0,0,0,0.459682714403061,0,-0.0600335520509966,0,0.070623505779083,0,0,0,0,0,0,0,0,0,0,0.143216767058027,0,0,0.060839911076032,0,0.125278129954447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229196113433227,0,0,0.0124510858978791,0
X1299.HK.EQUITY,0,0,-0.0584640865101231,0,0,0,0,-0.00181885846851767,0,0.160256406252308,0,-0.0944966706642837,-0.0755988686586671,0,0,0,0,0,0,0,0,0,0.161128844015803,0,0,0,0,0,0,0,0,0,0,0.123710147307623,0,0.0531852653857246,0,0,0.227602354086423,0,0,0,0.251388075812731,0,0,0,0,0.084282524118844,0.183662933653372,0,0
X601628.CH.EQUITY,0.00935475947047105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838662287411508,0,0,0.147516328070096,0,-0.0136215836010567,0,0,-0.153848378901115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469156850538674,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.525049712925629,0,0,0,-0.00800278406172563,0,0,0,0,0,0,0,0.286971988237957,0.135119215631181,0,0.0435024046888721,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418427609618247,0,0,0,0,0,0,0,0,0,0,-0.0982097199099447,0.00136940653307042,0,0,0,0,0
X5.HK.EQUITY,0,0.020929868351143,0.0846680581122508,0,0,0,0,0,0,0,0.163241534348464,0,0,0,0,0,0,0,0,0,0,0,0.0815555251980379,0,0.100918967252477,0,0,0,0,0,0,0,0,0.105614763667305,0,0.0850727987170058,0,0,0,0,0.37668895016187,0,0,0,0,0,0.0849519898431749,0,0,0,-0.0571680347993462
X388.HK.EQUITY,0,0,1.0842021724855e-19,-0.322429042648501,0,0.239278980172562,0,0,0,0,0,0,0,0,0,0,0,0.157111987354328,0.207389346571462,0,0,0,0,0,0,-0.00731209387132489,0,0,0,0,0,0,0,-0.0963237079215011,0,0,0,0,0,0.18266450524266,0,0,0,0,0,0,0,0.150435781305974,0.0401551548727487,0,-0.0670520438053464
