,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.107985042746481,0,0.0963093590970893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440078120957557,0,0.448984512528183,0,0.159494939576167,0,0,0,0,-0.145400253838289,0,0,0,0,-0.162092667282679,0,8.67361737988404e-19,0,-0.75456244643588,0,0,0,0,0.0761611528155455,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.384487958198666,0,0,0,0,0.0752000830453353,0,0,0.0127777081334149,0,-0.101785131821807,0.241157354879017,0,-0.0477137684519711,0,0,0,-0.0249429139821126,0,0,0,0,0.0757256252482505,0,0,-0.170575685481365,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.101695993055533,0,0,0,0,0.302970798019119,0,0,0.0634904789186932,0,0.105695853114195
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0
X601288.CH.EQUITY,0,0.705753945141908,0,0,0.0459817942960889,0,0,0,0,0,0,0.0186338788588305,0.138627066788076,0,0,0,0,0,0,0,0,0.0630604761170827,0,0,0,0,0,0.0188881585457564,0,0,0,-0.0382833608958139,0,0,0,0,0,0,0,0,0,0.0493389722801541,0,0,-0.0320508641957325,0,0,0,-0.0463598536948883,0,-0.0561128754690254
X601988.CH.EQUITY,0,0,0,0.434406508538407,0,0,0,0,0,0.212952559679103,0,0,-6.93889390390723e-18,0.0644528131462467,0,0.305163732285479,0,0,0,0.167682411811149,0,0,0,0,-0.0320371878672158,0,0,0,0,0,0,0,0,0,0,0,-0.488758804628513,0,0,0,0,0,0,0,0.210209491146114,0,0,0,0,0,0.426599338286227
X600036.CH.EQUITY,0,0.0650566309701203,0,0.0454905200824146,0,0,0.0150520469781144,0.0618895659215017,0,0,0,0,0,0,0,0,0,0,0,0.0402444556119343,0.188502185521864,0,0.0313135354786458,0,0,0,0,0,0,0,0,0.105964441871877,0,0,0,0,0,0,0,0,0,0,0,0.159100081310386,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118038679023154,0,0,0,0,0,0.225708973611179,0,0,0,0,0,0,0.0391782444602349,0,0,0,0.0561914991723301,0.0408240244855024,0,0,0,0,0.044501162198054,0,0,0,6.93889390390723e-18,0,0.131385129644927,0,0.101723846405913,0.241461003184354,0,0,0.0545197421101623,0,0.0448970161919921,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.356678457655999,0.0144581987804997,0,0,0,-0.0748580178298435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141477192518053,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.180054104345179,0,0.111357756886163,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144705716190395,-0.136834667415567,0,-0.0028735655596181,3.46944695195361e-18,0,-0.331377735619476,0,0.714941326294723,0.0788973802805403,0.474004253333642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105989282709987,0,0,0,0.212424139864758,0.119899265577485,0,0
X601658.CH.Equity,0,0,0,0.220013318510331,0.00119560018684476,0,0,0,0,0,-0.0305135293613246,0,0,0,0,0,0,0,0.272170057398961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909683302489057,0,0.240002859422185,0,0,0,0,0,-0.0406873656483254,-8.67361737988404e-19,0,0.108518940494446,0,0,0
