,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.36117140966153,0,0,0.0792286394913017,0,0,0,-0.0103892679152773,0,0,0,0,0.0263172999462657,0,0,0,0,0,0,0,0,0,0,0,-0.0101386677877867,-1.73472347597681e-18,0,-0.0463698978187456,0,0,0,0.166672204753488,0,0,0.0250093336610548,0.0793658194469642,0,0,0,0,0,0,0,0,0.0185173983679935,0.221583835898043,0,0
X601318.CH.EQUITY,0,0,0,0,0.0166097060408146,0,0,0,0.150790907456245,0,0.0571673364697654,0,0.0831726833941055,0,0,0,0,0,0.223412322951159,0.180487916173651,0,0,0,0,0,0,0,0,0,0,0,0.0896087989828222,0,0,0.0344514017452107,0,0,0.0495399525480625,0,0,0,0,0,0,0.00883358626559772,0,0,0,0,0,0.0728645332615611
X601939.CH.EQUITY,0,0,0,0.269449080565395,0,0,0,0,0,0,0.00460115583100598,0,0,0,0,0,0,0,0,0,0.0515896371321457,0.71967227534176,0.0442514406669167,-0.255219739273788,-0.197911391629645,0,0,0,0,0,0,0.158962581840493,0,0,0,0,0,0,0,0,-0.0706076298315933,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.269821348606543,0,0.0224368183176771,0,0,0,0.217568542842414,-0.0240713763538633,0,0,0,0,0,0,-0.0304829532502422,0.201004438374653,0,0.0233295892601477,0,0,0,0.0817588438094343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630034221639421,0,0,0,0,0,0,0,0.187901530110726,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0770182310153712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218496627305577,0,0,0,0,0,0.10985153951688,-0.149380067948916,0,0,0,0.102410856391489,0,0,0.00642485849151928,0.514652604549849,0,0.133847513874435,0,0,0,-0.00534910688199487,0,0,0,0,0,0,0,0,0,0,0,0.0518980229809074
X600036.CH.EQUITY,0,0.201917005207757,0,0,0.0922198465261425,0,0.0801200848921814,0,0,0,0,0,0.213637698936706,0,0,0,0,0,0,0,0,0,0,0,0,0.317580041153622,0,0,0,0,0.13899045592549,0,0,0,0,0,0,0,0.0474484941865504,0,0,0,0,0,0,0,0.0307730169229143,-0.0636932837349248,0,0,0.0111000315838084
X601988.CH.EQUITY,0,0.0331866804504149,0,0,0,0.32960333081991,0,0,0,0,0,0,0,0,0,0.470333999255795,0,0,0,0,0.0372977652358544,0,0,0,0,0,0,0,0,0,0.0117112072441936,0.140632056038302,-0.076664528691081,0,0,0,0,0,0,0,0,-0.0184784464519754,0,0,0,0,1.73472347597681e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.354286478308882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402974065973173,0,0,0,0,0,0,0,0,0,0.093796662942017,0,0,0.156370259502534,0,0.0916723828418254,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358902594176008,0,0,0,0,0,0,0,0,0,0.574872103325687,0,0.0761151013253009,0,0.0853133850842663,0,0.0855230757682117,0,0,0,0,0,0,0,0,0,0.230100744729646,0.0692938775804935,-0.0811184816634673,0,0,0,0.178110429893341,0.180299245883263,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.0191618834137213,0,0,0.158137057516899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488059363787114,0,0,0.153954493099545,0.0149087001448011,0,0,0.159405778626998,0,0.212009063031589,0,0,0,0,0.160807398586504,0,0,0.0185572248049249,0,0,-0.320735601145568,-0.113318720293333,0,0.0617712253537474,0,0,0.231176702180568,0
