,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0357163425479101,0.44679025897437,0,0,0.00329135054215694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590797863580873,0,0,0,0,0,0,0,0,0,0,0,0.245790036953186,0,0,0,0,0,0,0,0,0,0,0.166136388797828,0,0.0518190178915533,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.207447695448041,0,0,0,0,0,-0.0252746025911123,0.0498267049538594,0,0,0,0,0,0,0,0,0.0340361349764779,0,0.768608402528509,-0.269670817508475,0.0471819145395728,0.0588713924336897,0,-1.38777878078145e-17,0.101145852812606,-0.187872462977631,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953919555964304,0,-0.0246545877601367,0,0,0,0,0,0
X601288.CH.EQUITY,0.309915395397871,0,0,0,0,0,0.293814946876386,0,0,0,0.0294748828848068,0,0,0,0,0.183721865938341,0,0.00663551645406769,0,0,0,0,0.0307819201941543,0,0,0,0,0,0,0,0,0,0,0,0,-0.00435691242969884,0,0,0,0,0,0,0,0.17636714227056,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.0984806583766875,0,0,0.192941791009681,0.294720123419352,0,0,0,0,0,0,0,0,0.0142671253976476,0,0,0,0,0,0.0164312562560885,0,0,0,0,0,0,0,0.141606925350488,0.111307261501588,0,0,0.0288803992618931,0,0,0,0,0,0.126097739890767,0,0,0,-0.194132189189181,0,0,0,0,0,0,0,0.264663218657594,0
X1299.HK.EQUITY,0,0,0,-0.0455045633899262,0,0,0,0,0,0.139294858655434,0,0,0,-0.169781983717601,0,0,0,0,0,0,0,0,0,0,0,0,0.239676637025004,0,0.0187606596830617,0,0,0,0,0,0,0,0,0,0,0.0979749617082286,0.128375633944311,0.0625124263277084,0,0.0745630119588256,0,0.0265139379174239,0.17154890944468,0,0.139058815070013,0,0
X5.HK.EQUITY,0,0.0170501737699515,0,0,0,0,0,0,0,0,0,0,0,0,0.0967207255087598,0,0,0,0,0,0,0,0.0557147734499948,0,0,0,0.122714106868459,0,0.618149092199701,0,0.0336809883405695,0.135976183296463,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.111748558924634,0.091987037928448,0.189380896526907,0,0,0,0.106736676756082,0,0.182366755065072,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0808771151705203,0,0,0,0,0,0.0202059765002029,0,0,-0.0491550801888222,0,0,-0.162312254126741,0,0,0.473404494147915,0,0.226426320400972,0,0,0,0.224421535552961,0,0,0.184191594502569,0.213130488085488,0,0,0,0,0.182236331117452,0,0,-1.73472347597681e-18,0,0.0554459943309971,0,-0.428859620821545,0,0,0,0,0,0
