,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601066.CH.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0344559813853564,0,0,0,0,0,0,0,0,0,0,-0.00193262334381587,0,0.536656095568604,0.789832011168566,-0.107316248804616,0.0108876493398399,0,0,0.207394689773069,0,-0.234033332460599,0,0,0,0,-0.32445895793548,0,0,0,-0.0450269204093513,-0.0801996965270837,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.20797812619246,0,0,0,-0.0185291642460024,0,0,0,0,0,0,0,0.0854488411422639,0,0,0,0,0,0,0,0,0,0,0,0.0325486369983898,0,0.0707734722180614,0,0,0,0,0,0.245999518311815,0,0,0,0,0,0,0,0.0982371562682731,0,0,0,0.218548667428771,0.0818516462949054
X601939.CH.EQUITY,0,0,0,0.826022546011714,0,0,0,0,0,0.0184516796353223,-0.0766594754250432,0,0,0,0,0,0.0687907323602838,0.0735585514031367,0,0,0,0.0017036186285277,0,0,0,0,0.0551913109698322,0,0.0301295624008322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217944432954872,0,0,0,0,0.0280935361061559,0.0350509385689747,0
X601288.CH.EQUITY,0,0,0.866943750738137,0,-0.0665397904522664,0,0,0,0,0,0,0,0,0,0,0.0331235244400655,0.0453001580787268,0.157255055106885,0,0,0,0,0,0,0,-0.102739272799997,0.020848761543067,0,0,0,0,0,0.0147705805732434,0,0,0,0,0,0.0148669886105417,-0.123745479150747,0,0,0,0,0,-0.0267095987730977,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0272987263518935,0.0579903755844655,0,0.374573085368638,0,0,0,0,0,0,0,0,0,0.124237811622228,-0.0375730845256549,0,0,0,0,0,0,0,0,0,0,0,0.475727722671148,-0.156000392720046,0,0,0,0,0,0,0,0.101052874314403,0,0,0.0477628243830177,0,0,0,0.0950510160379267
X600036.CH.EQUITY,0,0,0.383823989260644,0,0,0,0,0,0.0189904859118908,0,0,0,0,0,0,0,0.125795001947915,0,0,0.00148580931472839,0.00715610704188455,0,0,0,0,0,0.186277860904683,0,0.176596745264139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194951043470718,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0774586374795264,-0.149004406466322,0.0247530343392164,0,0.0506459279164932,0,0,0,-3.46944695195361e-18,-0.0658681410803489,0,0,0,0,0,0,0,-0.106424695318859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711096643182962,0,0,0.0070706753701401,0.0281188872261285,0.0204149505159258,0,0,0,0,1.04431967160739,0
X1299.HK.EQUITY,0,0.0891114700817393,0,0,0.193068184514002,0,0,0,0,0.21134080187846,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234361020477217,0,0,0.326886210740343,0,0,0.190180585119827,0.162807634244085,0.136124587499843,0,0,0,0,0,0,0,0,0,0.0589723101244782,0,0,-0.0913982766648458,0,0.120738002710588,0,0,0,0.0221177516270553
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258684015985385,0,0,-0.24162004616446,0,0,0,0.103613247123217,0,0,0,0.296865039848972,0.365985786378922,0,0,0,0,0,0,-0.165480792844862,0,0,0,0,0,0,0,0.063956595432422,-0.122895649765162,0,0,0,0,0,0,-0.085287403350119
X388.HK.EQUITY,0,0,0,0,0.308567384929801,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.365024929699294,0,0,0,0.285205347377377,0,0,0.250622745598351,0,0,0,0,0.0709823920497608,0,0,0,0,0,0,0,0,0,0,0,-0.0962627374165962,0.130511610258222,0,0,0,0,0,0,0.10907824834877
