,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.293170034020508,0,0.00552489070776805,0,0,0.441187765652093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11555847742443,0,0,0,0.0655457572753645,0,0,0,0.0183596391320119,0,0,0,0,0,0,0.0770021719914262,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.18537866246148,0,0,0,0,0,0.146863268403274,0,0,0.0395095063163249,0.0849886845901913,0,0.0503281466576034,0,0,0,0,0.180026447254745,0,0,0,0,0,0,0,0,0,0.0369768509479398,0,0,0.0570444991753143,0,0,0,0,0.0873419507036955,0,0,0,0,0,-0.0318096994181985,0,0,0,0.0311004261843582,0,0,0.0706831183608074
X601939.CH.EQUITY,0.382621502835214,0.118819617636596,0,0,0,0,0,0.118490492994045,0,0,0,0,0,0,0,0,0.121476584816824,0,0,0,0,-0.165613302887351,0,0,0,0,0,0,0.105047949921347,0,-0.00784384893864287,0,0.250074230861206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259689686958752,0.077233251919935
X601288.CH.EQUITY,0,0,0,0,0,0.00465340306632134,0,0.556983083291967,0,-0.0853905541924633,0,0.0457637269514974,0,0,0,0,0,0,0,0,0,0.075411921757221,0.0890005340468146,0.0801812068129677,0,0,0,0,0.110488089914478,0,0,0,0.0542097538639861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595360977164168,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.183669296556376,0.17124913906758,0,0,0,-0.055472082215001,0.132468762831187,0,0,0,0,0,0,0,0,0,0.0803158066378524,0.0251923572227298,0,0,0,0,0.135952466249049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359797055373078,0.0222966323876049
X601628.CH.EQUITY,0.0858913737154752,0,0,0,-0.00966886082609065,0,0,0,0,0,0,0.07878684584454,-0.0791747690576659,0,0,-0.247251802633393,0,0,1.73472347597681e-18,0,0,0,0,-8.67361737988404e-19,0,0,-0.0140186386306442,0,0,0,0,0,0,0.617837925916641,0.0981979844593642,-0.0109936512781036,0,0,0,0,0,0,0,0,0,0.0381282681097702,0,0,0.0498402917960474,0,0.19433175834083
X1299.HK.EQUITY,0,0,-0.230990888605675,0,0,0,0,0,0,0.128558047630244,0,0,0,0,0,0,0,0,0,0,0,0,0.0205550090593289,0.103949264485399,0,0,0,0,0,0,0,0,0.204577200084577,0,0,0,0,0.0110742564615638,0,0.175842897807832,0.0342272599918999,0.102226037653096,0,0.31502573604439,0,0,0.271010731164834,0,0,0,0
X601988.CH.EQUITY,0.167149533120651,0,0.0958917844714328,0.376102812746566,0,0,0,0,0,0.0473570007575399,0,0,0.181348163465924,0,0,0,0.133028790326841,0,0,0,0,0,0.0027508903349599,0.0209485887142505,0,0,0,0,0,0.0959983126135015,0,0,0,0,0,0,0.0187524687229025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.247367625052651,0,0,0,0,0,0,0,0,0,0,0,-0.0858383970233856,0,0,0,0,0,0,0,0,0,0.36708418456561,0,0.074557704860572,0,0.0631108464215554,0,0,0,0,0.0437101781568103,0,0,0,0,0,-0.016405184145813,0,0.224350213983257,0,0,0.103952050080784,0,0,0,0.123818745508842,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.278887133128128,0,0.272979161357873,0,0,0,0,0,0,0,0,0.017982781738162,0,0,0,0,-0.106576515560651,0.422472013000736,0,0,0,0.0135615442108699,0,0.00863308319546677,0,0,0,0,-0.192306272189077,0,0,0,0,0,0.0916880669274475,0.125431093506443,0,0,0,0,0,0,0.0678702360695885,0,0,0,0
