,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.475551939704397,0.118174746115703,0.122889182247513,0,0,0,0,0,-0.0920693916491905,0,0,0,-0.0328390174313548,0,0,0,0,0,0,0,0,-0.0357770384183249,0,0,0,0,0.00104496444268139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966888831183805,0.120867605924228,0
X601939.CH.EQUITY,0.202056501980298,0,0,0.296706055719358,0,0,0,0,-0.046194968129999,0,0.0857344470652071,0,0,0.152634810493426,-0.114094027282465,0,0,0,0,0,0,0,0,0.211523629626334,0,-0.0423159057096716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242169896617679,0,0,0,0.142326715149425,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0
X601288.CH.EQUITY,0.377092576603244,0,0,0,0.214148218913806,0,0,0,0,0,0,0,0,0.146984711028004,0,0,0,0,0,0.0913824101915445,0.0343228220030729,0,0,0,0,0,0,0,0,0,0,0,0.0843517349259114,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.47798853767853,0,0,0,0,0,0.185080767740831,0,0,0,0,0,0.0404078788340574,0.198992315195719,0,0,0,0,0,0,0,0,0,0.0119469861133244,0.0871597559293812,0,0,0,0,0,0,0,-0.579616863836659,0,0,0,0,0,0,0,0.176387535133771,0,0,0,0,0,0.0901987862665758,0.227074171633874
X600036.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.167119598242896,-0.0282212948881834,0,0,0,0.184705405540726,0,0,0.0429704429241603,0,0.149371461330283,0.0272628166084971,0,0,0.0138690686985877,0,0,0,0,0,0.293894423448955,0,0,0,0,0,0,0,0.130702431761815,0.0204271655925447,0.0279061550627075,0,0,0,0.0827470741022612,0,6.93889390390723e-18,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0353278261859471,0,0,0,0,0,0.0348056926448863,0,0,0.187237679175529,0,0,0.034161032045656,0.502059006661629,0,0,0,0,0.11553174348921,0,0,0,0,0,0,0.0173691588020199,0,0,0,0,0,0,0,0,0,0.084999669516522,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0166288488501793,0,0,0,0,0,0,0,0,0,0,0,0,-0.154614414600871,0,-0.163334421343325,0,0,0,0,0,0.466000147957741,0,-0.244715629728107,0,0,0.79430369642003,0,0,0,0,0,0,0,0,0,0.37268390201699,0,6.93889390390723e-18,0,0,0,0,-0.271110748666075,0,0,0.0214175579506226,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0304959918548251,0,0,0,0,0,0,-0.170286951138311,0,0,0,0,0,0,0,0,0.246514312982011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325666944787752,0,0,0,0,0,0.216019904282597,0.111733309106124,0,0
X601658.CH.Equity,0,0,0,0.15034934076411,0.147171919393579,0,0,0,0,0,0,0,0,0.128479554579655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168876427589594,0,0,0,0,0,0,0,0,0.214402444071839,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.334554529311978,0,0
