,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.212958911810179,0,0,-0.00662686749585824,0,0,0,0,0.566728309048694,0,0,0,0,0,0,0,0,0,0,0,-0.127360696777043,0,0,0,0,0,0,0,0,0,0,-0.285263648863719,0,0,0,0,0.681473457905886,0,-0.139646502197817,0,0,0,-0.0535750095315768,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00594293322517051,0,0,0.163607213149346,0,0,0.0250007508051865,0,0,0,0,0,0,0.0615340200669324,0.122892491896409,0,0,0,0,0,0,0.038462652673629,0,0,0,0,0.0528769634106883,0,0,0,0,0,0,0,0.0108516793803162,0.601434656066691,0,0.015273433621962,-0.0794511955726643,0,0,0,0,0,-0.0482955959177519,0,0
X601939.CH.EQUITY,0.282197467095004,0,0,0,0,0,0,0,0.0521446646192236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395600586622902,0,0,0,0,0.116480720456986,0,0.0206600385433917,0,0,0,-0.0833884260293784,0,0,0.383838397015004,0,0,-0.0206881701249059,0,0.110920121040351,0,0,0,0,0,6.93889390390723e-18,0
X601288.CH.EQUITY,0,0,0,0,0,0.312672429266581,0,-3.46944695195361e-18,0.146837596641787,0.00931914168782749,0,0.0486715909853336,0,0,0,0,0,0,0.149242655591208,0,0,0,0,0,-0.10294562896501,0,0,0.0940197393452142,0,0,0,0,0,0,-0.0818727540547376,0,0,0,0.0304010648117661,0,0,0,0.170911135539314,0,0.157044243489978,0,0,0.119029335156512,0,-0.076379383589691
X5.HK.EQUITY,-0.14724421873335,-0.184690134539823,0,0,0,0,0,0,0,0,0.061990516855592,0,0,0,-0.0540168259051199,0,0.189034240008591,0.0377079108363213,0,0,0.391980053662032,0,0,0.282402099709949,0,0,0,0,0,-0.00974798758128619,0,0,0,0,-0.102253465617853,0,-0.12299325314925,0,0,0,0.306195708961981,-0.0864878579308474,0,0,0,-0.0625313312912612,0,0,0,0
X601988.CH.EQUITY,0.225722446330118,0,0,0.574224201239954,0,0,0,0,0,0,0.119869317298606,0.135539496445702,0,0,0,0.0923839702385622,-0.0773747009248134,0,0,0,0,0,0.0181572987959171,0,0,0,0,0,0,0.00284472764342515,0,0,0,0,0,0,0,0.0131319745169831,0,0,0,0,1.73472347597681e-18,-0.0138084699608885,0,0,0,0,0,0.0389218991050587
X600036.CH.EQUITY,0,0.41124003464972,0,0,0,0,0,0,-0.0385473723197111,0.358799141384243,0,0,0.323511897760094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351203253984505,0,0.205899920906726,0,0,0,0,-0.179280799268294,0,0,-0.296670115085483,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00820793057934861,0,0,0,0,0,0,0,0,-0.045163889416445,0,-0.0524881432516737,0,0,0.289805094863213,0,-0.153388717009765,0.182777652658865,0.101525839778359,0,0,0,0,0.340667697000584,0.107460967865687,-0.162191290198406,0,0,0,0,0,0,0,0,0,0,0.0251646077919674,0,0,0,0,0,0,0,0.0383616141889798,0,0,0,-0.110070192885853
X601628.CH.EQUITY,0,0.10561382037112,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.266999355666838,0,0,0,0.0311491326066045,0.0286520962897667,0,0,0,0,0,0.120975952046374,0,0,0,0,-0.0513218651412356,0,0,0,0,0,0,0.0742910795841655,0,0.224670222188072,0,0,0,0,0,0,0,0,0,0.0723623900526216,0
X601328.CH.EQUITY,0,0.0602905052080089,0.0724573703324359,0.145353004183667,0,0,0.20399907572328,0,0,0,0,0,0.130239080163717,0,0,0,0,0,0.172680336372161,0,0,0,0.0183027912823159,0,0,0,0.179237842962397,0,0,0,0,0,-0.164885981548918,0,0,0,0,0,0,0,0,0,0.103458790947183,0,0,0,0,0,0,-0.338869147961116
