,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.586931657570348,0,0.180484939084217,0.025858191366301,0,0,0,0,0,0,0,0.0627650165049007,0,0,0,0,0.0275564387234107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157509221836345,0,0,0,0,0.0255363250126755,0,-0.0438315091250595,0.110187267285318,0,-0.0100570994923317,-0.0216974502475364,0,0,0,0.0431777638470085
X601939.CH.EQUITY,0.0575083141655787,0,0,0.576641214794646,0,0.0409022570441872,0,0,0,0.02441010992759,0.0683552353840111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.138645063981299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.031308774010632
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0
X601288.CH.EQUITY,0.116475633587778,-1.73472347597681e-18,0.00654142541018734,0,0,0.064058998265474,0,0,0,0.0824801939967743,0,0.0366650105011082,0,0,0,0,0,0,0,0,0,0,0,0,0.150471318926354,0,0.29690419910451,0,0,0.153343232680303,0,0.0581623019491654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0404013545160167,0,0.321654916737627,0,0,0,0,0,0,-0.320107519870318,0.221126267135881,0,0,0.118055720101114,-0.12585807187724,0,0,0,0,0,0,0,0,0,0.304649029166968,0,0,0.233314272744854,0.16847902172896,0,0,0,0,0,0,0,0.0548960661549114,0,0,0,-0.471134961333086,0,0,0,0
X601988.CH.EQUITY,0.26365883855363,0,0,0,0,0,0,0,0.114843390843998,0,0,0,0.00630755620196734,0.181159238963631,0,0,0,0,0,0,0,0,0.389979540696085,0,0,0,0,0,0.047571501337649,0.0385228655765062,0,0,0,0,0,0,0,0.0357424000312369,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0257583112557244,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.045608437374208,0,0,0,0,0,0,0,-0.0338718571598779,0.00884583181747558,0,0,0,0,0,0,0.712555947173946,-0.0130226564617213,0.0506183006825501,0,0,0.12012770770178,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0951360937078672,0.0687222814555112,0,0,-0.022856794865041,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234478631746013,0,0,0,0,0,0,0,0.171683110046627,0,0,0,0,0,0,0.12476391488422,0.00711193185784702,0,0,0,0,0,0,0.184743909779423,0.126575764805522,0,0,0,0,0.135957604364112,0,0,0,0,0,0,0,0,0,-0.112188862658452,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171809074340799,0,0,0,0,0.115085421453409,0,0,0,0,0,0,0.25671652467159,0,0,0,0,0,0,0,0.224863873653849,0,0,0,0,0.0656260043779351,0,0,0,0,0.0060815051946119,0,-0.00585977128189394,0,0,0,0,0,0.198600094251443,0,0,0,0.00222116757095192,0,0,0,0.0278540260192947,0,0
