,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0722864864217154,0,0.636843695491244,0,0,0.000119853190925119,0,0,0,0,0,0,0,0,0,0,0.116600407203665,0,0,0,0,0,0,0,0,0,0,0.0378998914007306,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869073512446841,0,0,0,0,0,0.0597974487656667,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0574478169427021,0,0,-0.00481000837180094,0,0,0,0.159357954235884,0,0,0,0,0,0.459888550755525,0,0,0,-0.0404520132882931,0,0,0,0,0,0.0598172910761363,0,0,-1.73472347597681e-18,0,0.0923242483708363,0,0,0.0687124957259623,0,0,0,0,0,0.00453038576105324,0,0,0,0,0,0.0112753370966408,0.140679446373192
X601939.CH.EQUITY,0,0,0,0,0.561969802325347,0,0,0,0,0,0.175550856705851,0,-0.0815323697294038,0,0,0,0,0,0,0,0.0199309307075326,3.46944695195361e-18,0,0,0.444306517045862,-6.93889390390723e-18,0,0,0,0,0.0227086387934262,0,0,0,0,0,0,0,0,-0.127998772624263,0,0,0,-0.0961275927090667,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0
X601288.CH.EQUITY,0.086785750870986,0,0,0,0,0,0.0659129759357628,-0.0197642521465125,0,0,0,0,0,0.0312465530381442,0,0,0.28400244980692,0,0,0,0,0,0,0,0.407421048040507,0,0,0,0.0389918363772094,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00487609137212048,0,0,0.0261075027066026,0,0,0,-0.0261262175528659,-0.118184505215647
X600036.CH.EQUITY,0.0111567602604773,0.243255473993252,0,0,0.0804286653258228,0,0,0.128911930923939,0,0,0,0,0,0.280415233398189,0,0,0,0,0.116918261939724,0,0,0,0,0,0,0.254451778168043,0,0.0659477882345942,0,0.0166320704225572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023662426096671,0,0,-0.0231787737883475,0
X601988.CH.EQUITY,0.102413588489235,0,0,0,0.224044396222668,0.332175486975523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930293162180414,0,0,-0.0354301020687432,0,0.0447374635542556,0,0,0,0,0.0104863622218311,0.241138225813945,-0.0270951947869941,0,0,0,0.0597993033650129,0,0,0,0,0,-0.121243546726927,0,0.0888356917679426,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.150124063157142,0,0,0,0,0,0,0.240779514004282,0.0714834097947346,0,0,0,0,0,0,0,0,0,-0.175637810020123,0,0,0.209316416336432,0,0,0.352254810722371,0,0,0,0,0,0,0,0,0,0,0,0.0198201161930724,0,0,0.040911149150045,0.178815721107354,0.0662130695035005,0,0,0,0.0495826048925935,0,0,-0.0792994421976557
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178801467723134,0,0,0,0,0,-0.159642957366492,0,0,0,0,0.205590964700504,0,0,0,0.0692642493184248,0,0,0.399889262644635,0.059972058031599,-0.0492610659518252,0,0,0,-0.0386894229016589,0,0,0,0,0,0,0.215345568166671,0.181156074094296,-3.46944695195361e-18,0,0,0,0,0.125343872862361,0
X388.HK.EQUITY,0,0.0422582706960929,0,0,0,0,0,0.0293208052511983,0,0,0,0,0,0.0206952880421128,0,0,0,0,0,0,0.0814948096999025,0.212603340930104,0,0.0828769811700019,0,0,0,0,0,0,0.198477652409329,-2.16840434497101e-19,0,2.77555756156289e-17,0,0,0.194778645388571,0.148594302134541,0,0,-0.165626172203556,0,0,0,0,0,0.222892800269958,0,0,0,0.0766303465176657
