,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X2884.TT.EQUITY,X600061.CH.EQUITY
X601398.CH.EQUITY,0,0,0.458887260581954,0,0,0,0,0,0,0.171687874262035,0,0,0,0.199076556485749,0,0.11141773791131,0,0,0,0,0,0,0,0,0,0,0,0,0.0443431250540216,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0204040043712311,0,0,0,0.0738913966021156,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0645836855075727,0,0,0.163310657559737,0.0186270421371351,0.0798380141324591,0,0,0,0,0,0,0.392774016052214,0,0.0577439130298858,0,0,0,0,0,0,0,0.0327520608363817,0,0,0.0925210877398301,0,0,0,0,0.00968092790139311,0,0.0550820380916127,0.0381794983261148,0.151490475593314,0,0,0,0,0.0944192501802282,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.741544675711025,0.0217149251441364,0.0401883079803583,0,0,0,0.235306599809303,0,0,0,0,0,0,0,0.0361723142910428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229072055227525,0,0.0230794721947633,0,0.0625259511776764,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.232677805245739,0,0.139544253741173,0,0.853490004816623,0,0,0,0,0,-0.248960278225197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236784420503475,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0565562318596678,0.408311803154843,0,0,0,0,0,0,0,0,0,0,0.0429109963674325,0,0,0,0,0,0,0,0,0,0,0.194242131082518,0,0,0,0,0,0,0,0,0,0,0,0,0.263747592600792,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-1.73472347597681e-18,0,0.412561559843768,0,0,0,0.00555786552728131,0,0.018570066404093,0,0,0,0,0,-0.206638995143313,0,0,0,0,0.337707936366104,0,0,0,0,0,0,0,0.101588210506241,0,0,0,0,0,0,-0.190198194824083,0,0,-0.103120533553695,0,0,0,0,0,0.385379907672622,0,0
X1299.HK.EQUITY,0,0.0834592735340105,0,-0.0829822363194444,0.243995614356149,0,0,0,0,0,0,0,0,0.313826290612732,0.250891532421816,0,0,0,0,0,0,0,-0.190251001660298,0,0,0,0,0.098949268804754,0,0,0,0,0,-0.0146697791987416,0,0,-0.163661724337537,0,0,0,0,0.0811105284756695,0,-0.0901112123004375,0,0,-0.100548887662575,-0.0159434003148064
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.457463245304799,0,0,0,-8.67361737988404e-19,0.0147737158780945,0.241050630789369,0,-0.0783136782582908,0,0,0,0,0.101920751939108,0,0,0,0,-0.0349140877983914,-0.150778579882248,0.105544113135844,-0.105260361688192,0,0.25449067745988,0,0,0,0,0,-0.067745723235606,0,0,0.104913280172734,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.126295229111451,0,0,-0.0899922608153039,0,0,0,0,0,0,0.0230465820769215,0,0,0,0.170972287307255,0,0,0,0,0,0,0,0,0,0.427352564715063,0,0,0,0,0.19921152523891,0,0.0833552120037041,0.0647678127067293,-0.0120435953271291,0,0,0,0,-0.00166614850549049,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.114942515276761,0,0.0653369015588982,0,0,0,0,0.251684878101053,0,0,0,0,0.582205279182844,0,0,0,0,0,0,0,0.314686630545051,0,0,0,0,0,0,0,0,-0.121418295976243,0,0,0.0366822600898548,0,0.0223952462414568,0,0,0,-0.271906727650181,-0.0340129916006846,0,-0.0359980483388725,0,0,0,0,0,0
X601166.CH.EQUITY,0.096346815087173,0,0,0.255619549645569,0,0.00982494118410883,0,0,0.0247668204075203,0.192828863581082,0,0,0.245789174067403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168521500459823,0,0,0,0
X601319.CH.EQUITY,0,0.275735207682729,0,0,-0.240766295502987,0,0.0391798839521456,0,0,0,0,0,0,0,0,0,0.0772579676694375,0,0,0,0,0,0,0,0,0,0,-0.0607570356066048,0,-8.67361737988404e-19,0,0,0,0,0.0579056744581887,0,0,0,0,0.001797292021144,0.541016851824772,0,0,0,0,0,-0.0805129183111443,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0662844850154309,0,0,0.279641357985848,0.364630819508693,0,0,0,3.46944695195361e-18,0,0,0,0,0.0404428385219268,0,0,0,0,0,0,-0.0276428328866636,0,0,0,0,0,0,-0.0700474300223988,0,0,0,0,0,0.117560994525061,-0.00183874105513874,0.0341693161165476,0.0700063714096638,0,0,0.195218191263991,0,0
X11.HK.EQUITY,0,0,0,0,0.420713965975164,0,0,0.0320464111758894,0,0,0,0.211003477645916,0,0,0,0,0,0.0858813066108409,0,0,0,0,0,-0.532598153713359,0,0.0878307132031224,0,0,0.0354799244113998,0,0,0.249254099346986,0,0,0,0,0.00847882243467596,0,0,0,0,0,0.257314084842191,0,0,0,0,0.247877266245587
X388.HK.EQUITY,0,0,0,0,0.0122229824323698,0,0.131237147925323,0,0,0,0,-0.0574800597980317,0.127672931465598,0.181982271722009,0,0.234994047787029,0,0.30531131523799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101779215037539,0,0,0,0.167895210578321,0,0
X601601.CH.EQUITY,0,0.0624254043364678,0,0,0,0,0,0.0634683839566447,0.271001299710533,0,0,0,0,0,0,0,0,0,0,0.024253961650269,0,0,0,0,0,0.260136237782077,0,0,0,0.0403558455515965,0,0,0.0115584718381585,0,0,0,0,0,0,0,0,0,0.0998652366716699,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.345782136814627,0,0,0,0,0,0,0,-3.46944695195361e-18,0.315020366775169,0,0,0,0,0,0,0,0,0,0,-0.119448966157036,0.213491752289859,0,0.395384947456871,-0.260449454824962,0.178843202308303,0,0,-0.157739266334309,-0.153681782306624,0,0,0,0,0,0,0,0,0.165672605642909,0,0,0.128251529433042,0
X2388.HK.EQUITY,0,0.256208116369212,0,-0.224254544138964,0.18566820219686,-0.359712475084375,0,0,0,0,0,0,0,0.0185911966764451,0.275644339954381,0,0,0,0,0,0,0,0,0,0,0,-0.102309570777777,0,0,0.0865012814239103,0,0,0,0,-0.0384927549350673,0,0,0,0,0,0,0,3.46944695195361e-18,0.574669831786766,0,0,-0.0903135379310743,0
X600030.CH.EQUITY,0,0.142244788777691,0,0,-0.010017977599893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134270126456618,0.206582302019092,0,0,0.217083607819286,0,0,0,0.329705771294288,0,0,0,0,0,0,0,0,0,0,0,-0.0411864178286574,0,0,0,0
X600016.CH.EQUITY,0.0111855281700234,0,0.0195947747853027,0,0,0,0,0,0,0.150442553062893,0,0,0.116892663054915,0,0,0.0204302018286331,0,0,0,0,0,0.00372601386554872,0,0,0,0,-0.0604494264026421,0,0.143016250432817,0.162526685556159,0,0,0.372612023545906,0,0,0,0,0,0,-0.0384271631069805,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.161135716436254,0,-3.46944695195361e-18,2.16840434497101e-19,0.0435815096861211,0,0,0,0,0,0,0,0,0,0,0,0.0149168151673723,0,0.143378779782316,0,0,0.184623888396319,0,0,0,0,0,0,0.0314952523739522,0,0.122722660702024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.143876958043524,0,0,0,0.112765625458597,0.042880494608537,0.0409741524776209,0.0143394195825079,0,0,0,0,0,0.00373464845934519,0.0862590698467083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179093550364856,0.0515921293927114,0,0.126426616984634,0,0,0.135595116242547,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.182989420167977,0,0,0,0.419580886717152,0,0,0,0,0,-0.137987789399114,0,0,0,0,0,0.124016550859888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0531870879870067,0,0,0.251030663382233,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357739953033724,0,0,0,0,0,0,0,0,0,0,0,0,0.166786612045877,0,0,0,0,0,0.174451685797835,0.0163064449984893,0,0,0,0,0,0,0,0,0.100159266267024
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.0531277689846669,0,0,0,-0.0264509508963355,0,0,0,0,0,0.291175893383075,0,0,0,0,0.0530493409143167,0,0,0,0.0970888742503142,0,0.00275315721543832,0,0,0.00600023491609679,0,0,0.166412668277029,0,0.223329758011244,0.12269621002175,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0.00352474628619411,0,0,0,0,0.0535433378088766,0,0.185058173418829,0,0,0.0628671011876695,0,0,0,0.199509837672653,0,0,0,0,0,0.0315064713213201,0,0,0,0,0,0,0,0.219653827141293,0,0,0,0,0,0,0,0,0.281614042786154,0,0,0.0305721102113017,0,0,0,-0.050683648675893,0,-0.0167300887364533
X601066.CH.EQUITY,0,0,0,0.295616385157689,0,0,0,0,0,0,0,0,0,-0.325715417826859,0,0,0,0,0,0,0.0137868781098946,0,0.0745359151669225,0,0,0,0,0,0.0502662307202253,0,0,0,0,0,0,0,-0.0485336131015272,0,0,0.082130441015987,0.681883959913785,-0.294050164753143,0,0,0,0,0.297467931965732,0.124001441393619
X600837.CH.EQUITY,0.0509438879763651,0,0,0,0,0,0,0,0.0442493861505835,0,0.0145836956937302,0,0,0,0,0,0,0,0.425082167454629,0,0,0,0,0.0604909745344659,0,0,0,0,0,0.0026336613987872,0,0,0,0,0,0,0,0.132692508736176,0,0,0.100532018423326,-0.012564806135409,0,0,0,0,0,0.163988649550174
X601229.CH.EQUITY,0.00160592997913937,0.13685200408323,0,0,0,0,0,-6.93889390390723e-18,0,0.112780052612103,0,0,0.202412897525963,0,0,0,0.106456709141181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476086899707865,0,0,0,0,0,0,0,0,0.0634882010813873,0,0,0,0,0,0.0889823986823118
X002142.CH.EQUITY,0,0,0,0,0,0,0,0.233077387180716,0.0273717537228247,0,0,0.0159294873620183,0,0,0.0593239441874433,0,0,0,0,0,0,0.229797705663782,-0.0335009406974438,0,0.249965728475247,0.176569517091941,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.139903968223914,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.118587883246629,0.0570679301451828,0,0,0,0,0,0.0558649388375399,0,0,0.0964906386215729,0,0,0,0,0,0,0,0,0,0.076885467912436,0.00256208815459084,0,0,0.0832256407265762,0,0,0,0.187675478041075,0,0,0,0,0.0992689194307125,0,0,0,0.0820700254778804,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,-0.0469222802855602,0,0,0.0454546636368625,0,0,-0.0418887526942165,0,0,0,0,0.038342571026621,0,0.154008998974759,0,0,0,0,0,0,0,0,0,0,0.212880883922701,0,0.054000281704557,0,0,0,0,0,0,0,0.0792850423585486,0,0,0.166932190887676,0,0,0.409232600075237,-0.0391306625497103,0,0,0.0342053502180704,0,0,0
X600015.CH.EQUITY,0,0,0.182271472514538,0,0,0,0,0.492667777273778,0,0,0,0,-0.0742479086901179,0,0,-0.0409666479277341,0,0,0,0,0.32340467042578,-6.93889390390723e-18,0.19739541612606,0,0,0,0,0,0,0,0,0,0,-0.0391947255604065,0,0,0,0,0,-0.110503720786958,0,-0.368762855866566,-0.0940309374886936,0,-0.0724072922514794,0,0,0.127871214166447
X2882.TT.EQUITY,0.250462282733786,0,0,0,0,0,-0.0878721129808721,0,-0.114511803180182,0,0,0.118013546012659,0,-0.0266176838711048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157873611453322,0,0,0,0.242162506198131,0,0.873986625427442,0,0.152953212332808,0,0,-0.135294122806,-0.0409635454262151,0,0,0.250454093530345,0,-0.417190077766221
X002736.CH.EQUITY,0,0,0,0,0,0.00599581964861394,0.0649846663871802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762342469252447,0,0,0.265496459399587,0.00341484234569673,0.0692315415630801,0,0,0,0.0570449453600576,0,0,0.06676736302793,0,0,0,0.372673017147404,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587612707980296,0,0,0,0.0530607416680207,0,0,0.026564674354967,0,0,0,0.412705376655281,0,0.0419482716905782,0,-1.73472347597681e-18,0,0.0419519563084816,0,0,0,0.20178856471443,0,0,0.096948775624504,0,0,0.187895223463194,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0.0799329734429475,0,0,0.0115374393790707,-0.1290013554797,0,0.0621491082558175,0,0,-0.15332753073939,0,-0.0901797917160161,0,-0.284687719170823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125717832823801,0,0.993208703639592,0,0.218050721935278,0,0,0,0,0,0.12550123261736,0.155701919024575,0,0,0,0.0703463436026631,0
X000776.CH.EQUITY,0,0,0,0,-0.0324289810499994,0,0,0,0,0,0,0,0,-0.069058589306716,0,0,0,0,0,0,0,0,0,0.0806864858881997,0.136973508204476,0.102813851786421,0,0,0,0.0126938670470454,0,0.215632217663318,0,0,0,0.201684496007749,0,0,0,0,0,0,0,0.129313412587923,0.103209897351452,0,0,0.161046174720322
X601881.CH.EQUITY,0,0,0,0,0,0,-0.15359729569136,0,0,0,0,0,0,0.100454902771849,0,0,0,0,0,0,0,0,0.101575266686718,0,0,0,0.041913956558282,0.144406042093774,0,0,0,0.12104640871112,0,0,-0.0975187971465635,0,-0.0940813003046032,1.73472347597681e-18,0,0,0.254626799717165,0,0,0,0.327008675539193,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0132376411292338,0.266795400805602,0,0,-0.124950884216208,0,0,0,0,0,0,-0.0162337852212429,0,0,0,0,0,0,0,0,0,0,-0.0191082735172935,0,0,0,0,0,-0.225963632839533,0,0.147488790696756,0,0,0.376295162927496,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.209773772557418,0,0,0,0,0,0,0,0,0,0,0,0.0619671506446838,0,0,0.102439882503948,0,0,0,0,0.274770971934704,0,0,0.0690921765210978,0,0,0,0.176617895328773,0,0,-0.0330147908971246,0,0,0.142290677508568,-0.138743244220157,0,0
X2891.TT.EQUITY,0,0,0,0,0.086605099741071,0,0,0.0934007880695525,0,0.338687034851008,0,-0.0601192589133504,0.0286752015451313,0,0,0,0.280636499349688,-0.0568587098443909,0,0,0,0,0.0301233869792589,0,0,0,-0.336155459741184,0,0.151826000593258,0,0.0100652555815952,0,-0.174335623164612,0,-0.0510121482028284,0,0.052624463152204,0,0,0.0920015603188785,0,0,0,-0.322245432142663,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0177247526887023,-0.0280674171148587,0,0,0,0,0,0.257661301291883,0,0.101209260195588,0.242568978169307,0,0,0,0,0,0,0,0.0748707763938418,0.000187215635056619,0.104631931495382,0,0,0,0,0,0,0.0329659081960139,0,0,0,0,0,0.130794909351478,0,0,0,0
X601009.CH.EQUITY,0.0868742949735782,0,0.0245231588036876,0,0,0,0,0,0,0,0.0650415405499577,0,0,0,0,0,0.196529142806638,0.130098929704431,0,0,0,0.115779570703683,0,0,0,0,0,0,0,0.112124216140631,0,0,0,0,0,0,0,0,0,0,-0.0261504328519058,-0.0832277731572608,0.426751142266882,0,0,0,-0.11131253226374,0
X600958.CH.EQUITY,-0.0344713444224644,0,0,0,0,0.0316627468941516,0,0,0.00720715146593282,0,0,0,0,0,0,0,0.0224459398505716,0,0.264912835691284,0,0,0,0,0.023437104450502,-3.46944695195361e-18,0,0,0.28482145811689,0,0,0,0,0,0.0222712683348406,0.142585743114435,0,0.124699138822027,0,0.199113170569043,0,0,0.0135555035610898,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0.0286150038008539,0,0,0.170291824761515,0,0,0,0,0,0,0.144945434061452,0,-0.178815456903518,0,0,-0.0429890499488045,0,0,0,0.133623445645608,0,0,0,0,-0.0234418351588879,-0.0131588673204778,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.25473016680524,0,0,-0.0406082611230667,0,0,0,0.500271473363757,0
X2884.TT.EQUITY,0.340700212718168,0,0,0.0331373023359832,0.0561312016745377,0,0,0,0,0,0,0,0,0.0160642911915448,0,0,0,0,0,0,0,-0.138741885871787,0,0,0,0,0.435904756234876,0,-0.112225119367295,0,0,0,0,0,0.131696127594977,0.0973118443940078,0.0528415890701339,0,-0.507622219102178,0.162083436082557,0,0,0,0,0,0.461218744447183,0,0
X600061.CH.EQUITY,-0.082977220582551,0,0,0.0427193338911215,0,0,-0.0322070552138221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142414831511558,0,0.132896176549805,0.185929344504332,0,0,0.26166212130355,0,0,0,1.38777878078145e-17,0,0,0,0,0.321903854492809,0,0,-0.0603578347948395,0.14295548235227,0,0,0
