,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601998.CH.EQUITY,0,0,0.0826965277650403,0,0,0.00509096625777055,0,-0.0675090180966569,0,0,0,0,0.0698653743742535,0,0,0,0,0,0,0,0,0.437277526382013,0,0.183022523120354,0,0,0,0,0,0,0.0395447658527267,0.0143630448546399,0,0,0,0,0,-0.0375953625252643,0,0,0,0,0.102809299136783,0,0,0,0.00974275474446183,0,0,0
X600030.CH.EQUITY,0,0.025095090903795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246819434261994,0,0,0.0965133858801091,0,0.213624212167236,0,0,0.0623698377425758,0.0782402668692406,0,0,0,0,0,0.0511146929239006,0.279229806153472,0,0,0,0,0.13075372686498,0,0,0,0,0,0.0782381975979849
X267.HK.EQUITY,0.0359926901955845,0,0,0,0.269998517160103,0,0,0.495669083805812,0,0,0,0,0,0.0708827191316963,0,0,0.034752209106757,0.222915648094684,0,0,0,0,0,0.128361715583775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236219740503372,0.128720579064772,0,0,0,0,0,0,0.0269861394835595,0
X600016.CH.EQUITY,0,0.0880213813290314,0,0,0,0.0960620414364184,0,0,0,0,0,0.284647466515582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514383671627813,0,0,0.159897005920181,0,0,0,0.0180427476689236,0.0181768811784691,0,0.410933500718814,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.231912202657235,0,0,0,0.150475006875476,0,0,0,0,0,0.393721493711214,0,0.0549915925604899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177821763871181,0,0,0.117644724221893,0,0,0.126839660853784,0.043610550777518,0,-0.0638272991162867,0,0,0,0,0,0.00480528800454125,0
X601818.CH.EQUITY,0,0,-0.227339861788008,0,0,0,0,0,0,0,0,0,0,0.165916001757239,0.0197549143746871,0,0,-3.46944695195361e-18,0.225285099540843,0,0,0,0,0,0,0,0,0,0,0,0.186103322904765,-0.0469652172677378,0,0,0.31514552956395,0,0,0,0,-0.00981281490654011,0,0,0,0,0,0,0,0.097018356405357,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935960678745164,0,0,0,0,0,0,0,0,-0.405760758408399,0,0,0,0,0,0.386242509280181,0,0,-0.0561246662318471,0,0,0.242503471637315,0,0,0.164046085873217,0,-0.0123008703983616,0,0,0,0.192487638573017,0,0,-0.0329123828326808,0,0.0296207384939591,0
X601688.CH.EQUITY,0,0,-0.0716253626878609,0,0,0,0,0,-0.359656070947521,0,0,0,0,0,0,0,0,0,-0.395582451987329,0.374801853405859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33126961996549,0,0,0.353004981348855,0,0.113399133164931,0,0,0,0
X002142.CH.EQUITY,0,0.186998946989421,0,0,0,0,0.175344578250545,-0.0545497760183242,0,0,0,0,0,0.206152332930581,0,0,0.113771575447137,0,0,0,0,0,0,0,-0.0367102353692312,0,0,0,0,-0.0178219065536072,0.229072267059505,0,0,0,0,0,-0.270795552585082,0.0477931093937683,0,0,0,0,0,-0.0722908425604215,0,-0.0418131505982795,0.164667157505835,0,-0.173272916449643,0
X601211.CH.EQUITY,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0666535625138152,0,0,0,0,0,0,0,0,0,0.307270072301922,0,0,0,0,0,0.0729607169723071,0,0,0,0,0,0.0919199872535445,0,0,0,0,0.290853871382773,0.07795692216704,0,-0.0612171070497077,0,0,0,0.0514246302326623,0,0,0,0,-0.0279940774757563,0.156297268713164
X600837.CH.EQUITY,0,0,0,0,0,0.0772643829728423,0,0,0,0,0,0,0,0,0,0,-0.0244806937692447,0,0,0.193120882210423,0,0,0,0,0,0,-0.0179025960826567,0.143840992541002,0,0,0,0,0,0.256137546239476,0,0,0,0.144758355087553,0,-0.154610159888867,0,-0.0115630465639141,0,0.145513669863818,0,0,-0.0508600018636976,0,0,0
X601229.CH.EQUITY,0.0609239213231729,0,0.446137485428099,0,0,0,0,-0.039769701541007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250378856071544,0,0,0.0756293217847077,0,0.0467186445303338,0,0,0,0,-0.0683009584033306,0,0,0,0,0.0357897821195218,0,0,-0.133332675801392,0.183286558051512,-0.10224037699339,0,0,0,0,0,-0.178128936714372,0.0199440505394389,0
X601336.CH.EQUITY,0,0,0,-0.0931800047867181,0,0,0,-0.217685635738538,-0.0616638100245275,0,0,0,0,0,0.322069217372955,0,-0.0962732655202082,0,0,0.126510412103971,0,-3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0321825405843715,0,0,0.506054801684897,0.0681089349482547,0,0.144031456363077,0,0,0,0,0,0,0,-0.0569324744813275,0,0.121882432010214,0,0
X2882.TT.EQUITY,-0.0581476936781088,0,0,0,0,-0.0246459796798287,0.0653224307672311,0.0656842087435585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126980144056829,0,0.136019695515463,0,0,0,0.0475031852313273,0,0,0,0,-0.153322540000329,0,0.407133463959631,0,0,0,0,0,0,0,0,0,0.0937996369113774,0,0.0279176920214453,0,0
X601169.CH.EQUITY,0,0.105635771188581,0,0,0,0.0407870581653588,0,0,0,0,0,0.222557680990552,0.096549603338753,0,0.158776303857973,0,0,0,0,0,0,0,0,0.0719557657777903,0,0.0222423104517168,0,0,0,0,0,0,0,0,0.455601020691511,0,0,0,0,0,-0.0402271780629022,0.0798306877652652,0,0,0,0,0,0,-0.08223312193766,0
X000166.CH.EQUITY,0,0,0,0,0,0.0293668758408888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00157514213413991,0.060308797354094,0,0,0.00927860227791287,0,0,0,0.0320908462398495,0,0,0.0604385517663227,0,0,0,0,0.0750823743381554,0,0.248996430273435,0,0.337807535021211,0,0,0,0,0,0,0,0,0.206687789194999
X600015.CH.EQUITY,0,0,0.194904319954213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411891125363223,1.73472347597681e-18,0,0.0552268830058054,0,0.0710363961406284,0.0321737776894405,0,0,0.0450265505068896,0,0.0181032275871849,0.277403412665805,0,0,0,0,0,0,0,0,0,0,0,0.00110028963837457,0,0.00628383600760023,0,0,0,0,0
X2881.TT.EQUITY,0.0450458597209814,0,0,0,0,0,0,0,0,-0.0160726397420433,0,0,0,-0.259815936758152,-0.0597487957350318,0,0,0,0,0,0,0,0,0,-0.0291859723310371,-0.106969676031775,0,0,0,-0.0702709209933315,0.395479505145616,0.5652492910882,0,0,0,0,0,0,0,0.14517774459535,-0.0762790250513478,0,0,0,0,0,0,0,0.194080523466255,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0.00270150806547608,0,0,0,0,0,0,0,-0.0938860553718167,0,-0.144771202329071,0,0,0.0963448171110455,0,0,0,0,0,0.120311992456591,0,0,0,0,0,0.157008047502643,0,0,0,0,0,0,0,0.130670596055968,0,0,0,-0.19134108314055,0,0,-0.134090915872405,0.628607439281331
X300059.CH.EQUITY,-0.125270699791271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084563397845842,0,0,0,0.140034811799011,0,0.20807156427526,0,0,0.182401189675806,0,0,0,0,0.1562696206413,0,0,0,0,0,0,0,0.0799110059895234,-0.0831026238455775,0,0.175905063526382
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16142168445841,0,0,3.46944695195361e-18,0,0,0,0,0.305143471802109,0.0227781474226502,0,0,-5.92315650032187e-05,0,0.195247787573655,0,0,0,0,0,0,0.0167759960555357,0,0,0,0,0.198829351110771,0.0375655515169888,0,0,0
X2891.TT.EQUITY,0,0,0.318212220104139,0,0,0,0,0,0,-0.0661359418250909,0,0,0,0,0.0759558960223431,0,0,0,0,0,0,0,0,0,0,0,0.182300391733829,0,0,0.0464340705681675,0,0,0,0,0,0.0579781112748887,0,0,0,0,0,0.21164807149692,0,0,0,0.116645146831502,0,0,0.308309427650004,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.079028843096038,0,0,0,0,0,0,0,0,0,0,0,0,0.0207263252638661,0,0,0.0960323606002097,0.0759700616842507,0.0206609951810926,0.00786352571539802,0,0,0,0,0.538585219401532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857514113582591,0,0.269606092529618
X2886.TT.EQUITY,0.283573556301528,-0.210108453344521,0,0,0.00305048060574054,0,0,0,0.0608065447534791,0,0,0,0,-0.0333922515663472,0,0,0.044093895882521,0,0,0,0.267567033564993,0,0,0,0,0,-0.0968077920912786,0,0,0,0,0,0,-0.0057870379745687,0,0.0547474218044077,0,0,0,0.25552355299935,0,0,0,0,-0.101934497374247,0,0,0,0,0
X601916.CH.Equity,0,0,0,-0.58107355597295,0,0.354164376731693,-0.342505112677849,0,0,0,0,0,0,0,-0.215569323154496,0,0,0,0.404100582157024,0,0.171149589867036,0,0,0,0.228719458109286,0.0509232898102714,0,0,0,0,0,0,0,0,0,0.55003271682911,0,0,0,0,0.147260846495904,-0.249136220633175,0,-0.272956684478618,0,0,0,0,0,0.119521119069921
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.141670500595353,0,0,0.110898526333616,0,0,0,0,0,0.310605739872155,0,0,0,0,0,0.0486984888579347,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.030201140130298,0.210563830764437,0.0922230762549926,0,0,0,0,0,0,0,0,0,0,0.0775326483432333
X600919.CH.EQUITY,0,0,0.275518087547599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00146860288777003,0.183496032018778,0,0,0,0,0,0.0695546599719279,0,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.199319777670178,0,0,0,0.0114989681894749,0,0,0,0,0,0,0,0,0,0,0,0,-0.215105297049133,0,0,0,0.289117120476095,0,0,0,0,0,-0.0258037160450233,0.14144917186027,0,0,0,0,-0.0483141216581589,-1.73472347597681e-18,0,0.162479325599096,0,0.114149517015815,0,0,0,0,6.93889390390723e-18,0,0.182721170279912,0
X601009.CH.EQUITY,0,0,1.73472347597681e-18,0.243996939771181,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.226267579011979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643406277872974,0.0169239367556149,0,0,0,0,0.244896863286683,0.107708164096253,0,0,0.0108579419172183,0,0,0,0,0,0.00259868832556664,0,0,0,0.0689407161568964,0
X601077.CH.Equity,0,0,0,0,0.0753699243006832,0,0,0,-0.311619516632759,0,0,0,0,0.178198127168193,0,0,0,0,0,0,0.0725062676553673,0,0,0,0,0,0,0,0,0,0,0,-0.107795641037179,0,0,0.131100372687775,0.247745706524967,0,0,-0.0303395991648284,0.20612935531324,0,0,0,-0.178673280181965,-0.0559779183134148,-0.042974321974256,0,0,0.00636438944153918
X2892.TT.EQUITY,0,0,0,-0.241896178271272,0,-0.0340797998872953,0,0.127368356058702,0,0,0,0,0,0,0,0,0.057315826919971,0,0,0,0,0,0.353810519966829,0,0,0,0,0,0,0,0,0.0384789644430517,0,0,0,0.04642976030086,0,0,0,0.159287640017373,0,0.0530596897646218,0,-0.0427126809275427,0,0.26435513644763,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.131869493039521,0,0,0,0,0,0,0,0,0.232533074631458,0,0,0,-0.00732418401394342,0.126401764781541,0.078174630826748,0,0.102824582574912,0,0,0.230365742226769,0,0,0.00270753903328714,0,0,0.206165429683607,0,0,0,0.0912504859568922,0,0.0081114420902177,0.0447149046554181,0,0,0,0,0,0
