,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601211.CH.EQUITY,0.0132247086680568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407004375571375,0,0,0.0124275247556929,0,0.0186356398972428,0,0,0,0.0641409113212607,0,0.0244151002949746,0,0,0,0,0,0,0,0,0.245941679577803,0,0.295347232511458,-0.00602972236436606,0,0.258202840567943,0,0,0,0,0.0189854244089286,0
X601336.CH.EQUITY,0,0,-0.0263230163206869,0,0,0,0,0,0.301904815009817,0,0,0,0.230816044269025,0,0,0,0,0,0,0,0,0,0,0,0.323660819774124,0,0,0,0.0426274993702631,0,0,-0.0325979917725712,0,0,0,0,0,0,0,0,0,0,0,-0.142379734889822,0,0,0,0
X601066.CH.EQUITY,-0.0861910823237376,0,0,0,-0.319202629628216,0,-0.130509205520583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33064045161339,0.0666464904343058,0,0,0,0,-0.0991184602636246,0,0,0,0,0.027504511736204,0,-0.159393552166764,0.109801604230639,0,0,-0.0128254464401327,0,0,0,0.128014074365457,0,0,0.0371909611757672,0
X600837.CH.EQUITY,0.0485067733275543,0,0,0,0,0,0,0,0.17140765604775,0,0,0,0,0,0,-0.0432186825490825,0,0.0756940174109581,0,0,0,0,0,0,0,0,0.0647850224814757,0,0,0,0,0,0.227338565736501,0,0,0,0,0.183880942911273,0.0448438193283667,0,0,0.164775081428319,0,0,0,0,0,0
X002142.CH.EQUITY,-0.00424182451763976,0.492020577247284,0.271261633988223,0,0,0.014723755647899,0.00817579944883272,0,0,0,0,0,0,0,0,0,0,0,0.256360765936891,0,0,0,0,0,0,0.0824034524486378,0,0,0,0,0,-0.111216714953352,0,0,0,0,0,0,0,0,0,0,0,-0.082144551096628,0,0,0,0
X601229.CH.EQUITY,0.466978792569742,0,0,0,-0.0622861216306382,0,-0.0755695263656549,0,-0.0314216189274014,-0.0687406178356074,0,0.21093488135204,0,0,-0.0791522184686041,0,0,0,0.232796147350137,0,0,0,0,0.0273814217150833,0,0,0,0.028698552575099,0,0,0,-0.032790573364862,0,0,0,0.258724109611898,0,0,0,0,0,0,0,-0.0498454669937009,0.239609381020791,0,0,0
X000166.CH.EQUITY,0.0120521165183726,0,0,0.0168454498164621,0,0,0.0376188639956944,0,0.0670879205145415,0.0117951216733415,0,0,0.0475327643316152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108373823039524,0,0,0.187592328203102,0.184094701186918,0.200085750195737,0,0,0,0,0,0.263313486617647,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.0669937845407123,0,0.00499673944342943,0,0,0,0,0,0,0,-0.136025802354339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16009279310898,0,0,0,0,0.263454395089375,0,0,0,0,0,0.0824632325472043,0.0439627141437736,0,0.103255759393521,0,0,0
X002736.CH.EQUITY,0,0,0.0823139934263764,0,0,0.0370044565754391,0,0.0703459618541321,0,0,0,0.122505757154908,0,0,0,0,0,0.177005390910648,0,0,0.0583629756014873,0.0482230687102878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357416840528473,0,0,0,0,0.0219034230681121,0.105683553491361,0.0752482533623722,0.0433737960126695,-0.00182083874996952,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.217789133078867,0,0,0,0.0967640323394494,0,0.225100950560726,0.0198052664962414,0,0.0526029451819778,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.459078935855735,0,0,0.0504350829917304,0,0,0,0,0,0,0,0.0334228662696223,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,-0.0074722131165863,0,-0.322734300742808,0,0,-0.029658040285293,0,-0.188964657753904,0.199186004786567,0,0,0,0,0,0,0,0,0,0,0,0.176847014415678,0,0,0,0,0,-0.131581458307807,1.16488929129394,0,0,0,0,0,0,0.150132672570053,0,0,-0.256550131540062,0,-0.188309772342029,0.0822881082731468,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0110140719800045,-0.501094461099355,0.473053307563977,0,0,0,0,0,0,-0.347845113364952,0,0,0,0,0.670880311585412,0,0,0.262443255688218,0.354314192427948,0,2.77555756156289e-17,0,0,-0.0973806064719387,0,0.12781628734889,0,0,0,0,0,0.0757019018377036,0,0,-0.361542393284794,0,-0.00707742733644767
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0427887060589506,0,0,0,0,0,0,0.20532340771181,0,0,0,0,0,0,0,0,0.300369875307129,0,0.00836520575652589,0,0,0,0,0.0756297875427532,0.228969256118813,0,8.67361737988404e-19,0,0,0,0,0,0,0.00888109074948261,0,0,0,0.234153487593194,0,-0.0488320330988058
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.119057544633631,0,0,0,0,0.193301604071399,0,0,0,0,0,0,0,0.0704782615862434,0,0,0,-1.73472347597681e-18,0,0,0.369211252444636,0,0.0878075126443131,0.1048887342639,0.00742776990473581,0,0,0,0,0,0,0,0,-0.078781368680145,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,-0.0471013386332266,0,0,0.0787327549123999,0,0,0,0,0,-0.0884808791718181,0,0,0,0,0,0,0,0,0,0.0299844818918871,0,0.352795933324881,0.224014087186133,0,-0.0725771986356585,0,0,0,0.369153192450538,-0.0522130765727969,0,0,0,0,1.38777878078145e-17,0.149039100057844,0,0.0234512450797541,-0.070473668882601,0.0252918341841068,-0.0917847804659049,0,0,0,0,0
X2891.TT.EQUITY,0,0.0754175398265292,0,0,0,0,0,0,0,0,0,0.00752274361030035,0,0,0,0.273411964334694,0,0,0.53284190710286,0,0,0.0915617792552485,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.76757558274304,0,0,0,0,0.114593186211716,0,0,0,0,0
X2886.TT.EQUITY,-0.302133219122276,0,0.0400500455419873,0,0,0,0,0,0,0,0,0,0,0,0.0794895449699795,0,0.0106921138337225,-0.0246996799944765,-0.08587563590516,0,0,0,0,-0.0451323973845291,0,0.218949447101286,0,0,0.0339948589917511,0,0,0,0,-0.172648406956338,0,0.18424303205784,0,0,0,0,0,0,0,0,0,0,0.721056075776947,0
X601881.CH.EQUITY,-0.0787250610455048,0,0,0,0,0,0,-0.28073799177378,0,0,0,0,0,0,0,0,0.196349425983218,0,0,0.0854841107330342,0.00225453096400762,0,0.135870728275609,0,0,0,0,0.357134365473742,0,0,0,0,0,0,0,-0.0251815628844859,0,0,0.152711205007073,0,0,0,0,0,0.297734938304505,0.0482975109717523,0,0
X600919.CH.EQUITY,0,0,0,4.33680868994202e-19,0,0,1.0548503298742,0,-0.90598956484771,0,0,0,0,0,0,-0.00863494292411597,0,0,-0.0130912913986511,0,0,0.0907756818322536,0,0,0,0,0.061376280953096,0,-0.165567839976897,0,0,0.339631456028629,0,0,0,-1.0842021724855e-19,0,0,0,-0.00787746848586901,0,0,0,0,0,0,0,-0.131684462710219
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0410439087113466,0,0,0.0871638516766378,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115449976391549,0,0,0.0339351363220397,0,0,0,0,0,0,0,0,0.41841437589381,-0.0127559477136424,0,0,0,0,0.0519510398571548,0.415830406768534
X600958.CH.EQUITY,0,0,0.103132501647248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179205984121032,0,0.00633327687372231,0,0,0.0471874043170173,0,0.222688384196927,0,8.67361737988404e-19,0,0,0,0,0.325345984906473,0,-0.000535203959889885,0,0.0445655931244318,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.413891683257076,0,0,0,0.0453013739262954,0,0,0,0,0,0,0,0,0,0,0,0,0.0999694657897622,0,0,0,0.399244879672888,0,0,0,0.11197026901995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128423533436578,0,-0.486833178584907,-0.0677749854797777,0,0,0.275192140456711
X2892.TT.EQUITY,0.0810435187890078,0,0,-0.145992676493029,0.110545362981094,0.0848577718055468,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.11985368066924,0,-0.129849258174203,0,0,0.0415615866493272,0,0,0,0,0,0,0,-0.0628830651867567,0,0.0664858046236678,0,0,0.103622705323164,0,0,0,0,0,0.604525847480931,-0.0964000749800674,-0.0683145609363011,0.263071960145104,0,0,0,0.0108139709383602
X5880.TT.EQUITY,0,0,0,0,0,0.0853897352256427,0,0,0,0,0,0.161365470961451,0,0,0,-0.0190797297399722,-0.0593078301247756,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810226985373451,0,-0.108004900743894,0,0,0,0,0,0,-0.0442743042784644,0.52256724810984,0,0,0.201175726176138,0,0.119073361686064,0,0
