,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X267.HK.EQUITY,0,0,0,0,0,0,0.0156495054977826,0.147189529210852,0,-0.295731970618179,0,0,0,0,0,0,0.376322032699035,0,0.153839240649785,0,0,0,0.263810320479276,0,0,0.105005559289691,0,0.315489749077557,0,-0.0905213584017663,0,0,0,-6.93889390390723e-18,0,0,0.00292919141877417,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.144754850262185,0.235044022551881,0,0.0355740094062113,0,0,0,0,0,0,0.0358968981422361,0.294489827326307,0,0,0,0,0,0,0,0,0,0,0,-0.0229990752301772,0,0.0873917340016976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12540918581177,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.107499483017336,0,0,0.105705588346635,-0.0366484754654128,0,0,0,0,0.297119500622075,0,0,0,0,0,0,0,0,0,0,0,0,-0.0647095400383077,0,0.446528456455052,0,0.138284541648197,0,0,0,0,0,0,0,0,0,0,-0.056975687000813,0.0630515329760775,0,0.0188959714926113,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015407691233947,0,0,0,0,0,0,0,0,0,0,0.186056810238089,0.0533839216954265,0.132031864445972,0,0,0,0,0,0,0,0,0.253433658537579,0.124619360549404,0.23548509272819,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,-0.0208295550793724,0,0,0,0.0973381291064852,0,0,0,0,0,0,0.0627540147330674,0,0,0,0.157948578944107,0,0.0963976820265499,0,0,0,0,0,0,0,0.265612063223515,0,0,0.0801800107538321,0.0915018885584205,0,0,0,0,0,0.294904828028545,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0.0326227304072064,0,0,0,0,0,-0.0241441674382885,0,0,0,0,0,0,0,0,-0.0520242903641506,0,0,0,0,0,0,0,-0.0418123422198082,0,0,0,0,0,0,0,0,0,0,0,0.111141555795661,0.547007639759259,0,0,0.117107504374165,0,0,0,0,0,0,0,0,0.175825304029995,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765006391341169,0,0,0,0,0,0,0,0,0,0,-0.0529983997194609,0,0,0.0447464757341261,0,0,0,0,0,0,0,0,0.00420205603807188,-0.227817320904195,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.0746308470509623,0,0,0,0,0,0,0,-0.117650452752674,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.206212958511154,0,0.0716717405452602,0.174097620402174,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.300562109157734,0.086116444726889,0,0,0,0.102760924648603,0,0
X600837.CH.EQUITY,0,0,0,-0.0186335598829518,0,0,0,0,0,0,0,0,-0.0686169076083892,0,0,0,0,0,0,0,0,0.10347827841012,0,0,0,0,0,0,0,0,-0.0597311418105169,0,0.195234226570858,0,0,0,0,0,0,0,0.507216929694931,0.123930696948298,0,0,0,0.0327067870722558,0.0413688740988772,0,0,-0.0371297154168835
X601336.CH.EQUITY,0,0,0,0,0,0.00509183157277919,0,0,0.113911845049974,0,0,0,0.0204397314821221,0,0,0.203355538792759,0,0,0.377396430027171,0,0,0,0.0266294504280322,0,0,0.0552730650325746,0,0,0,0,0,0.117416423845305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185760467588001,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0282137879276647,0,0,0.108248556498364,0,0.39535677375848,0,0,0,0,0,0.0466501899971162,0,0,0.0365171972117058,0,0,0,0,0.00597573273304109,0,0,0,0,0,0.141472881837346,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.229397885145765,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.095468188352444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347144236177157,0,0,0,0,0,0.20300252287368,0.217439370535292,0,0,0,0,0,0,0,0,0,0.139497105639913,0,0,0.21715859617283,0.0551997045148055,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0843170083944114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710408511917074,0,0,0,0,0,0,0,0,0,0,0,0.0876557863200932,0.244366696444855,-0.0218179112112539,0,0,0.19309100875071,0,0.00427780116703977,0,0.0289236156013251,0.331226113643326,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.0704620602248137,0,0,0,-0.0740549637276477,0,0,0,0,0,0,0,0,0,0,-0.103878404398352,0,0,0,-0.0299869993002839,0,0,0.618165338567121,0,0,0,0,0,0,0,0,0.275398290173214,0,0,0,0,0,0.0765286569389771,0,0,-0.0692366261915065,0,0.0801257937862822,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.0180764272729538,0,0,-0.0809770373217224,0,0,0,0,0,0,0,0,0,0.00785433935682289,0,0,0,0,0.0688703903193208,0,0,0,0,-0.0277895430695682,0,0,0.0611926571787559,0,0,0.171399406682622,0,0,0,0,0,0,0,0.355400309195261,0,0,0,0.260351138383956,0.0452407906941903
X600015.CH.EQUITY,0,0.343577776156886,0,0,0,0,0,-0.16013016716437,0,0.0216772249381393,0,0.018585823947843,0,0,0,0,0,0,0,0,0,0,0,0,0.385746330058836,0.205406781996786,0,0,0,0,0,0,0,-0.096743207684583,0,0.195325854353147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0752744059995902,-0.031224177852954,0,0,0,0,-0.00730091621302623,0,-0.0892391244302248,0,0,0,0.0246679368280187,-0.0786982575134138,0,0,0,0,0,0,0,0,-0.0393232524650351,0,0,0,0,0.1488494294068,0.0427638506808396,0.0310842263538833,0.205147867733627,0,0,0,0,0,0,0,0,-0.0892275084370792,0.38139372900161,0.256446319132962
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224365182566177,0,0,0.180522186880025,0,0.0103574252997673,0.0336379351483627,0,0,0,0,0,0.209566201369181,0,0,0,4.33680868994202e-19,0.219450712176562,0,0.0773213348868458,0,0,0,0,0,0,0,0,0,0,0,0,0.0393301298162749,0,0,0
X002736.CH.EQUITY,0.0897402699283145,0,0,0,0,0,0,0.0573759456123013,0,-0.120040358372793,0,0,0,0,0,0,0,0,0,0,0,0.0933534993726048,0,0,-0.0534872551050907,0,0.18978559001556,0,0,0,0,0.119347213414483,0,0,0.155744507395144,0,0,0,0,0,0,0,0,0,0,0,0.360578764315168,0,0,0.102228739313714
X601916.CH.Equity,0,0,0,0.127289020000989,0,0,0,0,0,0.0811368746858067,0,0,-0.12277489661752,0,0,0,0,0.344555297509984,0,0.312076992810139,0,0,0,-0.0977694608071267,0,0,0.0698914290460644,0,0,-0.100866393946773,0,0,0.145136732604823,0,0,0,0,0,0,0,0,0,0,0.119912988269441,0,0,0,0.0381575024626618,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.0773699468574745,0,0,0,0,0,0,0,0,0,0.211063061399557,0,0,0,0.191321831328445,0,0,0,0,0.00280018247756144,0.00866614905272205,0,0,0,0,0.0049679048072739,0,0,0.0543975882932282,0.121478816224876,0,0,0,0,0,0,0,0.288685077421682,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,-0.0386669494129599,0,0,0,-0.183547084416673,0,0,0,0,0.0189142853553258,0,0,0.239108899730421,0,0,-0.00675039012224711,0,0,0,-0.0953916605545853,0,0,0.208807182028019,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0152922389887197,0,0,0,0,0,0,0,0,0,0.349135208413248,0.357006477412148
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290893160343814,0,0,0,0,0,0,0.0089704367219012,0,0,0,0,0.142503933109934,0.168730557123405,0,0,0,0.0288770998866203,0.16635549047069,0,0,0.0948339865994689,0,0,0,0,0,0.029226723724935,0,0,0,0,0.140498901083556,0,0,0
X601236.CH.EQUITY,0,0,0,0,-0.0190470269395326,0,-0.08722016945675,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373331759725396,0,0,0,0,0,-3.46944695195361e-18,0,0,0.470540707147998,0,0,0,0.496199429350536,0,0,-0.089655888263545,0.0780699741636979,0,-0.0502419836506265,0,0.0629710345845148,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0.133294473345628,0,0,0,0,0,0,0,0.0855115411591024,0,0,0,0,0,0,0,0,0,0.011001795678345,0,0,0,0,0,0,0.05082814620598,0,0,0,0,0,0,0,0.0760627009850354,0,0,0,0,0,0,0.0879876721495946,0.0909531299764034,0.189615012134136,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-0.0714714804374963,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390880373853778,0,0,0.0707543504983657,-0.0490723265199877,0,0,0.000529278568005113,0,0,0,0,0,0,0,0,0,0,0,0.0190723451356763,0.103783656395158,0,0.362557844220284,0,0,0,0,0.35838765867626,0.0521387867550165,0,0,0,0.249945281655386
X5880.TT.EQUITY,0,0,0.0128687891360506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191145271152764,0,0,0.0801836044973904,0,0.0159320363433138,0,0,0,0,0,0,0,0,-0.0164489097880717,0,0,0,0,0.0125731069761131,0.166100780217276,0,0.464927096329562,0,0,0,0,0.234359858449458,0,0,0,0.0748309715204137,0
