,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X000069.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY
X601166.CH.EQUITY,0.0522862575300877,0,0.280805380780125,0,0,0,0.0973089269212982,0,0,0,0,0,0.102811840622207,0,0,0.0976995686649767,0,0,0,0,0,0.10634153335279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125524415926223,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.312122817009694,0,0,0,0,0,-0.0226519801669014,0.296224698531087,0.481299680925868,0.177904229782124,0,0,0,0,0,-0.497190470193163,0,0,0,0.135301143635237,0,0,0,0,0,0,0,0,0,0,0,0,0.0411207900542747,0,0,0,0,0,0,0.0925301612231251,0
X600000.CH.EQUITY,0,0,0,0,0.0801212699371196,3.46944695195361e-18,0.21406716799423,0,0,-1.38777878078145e-17,0.186454710802397,0.0124987365963688,0,0,0.107246109353016,0,0,0.0440597890554193,0,0,0,0,0,0,0,0,0,0,0.120314562364062,0,0.0570666366336057,0,0,0,0,0,0,0,0.0273631951145341,0,0,1.73472347597681e-18,0,0.0654799365788209,0,0,0,0.0168277468388046
X601319.CH.EQUITY,0,-0.029732889056041,0,0,0,0,0,-0.359178796211036,0,0,0,0,0,0,0,0,0,0,0,0,0.237566610300233,0,0,0.603557605353373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110176508925954,0.223478134850466,0.0764894535750449,0,0,0
X2388.HK.EQUITY,0,0,0,-0.0962359001909195,0.0526288081774027,0,0,0.0870289832797329,0,0,0,0.377009524890701,0,0,0,0,1.73472347597681e-18,0.143230621995294,0,0,0,0,0,0,0,0,0,0,0,0,0.163038538064188,0,0,0,0,0,0,0,0,0.147618126181984,0,0,0,0,0,0,0,-0.0834521581912899
X601601.CH.EQUITY,0.228737004944423,0.140995990788977,0,0,0,0,0.139441123935749,0,0,0,0,0,0,0,0,0,0,0.0230990597155741,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.276593442184893,0.017912348235028,-8.67361737988404e-19,0,0,0,0.0911607037718239,0,0,-4.33680868994202e-19,0,0,0,3.46944695195361e-18
X267.HK.EQUITY,0,0,0,0,0.0771417101332475,-0.520346908832029,-0.054230011798554,0,0,0,0,0,0,0,0.655841715753487,0,0,0.263975353031425,0,0,0,0,0,0.144492510862313,0,-0.349602781475492,0,0,0.296717210023942,0,0,0,0,0,0,0,0.137063004817824,0,0.153432020809255,0,0,0,0,0.224412920063384,0,0,0.171170259142542,0.0420019611896384
X388.HK.EQUITY,0,0,0,0,0,0,0,0.142909932363313,0,0,0,0.197188970323376,0.103210647435065,-0.052125316218205,0.063242830965312,0.27066517553816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929234326126214,0.0840267750683998,0,0,0,0,0,0,0,0.114896772104936
X601998.CH.EQUITY,0,0,0,0,0,0.0733108245060016,0,0,0,0.320835347793773,0,0,0,0,0,0,0,0,0,0.208075594351448,0,0,0,0,0,0,0,0,0,0,0,0.178476235631024,0,0,0,0,0,0,0.0814846368706664,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0742309793702919,0,0.0724788455417994,0,0,0,0.0891823645730779,0.21106069654816,0,0,0,0,0,0,0,0,0,0,0,0.0844785473422037,0,0,0.0300489988347169,0,0,0,0,0.045977731794215,0.279951151135382,0,0,0,0,0,0,0.0897744800189335,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0308087676546343,0,0,0,0,0.0401873600594603,0,0,0,0,0,0,0.0881911201389215,0.133190436224585,0,0.320609128367584,0,0.00543284091359803,0,0,0,0.0642731165603493,0,0,0,0.143016842698668,0,0,0,0.158388317327528,0,0,0,-6.93889390390723e-18,0,0,0
X000001.CH.EQUITY,0,0.110286297590947,0,0,0,0.100306333425444,0,0,0.0623314843397703,0,0,0,0,0,0,0.148526506134505,0,0.0159048504544062,0,0,0,0,0,0,0,0.185527934409349,0,0,0,0,0.216155980118006,0.0541405398298529,0,0,0,0,0,0,0,0,0,0,0,0.00540868369649122,0,0.000740298888479519,0,-4.33680868994202e-19
X601818.CH.EQUITY,0,0,0,0,-0.0294739467272035,-1.38777878078145e-17,0.231098954994646,0,0,0.348904106235011,0,0,0,0,0,0,0,-0.00426157271202942,0,0.181011330556123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441747373553034,0,0,0.159271695397451,0,-0.0318409218673368
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0132520704818443,0,0,0,0,0,0.463034860162197,0.142962928378051,0,0.118846344411535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824910324251458,0,0,0,0,0,0.027312340952423,0,-0.173538660280393,0.185051630724602,0,0,-0.0710476912173429,0,-0.171641181341821,-0.0407111624397607,0
X601211.CH.EQUITY,0,0,0,0,0.0180889349367968,0,0,0,0,0,0,0,0,0,0,0.100375849677596,0,0,0,0,0,0,0,0,0,0,0,0.229008410330819,0,0,0.00983830323847553,0.0511362591564975,0.150948603013862,0,0.34683356703231,0.104832476775011,0,0,0,0,0,0.057410160267528,0,0,0,0,0.00261812260252436,0.0543280129485823
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.125414112684555,0.140225710779709,0,0,0,0,0,0,0,0,0.106202379094991,0,0,0,0.429380543595217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193668674949355,0,0.121086936199192,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0.0318685546858982,0,0,0,0,0,0,0,0.0733554355674301,0,0,0,0,0,0,0,0,0.540410904542761,0,0,0,0,0.0852636813948749,0,0.0300728917956802,0,0,0,0,0.0702150275669747,0,0.0975408637099911,0,0,0,0,0,0.0460007173672002,0,0.0243401075607409,0,0,0.000403481289332453,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192688739371247,0,0,0,0,0,0,0,0,0,0,0,0.0916670961117118,0,0.153702087054721,0.0506385382182058,0.165463053972027,0,0,0,0,0,0,0,0.132459278999893,0.0424625497564341,0,0
X601229.CH.EQUITY,0.1642930890991,0,0,0,0,0,0.0247935531083622,0,0,0.074962442830929,0,0,0.320178234096499,0,0.0168515818076283,0,0,0,0,0,0,0,0,0,0.224447700238052,0,0,0,0,0,0,0.226887864223247,0,0,0,0,0,0,0.0382975474944696,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.105605308570631,0,0,0,0,0.0254473162147701,0.23691173780824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260711285138776,0,0,0.335314400674178,0,0,0.0830764124974505,0,0.0956746879102396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,3.46944695195361e-18,0.132130343036026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12262735539612,0,0,0,0.12425366525198,0,0.139032054053254,0,0,0,0.0113137438845931,0,0,0.0322020415654699,0,0,0,0,0,0,0,0,0.186283702032847,0.184986957880976,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,-6.93889390390723e-18,0.238035618190193,0,0,0.053184659003472,0,0,0,0,0.0488254221117471,3.46944695195361e-18,0,0,0.341337269555528,0,0.0988836694436191,0,0,0.325475349557536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0425840617863683,0,0,0,0,0,0,0,-0.0319368832870367
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0616958492482129,0.0167361173962689,0,0,0,0,0,0,0,0,0,0,0,0.00707551626022816,0.248231643188836,0,0.251674681112226,0,0,0,0,0,0,0,0,0,0.364926122276992,0,-0.0124262686410546,0,0,0,0.106915218160785,0,0.0910687077109927,0,-0.0871721424137406,0
X2882.TT.EQUITY,0,0,0,0,0,0.0978133739923675,0,0,0,0,0,0,0,0,0,0,-0.328110606280629,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.11120636161516,0,0.860912551636856,-0.0650166070571992,0,0,0,0,0,0,0,0,0.203733143989682
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179824175115007,0,0,0.363197528151387,0,0,0,0.236403075393021,0,0,0.112092117627959,0,0,0,0,0,0,0,0,0.2350444731089,0,0,0,0,1.73472347597681e-18,0,0,0.051180565799653,0,-0.0162201797910924,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,-0.0286061735019467,0,0,0,0,0,0.0647742245329493,0,0,0.0340920904840112,0,0,0,0,0,0,-0.0652229442743519,0.104988098616805,0,0,0.218755553810779,0,0,0,0,0,0,0,0,0,0,0,0,0.113940298570568,0,0.0635351571056651,0.0466430620394568,0.434830586514661,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415330036138593,0,0,0,0,0,0.373970331130372,0,0.104031502108245,0,0,0,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,-0.00419513977491626,0,0,0,-0.0552032515603321,0,-0.0185450542816284,0,0,0,0,0,0,0,0,-0.051933134387038,0,0,0,0,0,0,0,0,0,-0.00294495015651965,0,0,0,0,0,0,0.932112704789095,0,0,0,0,0.0792801854653518,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,-0.185161246801587,0,0,0,0,0,0,0,0,0,0,0.284082627681653,0,-0.156018695420754,0,0.445306485785082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208116716793745,0,0.0805277872218467,0.211023357709849,0,0.0602403502998445,0,0,0.109314271478713,-0.0906511279946572,0,0,0.0270989279611998,0
X2886.TT.EQUITY,0,0,0,-0.132019769312125,0,0,0,0,0,-0.0361938110907013,0,0.205885850148258,0,0,0.0501841998756834,0,0,0.185370021218867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255758724457632,0,0.0228904673120652,0,0,0,0,-0.28431718918549,0,0,0,0,0,0,0.316861048471494
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185595025207568,0,0,0,0,0,0.178156424797936,0,0,0.409616424565495,0,0,0,0,0,0,-0.0206566620756449,0,0,0,0,0,0,0,0,0,0,-0.156369237427302,0,0,0,0.260404227348054,-0.00663699166090259,0,0,-0.0634096855047682,-0.0729772010473102
X600919.CH.EQUITY,0,0,0,0,0,0.183897286159522,0,0,0,0,0,0,0,0.10162393725982,0,0,0,0.0964074887305678,0,0,0,0,0.0775942738356929,0,0.283440033013399,0,0,0,0,0,0,0,0,0,0.118494081834707,0,0,0,0,0.0315635083411297,0,0,0,0.0490035266396144,0.0649935193050171,0.0357761709764579,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864251701660938,0.0478365270541085,0,-0.052488017395513,0,0,0,0,0,0.0249731868551772,0,0,0,0,0.276477903870343,0,0,0,0,0.270925010825592,0,-1.73472347597681e-18,0,0,0,-0.0493425368469367,0,0.230674378666553,0,0,0,0.0439839554313876,0.134096553930411,0,0
X601009.CH.EQUITY,0,0,0.0203835799465083,0,0,0,0,0,0,0,0.534780427290433,0,0,0,0,0,0.17386244179337,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.14836714678712,0,-0.118675898020607,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221263022619085,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0798170072439772,0,0,0.144954910936364,0,0,0,0,0.509215944719482,0,0.0457693049066462,0,0,0,0,0,0.113315841773738,0,0.086909642961365,0.0215019149578642,0,0,0,0
X000069.CH.EQUITY,0,0,0,0,0,0.21000322168253,0.140024615422697,0,0,0,-2.77555756156289e-17,-0.123580762889117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476793245326261,0,0,0,0,0,0,0,0,0.318149003992132,0,0,0.213656999146181,0,0,0,-0.0274544449318696,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.038147934598323,0,0,0,0.23377839718348,0,-0.0198440631224467,0.164560060637935,0,0,0,0,0,0.0747176177505877,0,0,0.186082085232864,0,0,0,0,0,0,0,0,0,0,0.134231059888648,0,0.0352228037496065,0,0,-0.0625690885575725,0,-0.119840813908501,0,0,0.419096516670162
X2892.TT.EQUITY,0,0,0.00380452941674267,0,0,0,0,0,0,0,0,0.287982324045767,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123397491105599,0.0161857040954746,0,0,0,0.284805588381961,0,0.0716818903997388,0.121127294831067,0
