,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394168268077819,0,0,0,0,-0.122094529455553,0,0,0,0,0,0,0.627601556727137,0,0,0,0,0,0,0,-0.0112808863285301,0,1.73472347597681e-18,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.014549734409892,0,0.245929059088162,0,0,0,0,0,0.0138624538207761,0,0.106696281225119,0.0781487449458085,0,0,0,0,0,0,0,0.231486377732995,3.46944695195361e-18,0,0.0150762556887864,0.14728349436539,0.0295231392340789,0,0,0,0,0,0,0,0,0,0,0,0.00429537782269812,0,0,0,0,0
X601939.CH.EQUITY,0.536319562906101,-0.230888785650347,0,0,0,0,-0.0656959632971109,0,0,0,0,0,0,-0.0407071047369267,0,0,0,0,0,0.147634122037751,0,0,0,0,-0.129057030475546,0,0,-0.0256307859882827,0.722304657184725,0.0925130645074158,0,0,0,-0.0391575227045862,0,0,0,0,0,0,0,0,-0.0689979985320689,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0435473086214654,0,-0.300427568718369,0,0,0.0284296222056714,0.979510541656339,0,-0.124145064836426,-0.0122312337179887,0,0,0,-0.227934018561343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757742554308215,0,-0.35371759492628,0,0,-0.150587015216069,-0.0144518550478816,0.116559592876314,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0626271061254326,0.459558251060237,0,0,0,0.0217202702380135,0,0,0,0,0,0.0424436759854275,-0.0365384527465699,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.225637294078653,0,0,0,0,0,0,0,0,0,0,0,0.321824897065217,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.388254416466375,0,0,0,0,0,0,0,0,0,0,0.0451780437981608,0,-0.176337868033727,0,0,0,0.0759945989551388,0,0,0.3986942491315,0,0,0,0.0452673665147353,0,0,0,0,0,0,0,-0.138766511379425,-0.0580595371812662,0,0,0,0,0,0,0.0231074701890439,0,0.160480145411585,0
X1299.HK.EQUITY,0,0.0447448997656751,0,-0.0489922004471465,0.398110152744547,0,0,0,0.102624483253799,0,0,0,0,0.204626447554627,0,0.205689872002583,0.135230757433311,0,0,0,0,0,0,0,0,0,0,-0.130892183253846,0,0,0,0,0,-0.130481346972841,0.109382763284763,0,-0.0469074997160381,8.67361737988404e-19,0,0,0,0,-0.153180792943135,0,-0.0789145342356688,0,0,0.0180195069802153
X600036.CH.EQUITY,0.0291787849936672,0.345100016794649,0,0,0,0,0,0,0,0.401312578427543,0,0,0,0.0918721406340239,0.0874327713764664,0,0,0.101925014068212,0,0,0,0,0.109081491136853,0,0,0,0,0,0,0,-0.263799835089891,0,0.398008164577974,0,-0.0260215871044107,0,0,0,0,0,0,0,0.219724304048483,0,0,0,0,0
X601628.CH.EQUITY,0,0.285865687529717,0.00636378305469878,0.0479052081788165,-0.106031128577122,0,0,0,0,0,0,0,0,0,0.240560710654911,0,0,0,0,0,0,0,0,0,0.134117965654856,0.0705861812078824,0,0,0,0,0.14695450901928,0,0.0847053584054668,0.101835070135954,0,0,0,0,0,0,0,0,0,0,0,0.0140271878783404,0,0
X601328.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0.799122548343538,0,0,0,0.0375986367659191,0,0,0,0,0,0.0704768749500276,0,0,0,0,0,0,0,0,0,0,0,0,0.00282758008828949,0,0,0,-0.334835300238349,0,0,-0.10498557278593,0,0,-0.031906645622357,-0.0656072953038824,0,0,0,0,0,0.108348430239875
X601166.CH.EQUITY,0.149521743729145,0,0,0.249298959549826,0,0,0,0,0,0,0,0,0.367782142453804,0,0,0,0.0737552744382702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186723238916286,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.00105457216907846,0,0,0,0,-0.0330689073655606,-0.0270182292545407,0,0,0,0.127616183981836,0.0177609425725744,0,0,0,0,0,0,0,0,0,0.273645076908842,-0.037217006043549,0,0,0,0,0.53765866612654,0,0,0,0,0,0.105384785580407,0,0,0,0.0164783270577252,0,0,-0.185379460291917,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0252866397848768,0,0.0839176034645636,0,0,0.356223792672473,0.411429732527929,0.0208047634200353,0,0,0.00226920288385788,0.0335411081655156,0,0,0,0,0,0,0,0,0,0,-0.154095860130984,0,0,0,0,0,0,-0.042388756834634,0,0,0,0.181884903619167,0,0,0,0,0,0,0,0,0.172877759733756,0
X11.HK.EQUITY,0,0,0,0,0.461693619160791,0,0,0.159474616671163,0,0,0,0,0,0,0.262482056820278,0,3.46944695195361e-18,0,0,0,0,0,0,-0.302138319184247,0,0,0,-0.0200148180336798,0,0,0,0.439950776489048,0,0,0,0,0,0,0,0,0,0,0.00978833893306691,0.105110783870474,0,0,0.163236086363455,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.0848014649838085,0.369433475362154,0,0,0.00408595716695666,0,0,0,0,0,-0.100549123328124,0,0.0686303864642237,0,0.126734322896356,0,0,0,0.0283342879909795,0,-0.0509284898090434,0.164848058758467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,1.73472347597681e-18,0,0,0.0573307330327977,0.0255254530227466,0,0,0,0,0,0,0,0.0805694349542553,0.111607544558016,0,0.595080768436409,0.037475502795871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251775854561893,0,0,0,0,0,0
X2388.HK.EQUITY,-0.0390306189192832,0.194760614438693,0,-0.260362129012683,0.182890691921666,-0.434296351118799,0,0,0,0,0,0,0,0,0,0.434432525262871,0,0,0,0,0,0,0,0,0,0,0,-0.203263757223219,0.0981349683203085,0,0,0,0,0,-0.012966994771958,0,0,0,0,0,0,0,0,0.483177064059508,-0.0210804101773643,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0733532830302556,0,0,0,0,0,0.0671628500939768,0,0,0.154006874320606,0.0791085574010582,0,0,0,0,0,0,0,0,-0.247543418238148,0.132036989301296,0,0,0,-0.264509727716264,-0.223352602861196,0,0,0,0,0.0466187379099349,0,0,0.140357795549371,-0.0970539022850286,0,0,0.225564000328558,0
X600030.CH.EQUITY,0.0302138686833371,0,0.0356488906157599,0,0,0,0,0,0.00348493545360621,0,0.0500281474617526,0,0.00672936263061855,0,0,0,0,0,0,0,0,0.00827099351055749,0,0.235687633304779,0.0602852214717238,0,0.346784169624363,0,0,0,0,0,0,0,0,0.00751609342762989,0,0,0,0.253856369355966,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.0321460928499699,0,0,0,0,0,0,0,0,0,0,0.120663928489291,0.0108752920812859,0,0.400631246327841,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0300671077871557,0,0,0,0.0111648346350228,0,0,0,0.168410775252619,0,0,0,0,0,0,0.0844694650555451,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.197125916921503,0,0,0,0,0,0,0,0,0,0.158416555437217,0,0.0609411722618024,0,0,0,0,0,0,0,0.303152994020619,0,0,0,0,-0.0208118621667788,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.00313002750235592,0,0,0,0.108641648286786,0.0495881184980411,0,0.155654339322609,0,0.134155156387947,0,0,0,0,0,0,0,0.0425274759610779,0,0,0,0,0,0,0,0,0,0.139234660074654,0,0,0,0.189678953235544,0,0.107038510025226,0,0,0,0,0,0,0,0,0.0143464157908713,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.239042326392942,0,0,0,0.37348591519936,0,0,0,0,0,0,0,0,-0.0524356400275092,0,0,0,0,0,0,0,0,0,0,0.00867768571077793,0,0,0,0,-5.55111512312578e-17,0,0,-0.170565417193371,-0.213471845734999,0,0,0,0.412792604552086,0,0,0.182265702807892,0,0,0,-3.46944695195361e-18
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40116048921368,0,0,0,0,0,0,0,0,0,0,0.00853267698668851,0.0599998726314789,0,0,0,0,0,0,0,0.150594760843037,0,0.343579243437014,0,0,0.0181636330205908,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.03078316848636,0.0249239628194721,0,0,0,0,0,0,0,0,0,0.249106852395097,0,0.0302153965089955,0,0,0,0,0,0.0182182889649424,0.0560074012492362,0,0,0,0,0.031242738782607,0.00946490026478713,0,0.197583034218025,0,0,0,0.288983630732631,0.104686706623591,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,-0.123174495139605,0,0,0,0,0,0,0,0,0.128713852876505,0,0,0.29204314180111,0.0612712081489839,0,0,0.12714628072442,0,0,0,0,0,0,0,0,0,0.114558608231876,0,0,0,0,0,0,0,0,0,0,0.167282779141916,0,0,0,0,-0.0528995989501859,0,0,0.096912040067681
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205817413092582,0,0,0,1.73472347597681e-18,0.00966928706718545,0.218193023109817,0,0,0.140126836815997,0,0.0160620096198626,0,0,0,0,0,0.0508944363570929,0,0,0,0.0891156165766729,0,0,0,0,0,0.239805489765101,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.228760854771837,0,0,0,0,0,0,0,0,0.165436386486329,0,0,0,0,0,-0.16323056887205,0,0,0,0,0,0,0,-0.173440698210105,0,0.440702736453672,0,0,-0.0558839445690599,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.598958114972031,0.290910538616554,-0.0616258570769601,-0.0176440196614863,0.0195085617003834,0.0414848014285456,0.0478235876423359,0,-0.176649400253361,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0974395579464992,0,0,0,0,0,0,0,0,0,0,0,-0.0818809380092171,0,0,0.00833673431499826,0.0329492651038339,0,0,0,0,0,0,-0.056651599215336,0,0,0
X601229.CH.EQUITY,0.376074975942814,0,0,0,0,0,0,0,0,0,0.199813816718816,0,0,0,0.116500143602973,0,0,0,0,0,0,0,0.0690632246588802,0,0,0,0,0.0144597910401133,0.195417689833836,0,0,0,0.046219330300949,0,0,0,0.0709023252780172,-0.0292619529630084,0,0,0.0698945553570864,0,0,0,-0.0634770439043478,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,-0.523145975527119,-0.0416553759868084,0,0,0,0.173729738213672,0.0493717911574459,0,0,0.111539316264557,0,0,0,0,0,0.0242821287892529,0,0,0,0,0,0,0,0,0,1.55093267955927,0,0,0,0,0.161539240617276,0,0,0,0.122731056640349,0,0,-0.270387576957297,0,0,0
X000166.CH.EQUITY,0,-0.0629044765731232,0.00428742580236982,0.0381768517738981,0,0,-0.0390118027748689,0,0,0,0,0.109473230018556,0,0.131545695126693,0,0,-0.013107446284095,0,0,0,0,0,0,0,0.100124938202019,0,0,0,0,0,0,0,0,0,0.0978593624254548,0,0,0,0.455147357362753,0.224119837925923,0.0382481985759499,0,0,0,0,0,0,0.0513247670139516
X600015.CH.EQUITY,0.402805939446215,0,0,0,-0.251777426381364,0,0,0.233741435658789,0,0,0,-0.0630913981362249,-0.332442360696281,0,0,0,0,0,0,0,0,0.528759828043753,0.0502533252624445,0,-2.77555756156289e-17,0,0,3.46944695195361e-18,0,0,0.282032794134864,0,0,0,0,0,0,-0.0702371969289058,0,0,0,-0.209824248423369,0,0,0,0,-0.0510246042076169,0
X2882.TT.EQUITY,0.0813531109226508,0,0,0,0,0,0,0,-0.142738762355591,0,0,0,0,0,0,0,-0.110224963892772,0,0,0,0,-0.190767765313921,0,0,0,0,0,0,0,0,0.260663886607473,0,0,0,0.186313467410036,0,1.1523013539651,0,0,0,0.0498351923047496,0,-0.205306306768395,0,0,0,0.00800909835254278,-0.0439773543170629
X002736.CH.EQUITY,0,0,0,0,0,0.0102893970358987,0.0584583480063963,0,0,0,0,0.0390912126575838,0.0404160724879857,0,0,0,0,0,0.279053246967538,0.0199037278029941,0,0,0,0,0,0,0,0,0.07546451677791,0,0,0.053022824745906,0,0.0703108076754162,0,0,0,0,0.273434989864464,0,0,0,0,0.0079900267679697,0,0.152684848258502,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0.00407954784295391,0,0,0,0,0,0,0,0.0219818740089179,0,0,0,0,0,0,0,0.42870137887524,0,0.129741703063745,0.0251030587519374,0,0,0,0,0,0,0.219975513566537,0,0,0,0,0.160093853389809,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0.130748160692259,0,0,0,0,0,0,-0.0334109865894995,0,0,0,0,-0.0417663096787106,-0.0381121608800664,0,0,0,0,0,0,0,0,0,0,0.35669102054982,0.346225793544748,0,0,0,0.714339211790156,0.0637065502576886,0,0,0,0,0,0,0,0,-0.10412252493986,0,0,0,-0.646068292714085
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.208531595471403,0.091266559904245,0,0,0.338133124722246,0.163857471822884,0.0614151440292404,0,-0.266097468973375,0,0,0,0,0,0,0,0,0,0.028546652561215,0,0,0,0,-0.400298104238556,0,0,0,0,0,-0.221698608261235,0,0,0,0.00349340822936581,0,0.00397371347761752,0,0.337489640493623,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0209036763927916,0,0,0,-0.0210335154761784,0,-0.0575703041545914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894723236409813,-0.0296453282387842,0,0,0.587723402766758,0,0,0.0647456219032252,0,0.0302290602575302,0,0,0,0.240366272994868,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,-0.145741186540244,0,0,0,0,0,0,0,0,-0.0127241793173482,0,0,0,0,0,0,0,0,0,0,0.353831227825622,0,0.189691723735121,0,0,0,0,0.218298048919297,0,0,0,0,0,0,0,0,0,0,0,0.223283336965195,0,0.0663297554724396,0,0.0476968508312088
X601881.CH.EQUITY,-0.060468117833023,0,0,0,0,0,-0.150288840197255,0,0,0,0,0,0,0.0582026460074208,0,0,0,0,0,0,0.0533532891185237,0,0.0900318286146933,0,0,0,0.306304050422848,0,0,0,-0.0702685212901874,0.382014482315931,0,0,0,0,-0.104422311305685,0.019641090150458,0,0,0,0,0,0,0,0.212931038540069,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131203600340185,0.174278455925075,0,0.151517771492271,0,0,0,0,0,0,0,0,0,0,0,0.0478331493038397,0.321422233008168,0,0,-3.46944695195361e-18,0,0,0.12661176088728,0,-0.835593019315742,0,-0.0509507896021338,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.0802112912531474,-4.33680868994202e-19,0,0,0.749501551120027,-0.131592519916738,0,0,-0.0309068490178083,0,0,-0.115407785428689,0,0.236690276216104,0.270443808940556,0,0,0,-0.142035958852704,0,0,0,0,0,0.182261371261104,-0.341461299193372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0302724108040942,0,0,0,0,0,-0.0923738785050926,0,0,0,0.228444167901753,0,0,0,0,0,0.187167361054065,0.135407723063568,0,0,0,0.313900895846516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0906283246955486,0,0,0,-0.032877886099703,-0.127334932072919,0.343188627412262,0,-0.264952605068223,0,0,0.069495105449972
X2884.TT.EQUITY,0.144092436083672,0,0,0.0211688444924786,0,0.134154875629476,0.0867461442832751,0,0,0.00380060424041654,0,0,-0.0185907006580899,0,0,0,-0.124530378273132,0,0,0,0,0,0,0,0,0,0,0.259724211610057,0,0,-0.127335867648356,0,0,0,0.271542138462049,0,0,0.259649698856255,0,0,-0.386945859938167,0,0,0,0,0,0.327878207609378,0
X600958.CH.EQUITY,0,0,0.111192239683473,0,0,0.0100989409002249,0,0,0.0868230675070128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030058056777577,0,0,0,0.219875966212,0,0.0212009980114114,0,0,0,0,0.0126060361825189,0.0452596085328729,0,0,0,0.434118197301854,0,0,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0.14808278807137,0,0,0,0,0,0,0.146043193645971,0,0,-0.0580881995408711,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0943775074609983,0,0,0,0,0,0,0.367717954779035,0,0,0,0,0,0,0.503941270255394,0,0,0
