,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X2892.TT.EQUITY,X601077.CH.Equity,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0.173440350189758,0,0.113453677698612,0,0,0,0,0,0,0,0,0.508809719099508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330300826519021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928438626565315,0,0.0435668221696994,0
X601318.CH.EQUITY,0,0,0,0,0,0.0888263939656146,0,0,0.0977484879317977,0,0.00581169512558097,0,0,0.156757498907095,0,0,0,0,-0.135199747955284,0,0,0,0,0,0,0,0.256134666296379,0,0,-0.182617390130243,0,0.486513260557793,0,0,0,0,0,0,0,0.206075119214187,-0.21354404986093,0,0,0.140195980280943,0,0.142114097788025,0,0,0,0
X601939.CH.EQUITY,0.176717144796379,0,0,0.288516608474244,0,0.125638527048544,0,-0.0539336068584611,0,0,0,0,0,0.134748867892185,0.023908369442329,-0.0214045683982439,0,0,0.0664352065093157,0,0,0,-0.106033326708498,0,0,0,0,0,0,0.478766468388171,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262698857369288,0,0,0,0,0,0,-0.0635727820639902
X601288.CH.EQUITY,0.412812061558124,0,0.303767324775164,0,0,0.120439051766752,0,0,0,0,0,0,0,0,-0.0841883844295021,0,0.0571756603755789,0,0,-0.0559955841741949,0,0,0.0386996476367049,0,0,0,-0.0707175177451517,0,0,0.0367917637549916,0,0,0,0,0,0,0,0.0301218544974636,0.137123463587873,-0.00537021046491736,0,0,-0.0239718059161627,0,0,0.0364066571616384,0,0,-0.073410348910907,0
X5.HK.EQUITY,0.0555162056669095,0,0.0382086409131802,0.21547481882471,0,0.10724474935099,0,-0.388123008195193,0,0,0,0,0.0833682789465846,0,0,0,0,0.401357452957909,0,0,0,0,0.471878927769107,0,0,0.100471287289784,0,0,0,0,0,0,0,-0.0861219981299263,0,0.150638596923664,0,-0.0464257450532484,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0759247293923769,0,0.126184157815683,0.204901803673095,0,0,0,0,0.146570150032118,0,0,0.263466162276553,0,0,0,0,0,-4.33680868994202e-19,0,0.195477548076837,0,0.168775126103365,0,0,-0.0456925983785304,0,0.0571152933521378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102371991214495,0,0,0,0,0,-0.271784587473328,0,0
X600036.CH.EQUITY,0,0,0,0,0.0318215373108183,0,0,0.270183223573375,0,0,0,0.0848202700107439,0.239246249231157,0.237232194687551,0,0,0,0.0314987655887136,0,0,0,0,0,0,0,0,0.106308646152078,0,0.12488805359732,0,0.0268899815861401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862039743004633,0.00754876343721275,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.109078033803653,0,0,0,0.0621893023884398,0,0,-0.122487937120822,0.0988943199239111,0,0.292892826335833,0.335518833444213,0,0.0126726673740278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350056875601454,0,0,0,0,-0.0184751892920812
X601628.CH.EQUITY,0.0877882348921273,0.310868531719744,0,0,0,-0.0614997430586846,0,0,0,0,0.00356991458796101,0,0,0,0,0,0,-0.0833130483490385,0,-1.73472347597681e-18,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0805061531406507,0,0,-0.0952664082703043,0,0.0178034458905594,0,0,0,-0.134564529626835,0,0,0,0,0,0.134590352524664,0,0,0,0.0140659169502093
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299487685629698,-0.0483449620822005,0,0,0,0,0,0,0.384412004331962,0,0,0,0,0,0,0,0,0,-0.359529466225461,0,0,0,0,0,0,-0.166487294792786,0,0,0,0.567022021922667,0,0,0,0,-0.236229507834809,0,0
X601166.CH.EQUITY,0,0,0.118533903217324,0,0,0,0.264682068686354,0,0,0,0,0,0,0,0.200231011926077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11387551147008,0,0.0961153104309143,0,0.0496628311422167,0,0,0,0,0,0,0,0,0.0310742296736344,0,0.013137595111151,0.140322675307881,0,0,0
X601328.CH.EQUITY,0,0,0.0301004616926789,0,0,0.0568627406417796,0.0015051810250407,0,0,0,0,0,0.564027610350549,0,0,0,0,0,0.165641488425118,0,0,0,0,0.0073003665952422,0,0,0,0,0,0.12821620786351,0,0.00928473857948298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0509358793533397,0.244287185896256,-0.0746889754976891,0,0,0,0.270893283694165,0,0.0989710669055592,-0.0776840090408531,0,-0.0195468631384794,0,0,0,0,0.00992800265772682,0,0.111910365100542,0,0,0,0,0,0,0,0,0.171484162984202,3.46944695195361e-18,0,0,0.0872663030217334,0,0,0.111496312268086,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.260313537164241,-0.149167681760477,0.0566101371646352,0,0,0,0,0,0.108759100620685,0,0,0,0.0966447227728369,0,0,0,0,0,0,0,0,0,0.0392126951762721,-0.133299021046303,0.199020074582505,0,0,0,-0.0661266682532294,0,0,0,0,0,0.467030532879668,0,0,0,0,0.118678485155291,0,0,0,-0.0952372148128474,0,0,0,-3.46944695195361e-18
