,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0,0,0,0,0.112417236465205,0.0414882829374509,0,0,0,0.0273898272107701,0,0.325650696697537,0,0,0,0,0,0.0939262738702416,-0.111980285505344,0.0146488655390329,0,0.187757394798414,0,0,0,0,0,0,0.0947608383019152,0,0,0.127625431721336,0,0.0850312345421653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0808460941413704,0.158177151857951,-0.0355852201656753,0,0,0,0.306681031231521,0,0.0935490978112494,0,0,0,-0.0451623120784778,0,0,0,0.0600407366573378,0,0.176368535812698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212067032068698,0,0,0.00553604521184923,0,0,0,0,0,0.0351022792008222,0,0
X000001.CH.EQUITY,0,0,0.256904453450864,-0.0691122130025908,0,0,0,-0.0207109207843934,0.0693721960270259,0,0.113113900142309,0,0,0,0.192745050684824,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00877632308267985,-0.122941828478049,0.121691886521034,0,0,0,0,-0.044838099197603,8.67361737988404e-19,0,0,0,0.54262663491476,0,0,0,0,0,0.05482683539761,0,0,-0.0579312096786937,0,0.196046669527245,0,-0.306320293374387
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0.293521760388113,0,0.263416330815739,0,-0.0310153481311781,0,0,0,0,0,0,0.390613401351041,0,0,0,0,0.277755475539053,0,0,0,-0.0219323048283249,0.092826937154232,0,0,0,0,0,0,0,0,0,0,0,-0.0274531550882005,0.0889016636314043,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0647410674090344,0,0,0,0,0,0,0,0.0118596849202179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17975265426482,0,0,0,0.0413379623741082,0,0,0,0,0,0,0,0.0548979966596418,0,0.141351481352607,0,0,0.186415571759695,0.201907938700505,0,0.082845816239959,0,-0.0157991888796671,0
X388.HK.EQUITY,0,-0.027148944705459,0.0917713455131923,0.351760145805457,0,0,0,0.465790067985281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135215543741786,0,0,0,-0.71141840592075,0,0.109293829096338,0,0,0,0,0,0,0.0441230319193467,0,0,0,0,0.0241907681168493,0,0,0,0,0,0,0.293346144227151
X11.HK.EQUITY,0,0,0,0,0.0913039146433768,0,0.0652754896183528,0.174196920433034,0,0,0,0,0,0,0,-0.0774521294059494,0.0675330721263929,0,0,0,0,0,0.648901640798912,0,0,0.303539913678139,0,0,0,-0.0796314613089206,0,-0.0974130477239004,0,0,0,0,0,-0.0907294431775179,0.0792275109479424,0,0,0,0,0,0,0,0,0,0.0740653303194019,0
X601998.CH.EQUITY,0,0,0.20451585780993,0,0.0222570652827022,0,0,-0.035403865978503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920881402167222,0,0.314730427874789,0,0,0.132230601190065,0,0,-0.0148035576779592,0.16365820898435,0,0,0,0,0,0,-0.00515416295978393,0,0,0,0.12968590918666,-0.0294261557922382,0,0,0,0,0,0.0578808276332454,0
X267.HK.EQUITY,0.0301210426434411,0,0,0,0.246676160328911,0,0,0.498865885794559,0,0,0,0,0,0.0762925548993948,0,0,0.0395326100949945,0.213899404706143,0,0,0,0,0,0.128973854316672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283537606636277,0,0.129913940142304,0,0,0,0,0,0.0295984802676016,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515498510699958,0,0,0.0315061658932471,0,0.233013169510114,0,0,0.0486458651425921,0.00504454705820612,0,0,0,0,0,0,0,0.270241553251534,0,0,0,0.0581593319525349,0,0,0,0,0,0.179486682277917
X600016.CH.EQUITY,0,0.115947528500586,0,1.73472347597681e-18,0,0.0425477376457736,0,0,0,0,0,0.339636732278011,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152444723178278,0.0943514860705039,0,0.144267513747629,0,0,0,0,0,0,0.34236731900325,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.247260685095743,0,0,0,0.158067885125949,0,0,0,0,0,0.383064692222938,0,0,0.0561499110012608,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.189891972788854,0,0,0.120836108833987,0,0.135072031094157,0.0062209777797676,0.0473732106700028,-0.0705855346364413,0,0,0,0,0,0,0.0049610294229923,0
X601818.CH.EQUITY,0,0,-0.217066283704721,0,0,0,0,0,0,0,0,0,0,0.17389406804117,0,0,0,0,0.23284265710337,0,0,0,0,0,0,0,0,0,0,0,0.187017891235818,-0.0454160397421101,0,0,0.296773051029434,0,0,0,-0.00463526520226088,0,0,0,-0.00747966763349337,0,0,0,-1.73472347597681e-18,0.0913141570046979,0,0
X601066.CH.EQUITY,0,0,0.130166964202326,0,0,0,0,0,0,0,0,0,0,0.0503017128951116,0,0,0,0,0,0,0,0.0118824054902831,-0.0993159070951116,0,0,0,0,0,0.37835810614803,0.0231211470205025,0,-0.0106047011251427,0,0,0,0,0,0.106296283078473,0,0,0,0,0,0.176688862507271,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,-0.0735159970876221,0,0,0,0,0,-0.371421428053799,0,0,0,0,0,0,0,0,0,-0.390332878598064,0,0.364896873932387,0,0,0,0,0,0,0.0243065439714649,0,0,0,0,0,0,0,0,0,0,0,0,0.323839389429315,0,0,0.355292437977279,0,0.107011595415659,0,0,0,0
X002142.CH.EQUITY,0,0.208636054626339,0,0,0,0,0.10592564912543,0,0,0,0,0,0,0.266032480650889,0,0,0.0895140915020258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15543611337757,0,0,0,0,0,-0.290686746119385,0.0503012219951881,0,0,0,0,0,-0.0432492963106755,0,-0.0563459317894223,0.187355238909278,0,-0.135332248193975,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.075951454847777,0,0.0693471588743019,0,0,0,0,0.0162696879603348,0,0,0,0,0.000805102023099996,0.325870677424952,0,0.0307459091528754,0,0,0.0749642312152886,0,0,0.146611772322806,0,0,0,0,0,0,0,0.362033286581608,0,-0.0969421718453254,0,0,0,0,0,0,0,0,0,0,0.0561171433274608
X600837.CH.EQUITY,0,0,0,0,0,0.0350299263210612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16937858321369,0,0,0,0.0357059904851293,0,-0.0457880002914536,0.199818906051891,0,0,0,0,0,0.28197838996313,0,0,0,0,-0.131431903803876,0,0,0,-0.0289092434616832,0.22691396632331,0,0,-0.0189422936060972,0,0,0
X601229.CH.EQUITY,0.0571898162932762,0,0.442757026708703,0,0,0,0,-0.138704944688467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966656747044672,0,0,0.0293919740543961,0,0.0358385217799467,0.354575417769608,0,0,0,-0.107525096645067,0,0,0,0,0.0289445103175101,0,-0.115974075589806,0,0,0,-0.04244376697499,0,0,0,0,-0.141928392791528,0.0995467606662703,0
X601336.CH.EQUITY,0,0,0,-0.0623489425608113,0,0,0,-0.286143698186743,-0.0798716277102172,0,0,0,0,0,0.213907132951394,0,0,0,0,0,0.10088840422735,0,0,0,0,0,0,0,0,0,0,0.0718328479442266,0,0,0.529875226160416,0.0561010835985328,0,0.157599302092684,0,0,0,0,0,0,0,-0.0130635818713875,0,0.0608944197139746,0,0
X2882.TT.EQUITY,0,0,0,0,0,-0.111235563609473,0.0605952853806667,0.130611456261409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100094414758256,0,0.0239449822727296,0,0,0,0.0711062703755728,0,0,0,0,-0.121079153531504,0,0.385085171785007,0,0,-0.0138589549617979,0,0,0,0,0,0,0.138624535750029,0,0.115215918047449,0,0
X601169.CH.EQUITY,0,0.102520417872342,0,0,0,0.0386829427149127,0,0,0,0,0,0.214879427319426,0.111720150996113,0,0.161006890096607,0,0,0,0,0,0,0,0,0.0580752744437654,0,0.014283819732551,0,0,0,0,0,0,0,0,0.471034932325861,0,0,0,0,0,-0.0357130964452354,0,0.0706913300133917,0,0,0,0,0,-0.0941704288810299,0
X000166.CH.EQUITY,0,0,0,0,0,0.0244975229744316,0,0,0,0,0,0.0610450294758225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527407192672848,0,0,0.0326113631225111,0,0,0,0,0.0691107407025236,0,0,0.269529555483291,0.272837769463795,0,0,0,0,0.0157740607103595,0,0,0,0.256660826524287
X600015.CH.EQUITY,0,0,0.170087627456023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236557315407417,0,0.0152831937150065,0.0169209196696089,0,0.0501171163509528,0.00468389906664277,0,0,0,0,0.0306943217029986,0.305431442813651,0,0.107079395679296,0,0,0,0,0,0,0,0,0.00948896935594523,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.000910242995953951,0,0,0,-0.257719363968855,-0.0673254873641702,0,0,0,0,0,0,0,0,0,-0.01426250868826,-0.141153112067144,0,0,0,-0.0683466289928095,0.420780056927001,0.549881712239118,0,0,0,0,-0.0468690004630677,0,0.148940569859988,0,-0.0191197216160915,0,0,0,0,0,0,0,0.204658478885019,-0.0448967781561903
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116554937068571,0,-0.0977008181676099,0,0,0.0971368571450452,0,0,0,0,0,0.129862758918083,-8.67361737988404e-19,0,0,0,0,0.123147565853627,0,0,0,0,0,0,0,0,0.139827046506415,0,0,-0.171414431468459,0,0,-0.12642741694267,0.638261055706482
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.19892622848252,0,0.129832542328245,0,0,0,0,-0.0870393066940113,0,0,0,0.270414216895533,0,0,0,0,0,0,0.0103670442920891,-0.0889420047845361,0,0.279471501428715
X2891.TT.EQUITY,0,0,0.348677646543179,0,0,0,0.0406128681442277,0,0,-0.0954260872053412,0,0,0.0297826984932935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217673229866656,0,0,0,6.93889390390723e-18,0,0,0,0,0.0442761968244795,0,0,0,0,0,0,0.285150045906855,0,0,0.12175029329195,0,0,0.30415071310653,0
X000776.CH.EQUITY,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0721287653036864,0,0,0,0.0797177373404237,0,0,0,0,0,0,0.239474451498401,0,0,0,-0.000185864517200259,0,0.216960318069602,0,0,0,0.046382088708364,0,0,0.0701455228905969,0,0,0,0,0.121597918774259,0.0484535915100676,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0790366134176515,0,0,0,0,0,0,0,0,0,0,0,0,0.0194177944012333,0,0,0.0959830070950126,0.0760519724891828,0.0206528075059383,0.00762135948886927,0,0,0,0,0.539087205324262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858016424803868,0,0.269505961672768
X601916.CH.Equity,0,0,-0.178237325145467,-0.432631096583721,0,0,-0.600044258290064,0,0,0,0,0,0,0,-0.188871888266138,0,0,0,0.536624570466755,0.313349812147163,0,0.082890263607764,0,0,0.33602233772775,0,0,0,0,0,0,0,0,0,0,0.711596000831011,0,0,0,0,0.0772696415236736,0,-0.293466257512759,-0.214028663295371,0,0,0,0,0,0.192818490974627
X2886.TT.EQUITY,0.156830899780046,-0.171386462479042,0,0,0.15616338572222,0,0,0,0.0415160411683879,0,0,0,0,-0.0129894518896591,0,0,0,0,0,0.288636062214573,0,0,0,0,0,0,-0.166760969710777,0,-0.0195151870797352,0,0,0.0605255041672283,0,-0.00131931597668341,0,0,0,0,0.21892099580369,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.185261030155332,0,0,0.0642409851239782,0,0,0,0,0,0,0.11802012502004,0,0,0,0,0.111689319743346,0,0,0,0,0,0.0390080793284492,0,0.0941023761541934,0,0,0.0758928902913535,0.270470698009155,0,0,0,-0.0963778063819605,0,0,0,0,0,0,0,0.166395925179414
X600919.CH.EQUITY,0,0,0.25354363340796,0,0,0,0,0,0,0,0.0728371953651287,0,0,0,0,0,0,0,0,0,0,0,0.0163417337299176,0,-0.0565608412117636,0,0,0,0,0,0,0,0.16679228156862,0,0,0,0,0,0,0.142375055043084,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.250437375347421,0,0,0,0.0184329308402735,0,0,0,0,0,0,0,0,0,-0.151079347457074,0,-0.189289419933199,0,0,0,0,0.299533513091974,0,0,0,0,0,0,0.142243302608824,0,0,0,0,0,0,0.129086062265198,-1.38777878078145e-17,0,0,0.185366902106663,0,0,0,6.93889390390723e-18,0,0.153520317051713,0
X601009.CH.EQUITY,0,0,0,0.232566851738105,0,0,0,0,0,0,0,0,0,0.230509373033239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572037477878997,0.024263877366138,0,0,0,0,0.227119017218858,0.114652779071731,0,0,0,0.0298810173541933,0,0,0,0,0,0,0,0,0.0572269327220891,0
X601077.CH.Equity,0,0,0,0,0.0253572202413747,0,0,0,-0.318980154422363,0,0,0,0.0524993719683322,0.127021267482475,0,0,0,0,0,0.0846723253687438,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.109580404755123,0,0,0.130446709859706,0.215853028186943,0,-0.0214019671823254,0,0.227853922420376,0,0,0,-0.192581682926042,-0.0537594960405743,-0.0336482880124928,0,0,0.0510014369111131
X2892.TT.EQUITY,0,0,0,-0.217022447318749,0,0,0,0,0.0830874427249521,0,-0.0824457057736117,0,0,0,0.0688648791500014,0,0,0,0,0,0,0,0.451310981998039,-0.0142544499786603,0,0,0,0,0,0,0,0,0,0,0,0.0661385349638816,0,0,0.110932011666535,0.0163455295446873,0.0256101250954986,0,0.0614439505627572,-0.114621792989168,0,0.345876759487616,0.0767628134055079,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.118706991497789,0,0,0,0,0,0,0,0,0,0.242142208460361,0,0,-0.0119475205380723,0.118492572914218,0.0756501050984202,0,0.0977286977082369,0,0,0.240375638960461,0,0,0,0,0,0.214607059104515,0,0,0,0.0803673082697109,0.00665360014041903,0,0.0313289089895337,0,0,0,0,0,0
