,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0490919741070166,0,0,0,0,0.388801564059131,0,0.123667182692136,0,0,-0.0635674947066588,-0.4969189419071,0,0.22424466280647,0,-0.0237812378789052,0.117941364297252,0,0,0.826502970902996,0.0733541609805206,0,-0.484147939378466,0.157819388730281,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854125845727692,0,0,0.0505111750356873,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.108917592827484,0.197722387789966,0,0.0293179948780004,0,0,0.182871540508183,0,0,0.000701416335887285,0,0,0.0897300593638553,0,0,0,0,0,0,0.214147451881485,0,0.216998456581362,0,0,0,0,0,0,0,0,0,0,-0.00612156453657859,0,0,0.116963457646246,0,0,0,0,0
X601939.CH.EQUITY,0.30156811509694,-0.0653592818505181,0,0,0,0,0,0,0,0,0.0356493037655683,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.609111498236379,0,0.165723634747627,0,0.494365711224042,0,0,0,0,0,0.273977936122898,0,0,0,0,0.15791092102717,0,0.354018708104044,0,0.0845961028541077,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.345883591942159,0.0332804594655492,0.657789857168408,0.0477294052232814,0,0,0,0,0,0,0,0,0,0,0,0,-0.80716607361012,0,0,0,0,-0.116447961116425,0,0,0,0,0.840090876949232,0,0,0,0,-0.0151274197752204,0,0,-0.0862571563142052,-0.0634835396736696,0,0,0,-0.338040639147854,-0.117730681716817
X5.HK.EQUITY,0,0,0,0,0,0,0,0.143625617131864,0,0.0862365598983608,0,0,0,0,0.201135329655986,0,0,0,0,0.404248827574145,-0.187844748903097,0,0,0,0,0,0,0,0,0,0.0596042413280584,0,0,0,0,0,0,0,0.0860262610214566,0.024434679716699,0,0,0,0,0,0,0.159191398540911,0.111771812930745
X601988.CH.EQUITY,0,0,0,0.0247995171172472,0.397356991063822,0,0,0,0,0,0,0,0,-0.153191770959174,0,0,0.375110877112243,0,0,0,-0.12846494150668,0,0,0,0,0,0,0,0,0,-0.163454672528643,0,0,0,0.0608386955409713,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0429695009809227,0,0.281194890747162,0
X600036.CH.EQUITY,0,0,-0.0567323748880624,0,0,0,0,0,0,0,0.292445022446673,0.285229778020745,0.161540988882457,0.170142520998738,0.205044436893662,-4.33680868994202e-19,0,0,0,-0.0170423526993061,0,0,0.123569212522395,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00736772248951334,0.303826142805668,0,0,0,0,0.0948899940805052
X1299.HK.EQUITY,0,0.140932120762139,0,0,0.42543193055239,0,0,0,0.0572000216092703,0,0,-0.0483709855101488,0,0,0.0576270001142017,0,0,0,0,0,0,0,0,0,0,0,0,0.0545489180277308,0,0,-0.0791074771630029,0,0,0,0.0564086630382355,-0.0930662698004462,0,0,0,0,0,0,0,0,0,0,0,-0.0554219415650267
X601628.CH.EQUITY,0,0.086875079764316,0,0.0274962663772509,0,0,0,0,0,0.107978914074549,0,0,0.0559626051279907,0.387690468474819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183787092416166,0,0,0,0,0,0,0.0462553612405795,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.011535035167413,0,0,0.283819419907141,0.0677184324719134,0,0,0,0.0118223984273333,0,0,0.332567515136714,0,0,0,0,0,0,0,0.0470913981867529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281771937768075,0,0,0,0,0,0,0,0.211773385036007,0,0,0,0
X601328.CH.EQUITY,0.0644961705489879,0.385823738431048,0.0560983503936774,0,0,0,0.3784418204462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779395240384601,0,0,0,0,0,0,0,0,0,0,0.0286028895035963,0,0,0,0,0,0,0,-0.109014119354284,0,1.73472347597681e-18,0,0,0.160990862383974,-0.317849948917736,0,0
X600000.CH.EQUITY,0,0,0,0,-0.0616160752756864,0,0.341210144435104,0,0,0.374010261231985,0.00861216329780984,0,0,0,0,0,0,0,0.0982926364002982,0,0,0,0,0,0,0,0,0,0,0,-0.108366820085275,0,0,0,0,0,0,0,0,0,0,-0.044042363237608,0,0,0.250127425107543,-0.107426260015899,0.0937064010084311,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0650615639846427,0,0,0.285022715329265,0,0,0,0,0.173690800880809,0,0,0,0,0,0,0.31333066738885,0,0,0,0,0,0,0,-2.77555756156289e-17,0,-0.137270510409163,0,0.0292113264511372,0,0,0,0.0900413379846768,0,0,8.67361737988404e-19,0,-0.0344921968327716,0
X601601.CH.EQUITY,-0.0157408457123782,0.0299886804969479,0,0,-0.0711241201946869,0,0.0369172935620474,0,0.695403178044802,0,0,0,0.0324197974161714,0,0,0,0,0,0.0592394049124587,0,0,0,0,0,0,0,0,0,0,0,0.103098474497776,0,0,0,0,0,0,0,0,0,0,0,-0.188098554323758,0,0,0,0,0
X11.HK.EQUITY,0,0,0.0340436641646888,0,0.198024932280339,0.174747498125903,0.0149198242897994,0,0,-6.93889390390723e-18,0,0,0,0.0730390500141372,0,0.0391088226283169,0,0,0,0.289708186260329,0,0,0,0,0,0,0.204364572204483,0,0,-0.0410057564541905,0,0,0,0.0484048469999519,0,0,0,0,0,0,0,0,0,0.120373738832336,0.179921906655025,0,0,0
X388.HK.EQUITY,0,0,0,0,0.19058333891368,0,0,0.350134444474393,0,0,0,0,0,0.180063892576769,0,0,0,0,0.0860803911785656,0.133398368743175,0.153244431058644,0,0,-0.0950085637882616,0,0,0,0,0,-0.0228879469290849,0,0,0,0,0,0,0,0,0.150091880392688,0,0,0,-0.0700548145021607,0,0,0,0,0
X000001.CH.EQUITY,0,0.191025461201724,0,0,0,0.133929178761311,0,0,0.0397049615875709,0.014498276802557,0,0,0,0,0,0,0,0,0,0,0,0.0728335061185584,0,0,0.201334363920719,0,0,0,0,0,0,0,0,0,0.00422611631861844,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.122284266746618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502750668914814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0350798957265252,0,0.179573729014096,0,0,0,0,0,0,0.174816592259804,0.208710009042242,0,0,0.00678260496002068,0,0,0,0,0.0193025293573709,0,0,0,0,0,0.241124537250727,0,-0.181574856544036,0,0,0,0.163245249157226,0,0,0,0,0.267852080418827,0,0,0,0,0,0,-0.0553803480815132,0,0,0
X2388.HK.EQUITY,0,0.219914314624823,0,-0.117838052506427,0.224866105307536,-0.331906207056885,0,0,0,0,0,0,0,0,0.0894386007878132,0.301563185470931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567631649001803,0,0,0,0,0,0,0,0,0.060869141682994,0,0,0,0.576531035682421,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.0806071773191772,0,0,0,0,0.126918265640746,0,0,0,0.109382464109199,0,-0.105235528581418,0,0,0.292201539536764,0,0.199135771632292,0,0,0,0,0.0774324035424922,0,-0.0947991665425682,0,-0.179002944022091,-0.183734858744721,0,0,0,0,0,0,0,0,0,0.0506480831475769,0.178484028629081,0,0.126155928010372,0,0.0688959148990681,0
